NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_C||Dificulta caminar o subir escaleras
Quetzaltenango,Almolonga,Hombre,0,83,
Quetzaltenango,Almolonga,Hombre,1,110,
Quetzaltenango,Almolonga,Hombre,2,143,
Quetzaltenango,Almolonga,Hombre,3,139,
Quetzaltenango,Almolonga,Hombre,4,8,No declarado
Quetzaltenango,Almolonga,Hombre,4,117,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,5,5,No declarado
Quetzaltenango,Almolonga,Hombre,5,141,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,6,11,No declarado
Quetzaltenango,Almolonga,Hombre,6,150,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,7,4,No declarado
Quetzaltenango,Almolonga,Hombre,7,1,No puede
Quetzaltenango,Almolonga,Hombre,7,123,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,8,7,No declarado
Quetzaltenango,Almolonga,Hombre,8,138,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,8,2,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,9,5,No declarado
Quetzaltenango,Almolonga,Hombre,9,109,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,10,4,No declarado
Quetzaltenango,Almolonga,Hombre,10,143,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,10,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,11,95,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,12,1,No declarado
Quetzaltenango,Almolonga,Hombre,12,108,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,12,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,13,3,No declarado
Quetzaltenango,Almolonga,Hombre,13,104,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,13,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,14,3,No declarado
Quetzaltenango,Almolonga,Hombre,14,116,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,15,5,No declarado
Quetzaltenango,Almolonga,Hombre,15,137,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,16,3,No declarado
Quetzaltenango,Almolonga,Hombre,16,133,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,17,7,No declarado
Quetzaltenango,Almolonga,Hombre,17,149,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,17,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,18,1,No declarado
Quetzaltenango,Almolonga,Hombre,18,168,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,19,1,No declarado
Quetzaltenango,Almolonga,Hombre,19,103,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,19,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,20,6,No declarado
Quetzaltenango,Almolonga,Hombre,20,187,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,20,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,21,3,No declarado
Quetzaltenango,Almolonga,Hombre,21,87,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,21,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,22,3,No declarado
Quetzaltenango,Almolonga,Hombre,22,138,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,22,2,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,23,3,No declarado
Quetzaltenango,Almolonga,Hombre,23,130,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,24,2,No declarado
Quetzaltenango,Almolonga,Hombre,24,103,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,24,3,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,25,10,No declarado
Quetzaltenango,Almolonga,Hombre,25,187,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,26,6,No declarado
Quetzaltenango,Almolonga,Hombre,26,115,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,26,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,27,3,No declarado
Quetzaltenango,Almolonga,Hombre,27,123,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,28,6,No declarado
Quetzaltenango,Almolonga,Hombre,28,1,No puede
Quetzaltenango,Almolonga,Hombre,28,143,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,28,1,"Sí, con mucha dificultad"
Quetzaltenango,Almolonga,Hombre,29,3,No declarado
Quetzaltenango,Almolonga,Hombre,29,76,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,30,7,No declarado
Quetzaltenango,Almolonga,Hombre,30,202,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,30,2,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,31,45,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,32,1,No declarado
Quetzaltenango,Almolonga,Hombre,32,106,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,32,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,33,2,No declarado
Quetzaltenango,Almolonga,Hombre,33,88,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,33,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,34,3,No declarado
Quetzaltenango,Almolonga,Hombre,34,65,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,35,3,No declarado
Quetzaltenango,Almolonga,Hombre,35,144,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,35,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,35,1,"Sí, con mucha dificultad"
Quetzaltenango,Almolonga,Hombre,36,1,No declarado
Quetzaltenango,Almolonga,Hombre,36,65,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,37,54,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,37,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,38,2,No declarado
Quetzaltenango,Almolonga,Hombre,38,104,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,39,1,No declarado
Quetzaltenango,Almolonga,Hombre,39,73,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,40,2,No declarado
Quetzaltenango,Almolonga,Hombre,40,159,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,40,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,40,1,"Sí, con mucha dificultad"
Quetzaltenango,Almolonga,Hombre,41,2,No declarado
Quetzaltenango,Almolonga,Hombre,41,51,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,42,1,No declarado
Quetzaltenango,Almolonga,Hombre,42,85,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,43,4,No declarado
Quetzaltenango,Almolonga,Hombre,43,68,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,44,2,No declarado
Quetzaltenango,Almolonga,Hombre,44,54,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,45,1,No declarado
Quetzaltenango,Almolonga,Hombre,45,110,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,45,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,46,1,No declarado
Quetzaltenango,Almolonga,Hombre,46,48,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,46,3,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,47,64,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,47,2,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,48,1,No declarado
Quetzaltenango,Almolonga,Hombre,48,87,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,48,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,49,3,No declarado
Quetzaltenango,Almolonga,Hombre,49,55,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,49,1,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,50,1,No declarado
Quetzaltenango,Almolonga,Hombre,50,174,"No, sin dificultad"
Quetzaltenango,Almolonga,Hombre,50,3,"Sí, con algo de dificultad"
Quetzaltenango,Almolonga,Hombre,51,2,No declarado
Quetzaltenango,Almolonga,Hombre,51,50,"No, sin dificultad"
