NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,AREA
Jutiapa,Agua Blanca,Hombre,0,85,Rural
Jutiapa,Agua Blanca,Hombre,0,32,Urbano
Jutiapa,Agua Blanca,Hombre,1,102,Rural
Jutiapa,Agua Blanca,Hombre,1,35,Urbano
Jutiapa,Agua Blanca,Hombre,2,120,Rural
Jutiapa,Agua Blanca,Hombre,2,28,Urbano
Jutiapa,Agua Blanca,Hombre,3,112,Rural
Jutiapa,Agua Blanca,Hombre,3,46,Urbano
Jutiapa,Agua Blanca,Hombre,4,94,Rural
Jutiapa,Agua Blanca,Hombre,4,32,Urbano
Jutiapa,Agua Blanca,Hombre,5,135,Rural
Jutiapa,Agua Blanca,Hombre,5,39,Urbano
Jutiapa,Agua Blanca,Hombre,6,122,Rural
Jutiapa,Agua Blanca,Hombre,6,22,Urbano
Jutiapa,Agua Blanca,Hombre,7,103,Rural
Jutiapa,Agua Blanca,Hombre,7,53,Urbano
Jutiapa,Agua Blanca,Hombre,8,141,Rural
Jutiapa,Agua Blanca,Hombre,8,32,Urbano
Jutiapa,Agua Blanca,Hombre,9,120,Rural
Jutiapa,Agua Blanca,Hombre,9,27,Urbano
Jutiapa,Agua Blanca,Hombre,10,113,Rural
Jutiapa,Agua Blanca,Hombre,10,31,Urbano
Jutiapa,Agua Blanca,Hombre,11,106,Rural
Jutiapa,Agua Blanca,Hombre,11,39,Urbano
Jutiapa,Agua Blanca,Hombre,12,121,Rural
Jutiapa,Agua Blanca,Hombre,12,28,Urbano
Jutiapa,Agua Blanca,Hombre,13,110,Rural
Jutiapa,Agua Blanca,Hombre,13,33,Urbano
Jutiapa,Agua Blanca,Hombre,14,112,Rural
Jutiapa,Agua Blanca,Hombre,14,44,Urbano
Jutiapa,Agua Blanca,Hombre,15,129,Rural
Jutiapa,Agua Blanca,Hombre,15,36,Urbano
Jutiapa,Agua Blanca,Hombre,16,122,Rural
Jutiapa,Agua Blanca,Hombre,16,34,Urbano
Jutiapa,Agua Blanca,Hombre,17,112,Rural
Jutiapa,Agua Blanca,Hombre,17,38,Urbano
Jutiapa,Agua Blanca,Hombre,18,138,Rural
Jutiapa,Agua Blanca,Hombre,18,50,Urbano
Jutiapa,Agua Blanca,Hombre,19,114,Rural
Jutiapa,Agua Blanca,Hombre,19,34,Urbano
Jutiapa,Agua Blanca,Hombre,20,110,Rural
Jutiapa,Agua Blanca,Hombre,20,39,Urbano
Jutiapa,Agua Blanca,Hombre,21,85,Rural
Jutiapa,Agua Blanca,Hombre,21,27,Urbano
Jutiapa,Agua Blanca,Hombre,22,118,Rural
Jutiapa,Agua Blanca,Hombre,22,37,Urbano
Jutiapa,Agua Blanca,Hombre,23,116,Rural
Jutiapa,Agua Blanca,Hombre,23,32,Urbano
Jutiapa,Agua Blanca,Hombre,24,101,Rural
Jutiapa,Agua Blanca,Hombre,24,26,Urbano
Jutiapa,Agua Blanca,Hombre,25,113,Rural
Jutiapa,Agua Blanca,Hombre,25,37,Urbano
Jutiapa,Agua Blanca,Hombre,26,88,Rural
Jutiapa,Agua Blanca,Hombre,26,33,Urbano
Jutiapa,Agua Blanca,Hombre,27,77,Rural
Jutiapa,Agua Blanca,Hombre,27,22,Urbano
Jutiapa,Agua Blanca,Hombre,28,89,Rural
Jutiapa,Agua Blanca,Hombre,28,33,Urbano
Jutiapa,Agua Blanca,Hombre,29,70,Rural
Jutiapa,Agua Blanca,Hombre,29,27,Urbano
Jutiapa,Agua Blanca,Hombre,30,106,Rural
Jutiapa,Agua Blanca,Hombre,30,35,Urbano
Jutiapa,Agua Blanca,Hombre,31,67,Rural
Jutiapa,Agua Blanca,Hombre,31,19,Urbano
Jutiapa,Agua Blanca,Hombre,32,84,Rural
Jutiapa,Agua Blanca,Hombre,32,25,Urbano
Jutiapa,Agua Blanca,Hombre,33,69,Rural
Jutiapa,Agua Blanca,Hombre,33,34,Urbano
Jutiapa,Agua Blanca,Hombre,34,53,Rural
Jutiapa,Agua Blanca,Hombre,34,23,Urbano
Jutiapa,Agua Blanca,Hombre,35,65,Rural
Jutiapa,Agua Blanca,Hombre,35,19,Urbano
Jutiapa,Agua Blanca,Hombre,36,61,Rural
Jutiapa,Agua Blanca,Hombre,36,20,Urbano
Jutiapa,Agua Blanca,Hombre,37,62,Rural
Jutiapa,Agua Blanca,Hombre,37,23,Urbano
Jutiapa,Agua Blanca,Hombre,38,76,Rural
Jutiapa,Agua Blanca,Hombre,38,26,Urbano
Jutiapa,Agua Blanca,Hombre,39,43,Rural
Jutiapa,Agua Blanca,Hombre,39,17,Urbano
Jutiapa,Agua Blanca,Hombre,40,77,Rural
Jutiapa,Agua Blanca,Hombre,40,21,Urbano
Jutiapa,Agua Blanca,Hombre,41,51,Rural
Jutiapa,Agua Blanca,Hombre,41,15,Urbano
Jutiapa,Agua Blanca,Hombre,42,65,Rural
Jutiapa,Agua Blanca,Hombre,42,21,Urbano
Jutiapa,Agua Blanca,Hombre,43,48,Rural
Jutiapa,Agua Blanca,Hombre,43,19,Urbano
Jutiapa,Agua Blanca,Hombre,44,64,Rural
Jutiapa,Agua Blanca,Hombre,44,13,Urbano
Jutiapa,Agua Blanca,Hombre,45,61,Rural
Jutiapa,Agua Blanca,Hombre,45,17,Urbano
Jutiapa,Agua Blanca,Hombre,46,59,Rural
Jutiapa,Agua Blanca,Hombre,46,23,Urbano
Jutiapa,Agua Blanca,Hombre,47,60,Rural
Jutiapa,Agua Blanca,Hombre,47,11,Urbano
Jutiapa,Agua Blanca,Hombre,48,61,Rural
Jutiapa,Agua Blanca,Hombre,48,17,Urbano
Jutiapa,Agua Blanca,Hombre,49,42,Rural
Jutiapa,Agua Blanca,Hombre,49,15,Urbano
Jutiapa,Agua Blanca,Hombre,50,75,Rural
Jutiapa,Agua Blanca,Hombre,50,26,Urbano
Jutiapa,Agua Blanca,Hombre,51,46,Rural
Jutiapa,Agua Blanca,Hombre,51,13,Urbano
Jutiapa,Agua Blanca,Hombre,52,57,Rural
Jutiapa,Agua Blanca,Hombre,52,10,Urbano
Jutiapa,Agua Blanca,Hombre,53,37,Rural
Jutiapa,Agua Blanca,Hombre,53,12,Urbano
Jutiapa,Agua Blanca,Hombre,54,50,Rural
Jutiapa,Agua Blanca,Hombre,54,18,Urbano
