NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,NIVGRADO||Nivel y grado de estudio,Recuento de PCP17_B
El Progreso,El Jícaro,Hombre,6,1ero Primaria,4
El Progreso,El Jícaro,Hombre,7,1ero Primaria,54
El Progreso,El Jícaro,Hombre,8,1ero Primaria,70
El Progreso,El Jícaro,Hombre,8,2do Primaria,41
El Progreso,El Jícaro,Hombre,8,3ero Primaria,1
El Progreso,El Jícaro,Hombre,9,1ero Primaria,23
El Progreso,El Jícaro,Hombre,9,2do Primaria,61
El Progreso,El Jícaro,Hombre,9,3ero Primaria,38
El Progreso,El Jícaro,Hombre,9,4to Primaria,6
El Progreso,El Jícaro,Hombre,10,1ero Primaria,7
El Progreso,El Jícaro,Hombre,10,2do Primaria,25
El Progreso,El Jícaro,Hombre,10,3ero Primaria,57
El Progreso,El Jícaro,Hombre,10,4to Primaria,41
El Progreso,El Jícaro,Hombre,10,5to Primaria,3
El Progreso,El Jícaro,Hombre,11,1ero Primaria,11
El Progreso,El Jícaro,Hombre,11,2do Primaria,7
El Progreso,El Jícaro,Hombre,11,3ero Primaria,19
El Progreso,El Jícaro,Hombre,11,4to Primaria,26
El Progreso,El Jícaro,Hombre,11,5to Primaria,29
El Progreso,El Jícaro,Hombre,11,6to Primaria,7
El Progreso,El Jícaro,Hombre,12,1ero Basico,12
El Progreso,El Jícaro,Hombre,12,1ero Primaria,5
El Progreso,El Jícaro,Hombre,12,2do Primaria,6
El Progreso,El Jícaro,Hombre,12,3ero Primaria,14
El Progreso,El Jícaro,Hombre,12,4to Primaria,10
El Progreso,El Jícaro,Hombre,12,5to Primaria,27
El Progreso,El Jícaro,Hombre,12,6to Primaria,39
El Progreso,El Jícaro,Hombre,13,1ero Basico,31
El Progreso,El Jícaro,Hombre,13,1ero Primaria,3
El Progreso,El Jícaro,Hombre,13,2do  Basico,9
El Progreso,El Jícaro,Hombre,13,2do Primaria,9
El Progreso,El Jícaro,Hombre,13,3ero Primaria,5
El Progreso,El Jícaro,Hombre,13,4to Primaria,13
