NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PDESOC||Personas Desocupadas
Sacatepéquez,Antigua Guatemala,Hombre,20,466,
Sacatepéquez,Antigua Guatemala,Hombre,20,17,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,20,13,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,21,384,
Sacatepéquez,Antigua Guatemala,Hombre,21,17,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,21,11,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,22,481,
Sacatepéquez,Antigua Guatemala,Hombre,22,16,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,22,7,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,23,477,
Sacatepéquez,Antigua Guatemala,Hombre,23,17,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,23,4,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,24,439,
Sacatepéquez,Antigua Guatemala,Hombre,24,11,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,24,4,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,25,447,
Sacatepéquez,Antigua Guatemala,Hombre,25,24,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,25,4,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,26,382,
Sacatepéquez,Antigua Guatemala,Hombre,26,9,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,26,4,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,27,384,
Sacatepéquez,Antigua Guatemala,Hombre,27,19,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,28,410,
Sacatepéquez,Antigua Guatemala,Hombre,28,8,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,28,1,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,29,333,
Sacatepéquez,Antigua Guatemala,Hombre,29,7,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,29,2,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,30,367,
Sacatepéquez,Antigua Guatemala,Hombre,30,12,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,30,3,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,31,257,
Sacatepéquez,Antigua Guatemala,Hombre,31,8,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,32,324,
Sacatepéquez,Antigua Guatemala,Hombre,32,14,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,32,2,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,33,300,
Sacatepéquez,Antigua Guatemala,Hombre,33,15,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,34,312,
Sacatepéquez,Antigua Guatemala,Hombre,34,3,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,35,341,
Sacatepéquez,Antigua Guatemala,Hombre,35,5,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,36,298,
Sacatepéquez,Antigua Guatemala,Hombre,36,8,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,36,1,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,37,281,
Sacatepéquez,Antigua Guatemala,Hombre,37,4,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,38,346,
Sacatepéquez,Antigua Guatemala,Hombre,38,10,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,38,1,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,39,283,
Sacatepéquez,Antigua Guatemala,Hombre,39,6,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,40,311,
Sacatepéquez,Antigua Guatemala,Hombre,40,13,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,41,219,
Sacatepéquez,Antigua Guatemala,Hombre,41,3,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,42,326,
Sacatepéquez,Antigua Guatemala,Hombre,42,4,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,43,226,
Sacatepéquez,Antigua Guatemala,Hombre,43,4,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,44,201,
Sacatepéquez,Antigua Guatemala,Hombre,44,4,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,45,242,
Sacatepéquez,Antigua Guatemala,Hombre,45,5,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,46,206,
Sacatepéquez,Antigua Guatemala,Hombre,46,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,47,188,
Sacatepéquez,Antigua Guatemala,Hombre,47,3,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,48,201,
Sacatepéquez,Antigua Guatemala,Hombre,48,4,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,49,171,
Sacatepéquez,Antigua Guatemala,Hombre,49,5,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,49,1,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,50,235,
Sacatepéquez,Antigua Guatemala,Hombre,50,7,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,51,162,
Sacatepéquez,Antigua Guatemala,Hombre,51,2,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,52,221,
Sacatepéquez,Antigua Guatemala,Hombre,52,6,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,53,179,
Sacatepéquez,Antigua Guatemala,Hombre,53,3,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,54,173,
Sacatepéquez,Antigua Guatemala,Hombre,54,3,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,55,187,
Sacatepéquez,Antigua Guatemala,Hombre,55,5,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,56,179,
Sacatepéquez,Antigua Guatemala,Hombre,56,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,56,2,Cesante
Sacatepéquez,Antigua Guatemala,Hombre,57,154,
Sacatepéquez,Antigua Guatemala,Hombre,57,2,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,58,165,
Sacatepéquez,Antigua Guatemala,Hombre,58,2,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,59,154,
Sacatepéquez,Antigua Guatemala,Hombre,59,5,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,60,163,
Sacatepéquez,Antigua Guatemala,Hombre,60,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,61,90,
Sacatepéquez,Antigua Guatemala,Hombre,61,2,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,62,171,
Sacatepéquez,Antigua Guatemala,Hombre,62,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,63,142,
Sacatepéquez,Antigua Guatemala,Hombre,63,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,64,122,
Sacatepéquez,Antigua Guatemala,Hombre,64,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,65,129,
Sacatepéquez,Antigua Guatemala,Hombre,65,2,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,66,120,
Sacatepéquez,Antigua Guatemala,Hombre,66,2,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,67,110,
Sacatepéquez,Antigua Guatemala,Hombre,67,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,68,123,
Sacatepéquez,Antigua Guatemala,Hombre,68,2,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,69,103,
Sacatepéquez,Antigua Guatemala,Hombre,69,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,70,127,
Sacatepéquez,Antigua Guatemala,Hombre,70,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,71,78,
Sacatepéquez,Antigua Guatemala,Hombre,72,96,
Sacatepéquez,Antigua Guatemala,Hombre,73,86,
Sacatepéquez,Antigua Guatemala,Hombre,74,72,
Sacatepéquez,Antigua Guatemala,Hombre,75,69,
Sacatepéquez,Antigua Guatemala,Hombre,75,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,76,74,
Sacatepéquez,Antigua Guatemala,Hombre,77,50,
Sacatepéquez,Antigua Guatemala,Hombre,77,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,78,69,
Sacatepéquez,Antigua Guatemala,Hombre,79,54,
Sacatepéquez,Antigua Guatemala,Hombre,80,61,
Sacatepéquez,Antigua Guatemala,Hombre,80,1,Aspirante
Sacatepéquez,Antigua Guatemala,Hombre,81,48,
Sacatepéquez,Antigua Guatemala,Hombre,82,53,
Sacatepéquez,Antigua Guatemala,Hombre,83,30,
Sacatepéquez,Antigua Guatemala,Hombre,84,36,
Sacatepéquez,Antigua Guatemala,Hombre,85,34,
Sacatepéquez,Antigua Guatemala,Hombre,86,27,
Sacatepéquez,Antigua Guatemala,Hombre,87,37,
Sacatepéquez,Antigua Guatemala,Hombre,88,31,
Sacatepéquez,Antigua Guatemala,Hombre,89,18,
Sacatepéquez,Antigua Guatemala,Hombre,90,16,
Sacatepéquez,Antigua Guatemala,Hombre,91,10,
Sacatepéquez,Antigua Guatemala,Hombre,92,15,
Sacatepéquez,Antigua Guatemala,Hombre,93,12,
Sacatepéquez,Antigua Guatemala,Hombre,94,4,
Sacatepéquez,Antigua Guatemala,Hombre,95,9,
Sacatepéquez,Antigua Guatemala,Hombre,96,2,
Sacatepéquez,Antigua Guatemala,Hombre,97,6,
Sacatepéquez,Antigua Guatemala,Hombre,98,3,
Sacatepéquez,Antigua Guatemala,Hombre,99,2,
Sacatepéquez,Antigua Guatemala,Hombre,103,1,
Sacatepéquez,Antigua Guatemala,Hombre,105,1,
Sacatepéquez,Antigua Guatemala,Mujer,0,273,
Sacatepéquez,Antigua Guatemala,Mujer,1,310,
Sacatepéquez,Antigua Guatemala,Mujer,2,363,
Sacatepéquez,Antigua Guatemala,Mujer,3,412,
Sacatepéquez,Antigua Guatemala,Mujer,4,387,
Sacatepéquez,Antigua Guatemala,Mujer,5,370,
Sacatepéquez,Antigua Guatemala,Mujer,6,380,
Sacatepéquez,Antigua Guatemala,Mujer,7,386,
Sacatepéquez,Antigua Guatemala,Mujer,8,359,
Sacatepéquez,Antigua Guatemala,Mujer,9,396,
Sacatepéquez,Antigua Guatemala,Mujer,10,383,
Sacatepéquez,Antigua Guatemala,Mujer,11,365,
Sacatepéquez,Antigua Guatemala,Mujer,12,410,
Sacatepéquez,Antigua Guatemala,Mujer,12,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,13,399,
Sacatepéquez,Antigua Guatemala,Mujer,13,1,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,14,396,
Sacatepéquez,Antigua Guatemala,Mujer,15,423,
Sacatepéquez,Antigua Guatemala,Mujer,15,1,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,16,429,
Sacatepéquez,Antigua Guatemala,Mujer,16,2,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,17,536,
Sacatepéquez,Antigua Guatemala,Mujer,17,1,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,18,510,
Sacatepéquez,Antigua Guatemala,Mujer,18,3,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,18,7,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,19,446,
Sacatepéquez,Antigua Guatemala,Mujer,19,9,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,19,7,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,20,503,
Sacatepéquez,Antigua Guatemala,Mujer,20,4,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,20,17,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,21,404,
Sacatepéquez,Antigua Guatemala,Mujer,21,6,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,21,8,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,22,495,
Sacatepéquez,Antigua Guatemala,Mujer,22,12,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,22,3,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,23,480,
Sacatepéquez,Antigua Guatemala,Mujer,23,10,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,23,5,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,24,410,
Sacatepéquez,Antigua Guatemala,Mujer,24,10,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,24,1,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,25,440,
Sacatepéquez,Antigua Guatemala,Mujer,25,5,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,26,392,
Sacatepéquez,Antigua Guatemala,Mujer,26,8,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,26,3,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,27,394,
Sacatepéquez,Antigua Guatemala,Mujer,27,6,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,28,417,
Sacatepéquez,Antigua Guatemala,Mujer,28,5,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,28,2,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,29,351,
Sacatepéquez,Antigua Guatemala,Mujer,29,5,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,30,418,
Sacatepéquez,Antigua Guatemala,Mujer,30,9,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,30,1,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,31,286,
Sacatepéquez,Antigua Guatemala,Mujer,31,2,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,32,339,
Sacatepéquez,Antigua Guatemala,Mujer,32,5,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,33,349,
Sacatepéquez,Antigua Guatemala,Mujer,33,5,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,33,1,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,34,312,
Sacatepéquez,Antigua Guatemala,Mujer,34,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,34,1,Cesante
Sacatepéquez,Antigua Guatemala,Mujer,35,358,
Sacatepéquez,Antigua Guatemala,Mujer,35,10,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,36,353,
Sacatepéquez,Antigua Guatemala,Mujer,36,4,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,37,318,
Sacatepéquez,Antigua Guatemala,Mujer,37,5,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,38,379,
Sacatepéquez,Antigua Guatemala,Mujer,38,2,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,39,279,
Sacatepéquez,Antigua Guatemala,Mujer,39,2,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,40,419,
Sacatepéquez,Antigua Guatemala,Mujer,40,2,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,41,229,
Sacatepéquez,Antigua Guatemala,Mujer,41,3,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,42,334,
Sacatepéquez,Antigua Guatemala,Mujer,42,2,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,43,252,
Sacatepéquez,Antigua Guatemala,Mujer,43,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,44,229,
Sacatepéquez,Antigua Guatemala,Mujer,44,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,45,258,
Sacatepéquez,Antigua Guatemala,Mujer,45,3,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,46,246,
Sacatepéquez,Antigua Guatemala,Mujer,46,5,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,47,240,
Sacatepéquez,Antigua Guatemala,Mujer,47,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,48,265,
Sacatepéquez,Antigua Guatemala,Mujer,48,4,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,49,212,
Sacatepéquez,Antigua Guatemala,Mujer,49,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,50,262,
Sacatepéquez,Antigua Guatemala,Mujer,50,3,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,51,186,
Sacatepéquez,Antigua Guatemala,Mujer,51,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,52,261,
Sacatepéquez,Antigua Guatemala,Mujer,53,228,
Sacatepéquez,Antigua Guatemala,Mujer,53,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,54,216,
Sacatepéquez,Antigua Guatemala,Mujer,54,2,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,55,224,
Sacatepéquez,Antigua Guatemala,Mujer,55,3,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,56,207,
Sacatepéquez,Antigua Guatemala,Mujer,57,187,
Sacatepéquez,Antigua Guatemala,Mujer,57,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,58,195,
Sacatepéquez,Antigua Guatemala,Mujer,58,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,59,160,
Sacatepéquez,Antigua Guatemala,Mujer,60,211,
Sacatepéquez,Antigua Guatemala,Mujer,60,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,61,123,
Sacatepéquez,Antigua Guatemala,Mujer,62,162,
Sacatepéquez,Antigua Guatemala,Mujer,63,168,
Sacatepéquez,Antigua Guatemala,Mujer,64,148,
Sacatepéquez,Antigua Guatemala,Mujer,65,169,
Sacatepéquez,Antigua Guatemala,Mujer,66,138,
Sacatepéquez,Antigua Guatemala,Mujer,67,147,
Sacatepéquez,Antigua Guatemala,Mujer,68,140,
Sacatepéquez,Antigua Guatemala,Mujer,69,128,
Sacatepéquez,Antigua Guatemala,Mujer,70,119,
Sacatepéquez,Antigua Guatemala,Mujer,71,83,
Sacatepéquez,Antigua Guatemala,Mujer,71,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,72,106,
Sacatepéquez,Antigua Guatemala,Mujer,73,86,
Sacatepéquez,Antigua Guatemala,Mujer,74,91,
Sacatepéquez,Antigua Guatemala,Mujer,74,1,Aspirante
Sacatepéquez,Antigua Guatemala,Mujer,75,90,
Sacatepéquez,Antigua Guatemala,Mujer,76,70,
Sacatepéquez,Antigua Guatemala,Mujer,77,55,
Sacatepéquez,Antigua Guatemala,Mujer,78,83,
Sacatepéquez,Antigua Guatemala,Mujer,79,70,
Sacatepéquez,Antigua Guatemala,Mujer,80,79,
Sacatepéquez,Antigua Guatemala,Mujer,81,50,
Sacatepéquez,Antigua Guatemala,Mujer,82,65,
Sacatepéquez,Antigua Guatemala,Mujer,83,45,
Sacatepéquez,Antigua Guatemala,Mujer,84,50,
Sacatepéquez,Antigua Guatemala,Mujer,85,48,
Sacatepéquez,Antigua Guatemala,Mujer,86,42,
Sacatepéquez,Antigua Guatemala,Mujer,87,42,
Sacatepéquez,Antigua Guatemala,Mujer,88,31,
Sacatepéquez,Antigua Guatemala,Mujer,89,29,
Sacatepéquez,Antigua Guatemala,Mujer,90,28,
Sacatepéquez,Antigua Guatemala,Mujer,91,26,
Sacatepéquez,Antigua Guatemala,Mujer,92,21,
Sacatepéquez,Antigua Guatemala,Mujer,93,22,
Sacatepéquez,Antigua Guatemala,Mujer,94,13,
Sacatepéquez,Antigua Guatemala,Mujer,95,6,
Sacatepéquez,Antigua Guatemala,Mujer,96,6,
Sacatepéquez,Antigua Guatemala,Mujer,97,2,
Sacatepéquez,Antigua Guatemala,Mujer,98,6,
Sacatepéquez,Antigua Guatemala,Mujer,99,3,
Sacatepéquez,Antigua Guatemala,Mujer,100,1,
Sacatepéquez,Antigua Guatemala,Mujer,101,1,
Sacatepéquez,Ciudad Vieja,Hombre,0,273,
Sacatepéquez,Ciudad Vieja,Hombre,1,342,
Sacatepéquez,Ciudad Vieja,Hombre,2,301,
Sacatepéquez,Ciudad Vieja,Hombre,3,349,
Sacatepéquez,Ciudad Vieja,Hombre,4,324,
Sacatepéquez,Ciudad Vieja,Hombre,5,347,
Sacatepéquez,Ciudad Vieja,Hombre,6,308,
Sacatepéquez,Ciudad Vieja,Hombre,7,303,
Sacatepéquez,Ciudad Vieja,Hombre,8,316,
Sacatepéquez,Ciudad Vieja,Hombre,8,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,9,329,
Sacatepéquez,Ciudad Vieja,Hombre,10,314,
Sacatepéquez,Ciudad Vieja,Hombre,11,316,
Sacatepéquez,Ciudad Vieja,Hombre,12,375,
Sacatepéquez,Ciudad Vieja,Hombre,12,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,13,375,
Sacatepéquez,Ciudad Vieja,Hombre,14,322,
Sacatepéquez,Ciudad Vieja,Hombre,14,1,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,14,2,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,15,316,
Sacatepéquez,Ciudad Vieja,Hombre,15,3,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,15,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,16,331,
Sacatepéquez,Ciudad Vieja,Hombre,16,2,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,16,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,17,394,
Sacatepéquez,Ciudad Vieja,Hombre,17,3,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,17,4,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,18,346,
Sacatepéquez,Ciudad Vieja,Hombre,18,7,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,18,4,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,19,288,
Sacatepéquez,Ciudad Vieja,Hombre,19,7,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,19,12,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,20,336,
Sacatepéquez,Ciudad Vieja,Hombre,20,18,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,20,4,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,21,274,
Sacatepéquez,Ciudad Vieja,Hombre,21,10,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,21,7,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,22,373,
Sacatepéquez,Ciudad Vieja,Hombre,22,7,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,22,3,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,23,351,
Sacatepéquez,Ciudad Vieja,Hombre,23,6,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,23,5,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,24,322,
Sacatepéquez,Ciudad Vieja,Hombre,24,6,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,24,3,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,25,331,
Sacatepéquez,Ciudad Vieja,Hombre,25,8,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,25,2,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,26,299,
Sacatepéquez,Ciudad Vieja,Hombre,26,7,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,26,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,27,284,
Sacatepéquez,Ciudad Vieja,Hombre,27,5,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,28,338,
Sacatepéquez,Ciudad Vieja,Hombre,28,5,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,29,272,
Sacatepéquez,Ciudad Vieja,Hombre,29,4,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,30,292,
Sacatepéquez,Ciudad Vieja,Hombre,30,3,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,30,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,31,200,
Sacatepéquez,Ciudad Vieja,Hombre,31,6,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,32,281,
Sacatepéquez,Ciudad Vieja,Hombre,32,5,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,32,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,33,254,
Sacatepéquez,Ciudad Vieja,Hombre,33,4,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,34,251,
Sacatepéquez,Ciudad Vieja,Hombre,34,4,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,35,258,
Sacatepéquez,Ciudad Vieja,Hombre,35,6,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,36,218,
Sacatepéquez,Ciudad Vieja,Hombre,36,4,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,37,224,
Sacatepéquez,Ciudad Vieja,Hombre,37,2,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,38,274,
Sacatepéquez,Ciudad Vieja,Hombre,38,3,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,39,215,
Sacatepéquez,Ciudad Vieja,Hombre,39,5,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,39,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,40,221,
Sacatepéquez,Ciudad Vieja,Hombre,40,1,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,41,150,
Sacatepéquez,Ciudad Vieja,Hombre,41,3,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,42,216,
Sacatepéquez,Ciudad Vieja,Hombre,42,2,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,43,189,
Sacatepéquez,Ciudad Vieja,Hombre,43,1,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,44,164,
Sacatepéquez,Ciudad Vieja,Hombre,44,1,Cesante
Sacatepéquez,Ciudad Vieja,Hombre,45,138,
Sacatepéquez,Ciudad Vieja,Hombre,45,1,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,46,135,
Sacatepéquez,Ciudad Vieja,Hombre,46,1,Aspirante
Sacatepéquez,Ciudad Vieja,Hombre,47,137,
