NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_B||Dificultad Oído
Chiquimula,Camotán,Hombre,29,324,"No, sin dificultad"
Chiquimula,Camotán,Hombre,29,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,30,2,No declarado
Chiquimula,Camotán,Hombre,30,1,No puede
Chiquimula,Camotán,Hombre,30,378,"No, sin dificultad"
Chiquimula,Camotán,Hombre,30,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,31,258,"No, sin dificultad"
Chiquimula,Camotán,Hombre,31,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,32,348,"No, sin dificultad"
Chiquimula,Camotán,Hombre,32,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,32,4,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,33,2,No declarado
Chiquimula,Camotán,Hombre,33,321,"No, sin dificultad"
Chiquimula,Camotán,Hombre,33,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,33,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,34,4,No declarado
Chiquimula,Camotán,Hombre,34,1,No puede
Chiquimula,Camotán,Hombre,34,266,"No, sin dificultad"
Chiquimula,Camotán,Hombre,34,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,35,1,No declarado
Chiquimula,Camotán,Hombre,35,289,"No, sin dificultad"
Chiquimula,Camotán,Hombre,35,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,36,2,No declarado
Chiquimula,Camotán,Hombre,36,1,No puede
Chiquimula,Camotán,Hombre,36,276,"No, sin dificultad"
Chiquimula,Camotán,Hombre,36,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,36,3,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,37,1,No declarado
Chiquimula,Camotán,Hombre,37,281,"No, sin dificultad"
Chiquimula,Camotán,Hombre,37,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,38,3,No declarado
Chiquimula,Camotán,Hombre,38,279,"No, sin dificultad"
Chiquimula,Camotán,Hombre,38,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,39,3,No declarado
Chiquimula,Camotán,Hombre,39,236,"No, sin dificultad"
Chiquimula,Camotán,Hombre,39,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,40,3,No declarado
Chiquimula,Camotán,Hombre,40,266,"No, sin dificultad"
Chiquimula,Camotán,Hombre,40,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,41,1,No declarado
Chiquimula,Camotán,Hombre,41,201,"No, sin dificultad"
Chiquimula,Camotán,Hombre,41,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,42,1,No declarado
Chiquimula,Camotán,Hombre,42,229,"No, sin dificultad"
Chiquimula,Camotán,Hombre,42,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,43,2,No declarado
Chiquimula,Camotán,Hombre,43,208,"No, sin dificultad"
Chiquimula,Camotán,Hombre,43,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,44,199,"No, sin dificultad"
Chiquimula,Camotán,Hombre,44,7,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,45,1,No declarado
Chiquimula,Camotán,Hombre,45,195,"No, sin dificultad"
Chiquimula,Camotán,Hombre,45,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,45,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,46,177,"No, sin dificultad"
Chiquimula,Camotán,Hombre,46,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,47,2,No declarado
Chiquimula,Camotán,Hombre,47,168,"No, sin dificultad"
Chiquimula,Camotán,Hombre,47,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,48,1,No declarado
Chiquimula,Camotán,Hombre,48,138,"No, sin dificultad"
Chiquimula,Camotán,Hombre,48,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,49,3,No puede
Chiquimula,Camotán,Hombre,49,143,"No, sin dificultad"
Chiquimula,Camotán,Hombre,49,5,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,50,146,"No, sin dificultad"
Chiquimula,Camotán,Hombre,50,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,50,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,51,121,"No, sin dificultad"
Chiquimula,Camotán,Hombre,51,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,52,1,No declarado
Chiquimula,Camotán,Hombre,52,138,"No, sin dificultad"
Chiquimula,Camotán,Hombre,52,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,53,136,"No, sin dificultad"
Chiquimula,Camotán,Hombre,53,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,54,124,"No, sin dificultad"
Chiquimula,Camotán,Hombre,54,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,54,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,55,92,"No, sin dificultad"
Chiquimula,Camotán,Hombre,55,8,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,55,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,56,115,"No, sin dificultad"
Chiquimula,Camotán,Hombre,56,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,57,1,No declarado
Chiquimula,Camotán,Hombre,57,115,"No, sin dificultad"
Chiquimula,Camotán,Hombre,57,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,58,139,"No, sin dificultad"
Chiquimula,Camotán,Hombre,58,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,59,119,"No, sin dificultad"
Chiquimula,Camotán,Hombre,59,7,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,59,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,60,1,No puede
Chiquimula,Camotán,Hombre,60,131,"No, sin dificultad"
Chiquimula,Camotán,Hombre,60,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,60,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,61,79,"No, sin dificultad"
Chiquimula,Camotán,Hombre,61,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,61,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,62,1,No puede
Chiquimula,Camotán,Hombre,62,75,"No, sin dificultad"
Chiquimula,Camotán,Hombre,62,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,62,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,63,85,"No, sin dificultad"
Chiquimula,Camotán,Hombre,63,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,63,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,64,1,No declarado
Chiquimula,Camotán,Hombre,64,83,"No, sin dificultad"
Chiquimula,Camotán,Hombre,64,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,64,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,65,92,"No, sin dificultad"
Chiquimula,Camotán,Hombre,65,10,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,65,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,66,1,No declarado
Chiquimula,Camotán,Hombre,66,73,"No, sin dificultad"
Chiquimula,Camotán,Hombre,66,9,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,67,62,"No, sin dificultad"
Chiquimula,Camotán,Hombre,67,8,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,68,74,"No, sin dificultad"
Chiquimula,Camotán,Hombre,68,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,68,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,69,71,"No, sin dificultad"
Chiquimula,Camotán,Hombre,69,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,69,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,70,69,"No, sin dificultad"
Chiquimula,Camotán,Hombre,70,8,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,71,1,No puede
Chiquimula,Camotán,Hombre,71,56,"No, sin dificultad"
Chiquimula,Camotán,Hombre,71,13,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,71,5,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,72,47,"No, sin dificultad"
Chiquimula,Camotán,Hombre,72,11,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,72,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,73,47,"No, sin dificultad"
Chiquimula,Camotán,Hombre,73,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,73,4,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,74,1,No puede
Chiquimula,Camotán,Hombre,74,30,"No, sin dificultad"
Chiquimula,Camotán,Hombre,74,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,75,39,"No, sin dificultad"
Chiquimula,Camotán,Hombre,75,8,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,75,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,76,1,No puede
Chiquimula,Camotán,Hombre,76,28,"No, sin dificultad"
Chiquimula,Camotán,Hombre,76,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,76,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,77,1,No declarado
Chiquimula,Camotán,Hombre,77,1,No puede
Chiquimula,Camotán,Hombre,77,28,"No, sin dificultad"
Chiquimula,Camotán,Hombre,77,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,78,32,"No, sin dificultad"
Chiquimula,Camotán,Hombre,78,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,78,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,79,1,No declarado
Chiquimula,Camotán,Hombre,79,18,"No, sin dificultad"
Chiquimula,Camotán,Hombre,79,5,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,79,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,80,25,"No, sin dificultad"
Chiquimula,Camotán,Hombre,80,9,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,80,3,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,81,13,"No, sin dificultad"
Chiquimula,Camotán,Hombre,81,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,81,3,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,82,15,"No, sin dificultad"
Chiquimula,Camotán,Hombre,82,7,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,82,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,83,14,"No, sin dificultad"
Chiquimula,Camotán,Hombre,83,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,84,11,"No, sin dificultad"
Chiquimula,Camotán,Hombre,84,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,84,3,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,85,7,"No, sin dificultad"
Chiquimula,Camotán,Hombre,85,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,85,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,86,6,"No, sin dificultad"
Chiquimula,Camotán,Hombre,86,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,86,3,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,87,13,"No, sin dificultad"
Chiquimula,Camotán,Hombre,87,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,88,9,"No, sin dificultad"
Chiquimula,Camotán,Hombre,88,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,88,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,89,6,"No, sin dificultad"
Chiquimula,Camotán,Hombre,89,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,89,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,90,5,"No, sin dificultad"
Chiquimula,Camotán,Hombre,90,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,91,1,"No, sin dificultad"
Chiquimula,Camotán,Hombre,91,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,91,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,92,2,"No, sin dificultad"
Chiquimula,Camotán,Hombre,94,3,"No, sin dificultad"
Chiquimula,Camotán,Hombre,95,1,No puede
Chiquimula,Camotán,Hombre,95,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,97,3,"No, sin dificultad"
Chiquimula,Camotán,Hombre,98,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Hombre,100,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Hombre,106,1,"No, sin dificultad"
Chiquimula,Camotán,Hombre,108,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,0,838,
Chiquimula,Camotán,Mujer,1,789,
Chiquimula,Camotán,Mujer,2,861,
Chiquimula,Camotán,Mujer,3,807,
Chiquimula,Camotán,Mujer,4,30,No declarado
Chiquimula,Camotán,Mujer,4,803,"No, sin dificultad"
Chiquimula,Camotán,Mujer,4,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,5,10,No declarado
Chiquimula,Camotán,Mujer,5,1,No puede
Chiquimula,Camotán,Mujer,5,758,"No, sin dificultad"
Chiquimula,Camotán,Mujer,6,11,No declarado
Chiquimula,Camotán,Mujer,6,2,No puede
Chiquimula,Camotán,Mujer,6,776,"No, sin dificultad"
Chiquimula,Camotán,Mujer,6,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,7,7,No declarado
Chiquimula,Camotán,Mujer,7,760,"No, sin dificultad"
Chiquimula,Camotán,Mujer,7,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,7,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,8,1,No declarado
Chiquimula,Camotán,Mujer,8,1,No puede
Chiquimula,Camotán,Mujer,8,693,"No, sin dificultad"
Chiquimula,Camotán,Mujer,8,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,9,2,No declarado
Chiquimula,Camotán,Mujer,9,701,"No, sin dificultad"
Chiquimula,Camotán,Mujer,9,5,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,9,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,10,10,No declarado
Chiquimula,Camotán,Mujer,10,1,No puede
Chiquimula,Camotán,Mujer,10,709,"No, sin dificultad"
Chiquimula,Camotán,Mujer,10,5,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,10,5,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,11,8,No declarado
Chiquimula,Camotán,Mujer,11,730,"No, sin dificultad"
Chiquimula,Camotán,Mujer,11,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,11,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,12,5,No declarado
Chiquimula,Camotán,Mujer,12,700,"No, sin dificultad"
Chiquimula,Camotán,Mujer,12,5,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,12,3,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,13,3,No declarado
Chiquimula,Camotán,Mujer,13,710,"No, sin dificultad"
Chiquimula,Camotán,Mujer,13,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,13,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,14,4,No declarado
Chiquimula,Camotán,Mujer,14,664,"No, sin dificultad"
Chiquimula,Camotán,Mujer,14,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,14,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,15,11,No declarado
Chiquimula,Camotán,Mujer,15,2,No puede
Chiquimula,Camotán,Mujer,15,756,"No, sin dificultad"
Chiquimula,Camotán,Mujer,15,6,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,16,5,No declarado
Chiquimula,Camotán,Mujer,16,1,No puede
Chiquimula,Camotán,Mujer,16,714,"No, sin dificultad"
Chiquimula,Camotán,Mujer,16,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,17,7,No declarado
Chiquimula,Camotán,Mujer,17,3,No puede
Chiquimula,Camotán,Mujer,17,730,"No, sin dificultad"
Chiquimula,Camotán,Mujer,17,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,17,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,18,5,No declarado
Chiquimula,Camotán,Mujer,18,1,No puede
Chiquimula,Camotán,Mujer,18,719,"No, sin dificultad"
Chiquimula,Camotán,Mujer,18,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,18,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,19,2,No declarado
Chiquimula,Camotán,Mujer,19,631,"No, sin dificultad"
Chiquimula,Camotán,Mujer,19,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,19,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,20,6,No declarado
Chiquimula,Camotán,Mujer,20,601,"No, sin dificultad"
Chiquimula,Camotán,Mujer,20,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,20,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,21,5,No declarado
Chiquimula,Camotán,Mujer,21,1,No puede
Chiquimula,Camotán,Mujer,21,519,"No, sin dificultad"
Chiquimula,Camotán,Mujer,21,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,22,2,No declarado
Chiquimula,Camotán,Mujer,22,2,No puede
Chiquimula,Camotán,Mujer,22,511,"No, sin dificultad"
Chiquimula,Camotán,Mujer,22,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,22,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,23,3,No puede
Chiquimula,Camotán,Mujer,23,523,"No, sin dificultad"
Chiquimula,Camotán,Mujer,23,3,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,24,4,No declarado
Chiquimula,Camotán,Mujer,24,503,"No, sin dificultad"
Chiquimula,Camotán,Mujer,24,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,24,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,25,1,No declarado
Chiquimula,Camotán,Mujer,25,2,No puede
Chiquimula,Camotán,Mujer,25,476,"No, sin dificultad"
Chiquimula,Camotán,Mujer,25,1,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,25,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,26,432,"No, sin dificultad"
Chiquimula,Camotán,Mujer,26,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,26,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,27,3,No declarado
Chiquimula,Camotán,Mujer,27,400,"No, sin dificultad"
Chiquimula,Camotán,Mujer,27,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,28,2,No declarado
Chiquimula,Camotán,Mujer,28,1,No puede
Chiquimula,Camotán,Mujer,28,417,"No, sin dificultad"
Chiquimula,Camotán,Mujer,29,1,No declarado
Chiquimula,Camotán,Mujer,29,393,"No, sin dificultad"
Chiquimula,Camotán,Mujer,29,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,29,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,30,4,No declarado
Chiquimula,Camotán,Mujer,30,1,No puede
Chiquimula,Camotán,Mujer,30,386,"No, sin dificultad"
Chiquimula,Camotán,Mujer,30,4,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,30,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,31,1,No declarado
Chiquimula,Camotán,Mujer,31,1,No puede
Chiquimula,Camotán,Mujer,31,307,"No, sin dificultad"
Chiquimula,Camotán,Mujer,31,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,31,1,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,32,2,No declarado
Chiquimula,Camotán,Mujer,32,378,"No, sin dificultad"
Chiquimula,Camotán,Mujer,32,2,"Sí, con algo de dificultad"
Chiquimula,Camotán,Mujer,32,2,"Sí, con mucha dificultad"
Chiquimula,Camotán,Mujer,33,1,No declarado
Chiquimula,Camotán,Mujer,33,347,"No, sin dificultad"
