NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,AREA
San Marcos,Ayutla,Hombre,0,136,Rural
San Marcos,Ayutla,Hombre,0,299,Urbano
San Marcos,Ayutla,Hombre,1,175,Rural
San Marcos,Ayutla,Hombre,1,278,Urbano
San Marcos,Ayutla,Hombre,2,162,Rural
San Marcos,Ayutla,Hombre,2,272,Urbano
San Marcos,Ayutla,Hombre,3,170,Rural
San Marcos,Ayutla,Hombre,3,306,Urbano
San Marcos,Ayutla,Hombre,4,130,Rural
San Marcos,Ayutla,Hombre,4,254,Urbano
San Marcos,Ayutla,Hombre,5,171,Rural
San Marcos,Ayutla,Hombre,5,281,Urbano
San Marcos,Ayutla,Hombre,6,180,Rural
San Marcos,Ayutla,Hombre,6,303,Urbano
San Marcos,Ayutla,Hombre,7,158,Rural
San Marcos,Ayutla,Hombre,7,292,Urbano
San Marcos,Ayutla,Hombre,8,162,Rural
San Marcos,Ayutla,Hombre,8,278,Urbano
San Marcos,Ayutla,Hombre,9,136,Rural
San Marcos,Ayutla,Hombre,9,252,Urbano
San Marcos,Ayutla,Hombre,10,138,Rural
San Marcos,Ayutla,Hombre,10,252,Urbano
San Marcos,Ayutla,Hombre,11,125,Rural
San Marcos,Ayutla,Hombre,11,226,Urbano
San Marcos,Ayutla,Hombre,12,126,Rural
San Marcos,Ayutla,Hombre,12,267,Urbano
San Marcos,Ayutla,Hombre,13,138,Rural
San Marcos,Ayutla,Hombre,13,221,Urbano
San Marcos,Ayutla,Hombre,14,142,Rural
San Marcos,Ayutla,Hombre,14,239,Urbano
San Marcos,Ayutla,Hombre,15,157,Rural
San Marcos,Ayutla,Hombre,15,223,Urbano
San Marcos,Ayutla,Hombre,16,152,Rural
San Marcos,Ayutla,Hombre,16,247,Urbano
San Marcos,Ayutla,Hombre,17,176,Rural
San Marcos,Ayutla,Hombre,17,280,Urbano
San Marcos,Ayutla,Hombre,18,158,Rural
San Marcos,Ayutla,Hombre,18,323,Urbano
San Marcos,Ayutla,Hombre,19,117,Rural
San Marcos,Ayutla,Hombre,19,232,Urbano
San Marcos,Ayutla,Hombre,20,158,Rural
San Marcos,Ayutla,Hombre,20,220,Urbano
San Marcos,Ayutla,Hombre,21,131,Rural
San Marcos,Ayutla,Hombre,21,232,Urbano
