NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCP16_A||Dificultad Vista,Recuento de PCP1
Chiquimula,Camotán,Hombre,0,,773
Chiquimula,Camotán,Hombre,1,,886
Chiquimula,Camotán,Hombre,2,,1006
Chiquimula,Camotán,Hombre,3,,799
Chiquimula,Camotán,Hombre,4,No declarado,27
Chiquimula,Camotán,Hombre,4,"No, sin dificultad",800
Chiquimula,Camotán,Hombre,4,"Sí, con algo de dificultad",2
Chiquimula,Camotán,Hombre,4,"Sí, con mucha dificultad",3
Chiquimula,Camotán,Hombre,5,No declarado,10
Chiquimula,Camotán,Hombre,5,"No, sin dificultad",841
Chiquimula,Camotán,Hombre,5,"Sí, con algo de dificultad",3
Chiquimula,Camotán,Hombre,6,No declarado,6
Chiquimula,Camotán,Hombre,6,"No, sin dificultad",716
Chiquimula,Camotán,Hombre,6,"Sí, con algo de dificultad",1
Chiquimula,Camotán,Hombre,6,"Sí, con mucha dificultad",1
Chiquimula,Camotán,Hombre,7,No declarado,6
Chiquimula,Camotán,Hombre,7,"No, sin dificultad",784
Chiquimula,Camotán,Hombre,7,"Sí, con algo de dificultad",2
Chiquimula,Camotán,Hombre,7,"Sí, con mucha dificultad",2
Chiquimula,Camotán,Hombre,8,No declarado,4
Chiquimula,Camotán,Hombre,8,"No, sin dificultad",718
Chiquimula,Camotán,Hombre,8,"Sí, con algo de dificultad",3
Chiquimula,Camotán,Hombre,8,"Sí, con mucha dificultad",3
Chiquimula,Camotán,Hombre,9,No declarado,9
Chiquimula,Camotán,Hombre,9,"No, sin dificultad",758
Chiquimula,Camotán,Hombre,9,"Sí, con algo de dificultad",7
Chiquimula,Camotán,Hombre,9,"Sí, con mucha dificultad",3
Chiquimula,Camotán,Hombre,10,No declarado,8
Chiquimula,Camotán,Hombre,10,"No, sin dificultad",800
Chiquimula,Camotán,Hombre,10,"Sí, con algo de dificultad",5
Chiquimula,Camotán,Hombre,10,"Sí, con mucha dificultad",1
Chiquimula,Camotán,Hombre,11,No declarado,3
Chiquimula,Camotán,Hombre,11,"No, sin dificultad",734
Chiquimula,Camotán,Hombre,11,"Sí, con algo de dificultad",4
Chiquimula,Camotán,Hombre,11,"Sí, con mucha dificultad",3
Chiquimula,Camotán,Hombre,12,No declarado,7
Chiquimula,Camotán,Hombre,12,"No, sin dificultad",712
Chiquimula,Camotán,Hombre,12,"Sí, con algo de dificultad",11
Chiquimula,Camotán,Hombre,12,"Sí, con mucha dificultad",2
Chiquimula,Camotán,Hombre,13,No declarado,4
Chiquimula,Camotán,Hombre,13,"No, sin dificultad",751
Chiquimula,Camotán,Hombre,13,"Sí, con algo de dificultad",9
Chiquimula,Camotán,Hombre,13,"Sí, con mucha dificultad",4
Chiquimula,Camotán,Hombre,14,No declarado,7
Chiquimula,Camotán,Hombre,14,"No, sin dificultad",694
Chiquimula,Camotán,Hombre,14,"Sí, con algo de dificultad",5
Chiquimula,Camotán,Hombre,14,"Sí, con mucha dificultad",4
Chiquimula,Camotán,Hombre,15,No declarado,8
Chiquimula,Camotán,Hombre,15,"No, sin dificultad",732
Chiquimula,Camotán,Hombre,15,"Sí, con algo de dificultad",7
Chiquimula,Camotán,Hombre,15,"Sí, con mucha dificultad",3
Chiquimula,Camotán,Hombre,16,No declarado,6
Chiquimula,Camotán,Hombre,16,"No, sin dificultad",671
Chiquimula,Camotán,Hombre,16,"Sí, con algo de dificultad",6
Chiquimula,Camotán,Hombre,17,No declarado,5
Chiquimula,Camotán,Hombre,17,No puede,1
Chiquimula,Camotán,Hombre,17,"No, sin dificultad",705
Chiquimula,Camotán,Hombre,17,"Sí, con algo de dificultad",6
Chiquimula,Camotán,Hombre,17,"Sí, con mucha dificultad",5
Chiquimula,Camotán,Hombre,18,No declarado,8
Chiquimula,Camotán,Hombre,18,"No, sin dificultad",697
Chiquimula,Camotán,Hombre,18,"Sí, con algo de dificultad",6
Chiquimula,Camotán,Hombre,18,"Sí, con mucha dificultad",2
Chiquimula,Camotán,Hombre,19,No declarado,3
Chiquimula,Camotán,Hombre,19,"No, sin dificultad",584
Chiquimula,Camotán,Hombre,19,"Sí, con algo de dificultad",9
Chiquimula,Camotán,Hombre,19,"Sí, con mucha dificultad",1
Chiquimula,Camotán,Hombre,20,No declarado,3
Chiquimula,Camotán,Hombre,20,"No, sin dificultad",569
Chiquimula,Camotán,Hombre,20,"Sí, con algo de dificultad",10
Chiquimula,Camotán,Hombre,21,No declarado,7
Chiquimula,Camotán,Hombre,21,No puede,1
Chiquimula,Camotán,Hombre,21,"No, sin dificultad",515
Chiquimula,Camotán,Hombre,21,"Sí, con algo de dificultad",8
Chiquimula,Camotán,Hombre,21,"Sí, con mucha dificultad",1
Chiquimula,Camotán,Hombre,22,No declarado,7
Chiquimula,Camotán,Hombre,22,No puede,1
Chiquimula,Camotán,Hombre,22,"No, sin dificultad",532
Chiquimula,Camotán,Hombre,22,"Sí, con algo de dificultad",2
Chiquimula,Camotán,Hombre,23,No declarado,5
Chiquimula,Camotán,Hombre,23,"No, sin dificultad",521
Chiquimula,Camotán,Hombre,23,"Sí, con algo de dificultad",3
Chiquimula,Camotán,Hombre,23,"Sí, con mucha dificultad",3
Chiquimula,Camotán,Hombre,24,No declarado,1
Chiquimula,Camotán,Hombre,24,"No, sin dificultad",464
Chiquimula,Camotán,Hombre,24,"Sí, con algo de dificultad",9
Chiquimula,Camotán,Hombre,24,"Sí, con mucha dificultad",2
Chiquimula,Camotán,Hombre,25,No declarado,3
Chiquimula,Camotán,Hombre,25,"No, sin dificultad",440
Chiquimula,Camotán,Hombre,25,"Sí, con algo de dificultad",11
Chiquimula,Camotán,Hombre,25,"Sí, con mucha dificultad",1
Chiquimula,Camotán,Hombre,26,No declarado,4
Chiquimula,Camotán,Hombre,26,No puede,1
Chiquimula,Camotán,Hombre,26,"No, sin dificultad",369
Chiquimula,Camotán,Hombre,26,"Sí, con algo de dificultad",7
Chiquimula,Camotán,Hombre,26,"Sí, con mucha dificultad",1
Chiquimula,Camotán,Hombre,27,No declarado,2
Chiquimula,Camotán,Hombre,27,"No, sin dificultad",366
Chiquimula,Camotán,Hombre,27,"Sí, con algo de dificultad",2
Chiquimula,Camotán,Hombre,27,"Sí, con mucha dificultad",1
Chiquimula,Camotán,Hombre,28,No declarado,2
Chiquimula,Camotán,Hombre,28,"No, sin dificultad",367
Chiquimula,Camotán,Hombre,28,"Sí, con algo de dificultad",6
Chiquimula,Camotán,Hombre,29,No declarado,1
Chiquimula,Camotán,Hombre,29,"No, sin dificultad",318
Chiquimula,Camotán,Hombre,29,"Sí, con algo de dificultad",5
Chiquimula,Camotán,Hombre,29,"Sí, con mucha dificultad",3
Chiquimula,Camotán,Hombre,30,No declarado,3
Chiquimula,Camotán,Hombre,30,"No, sin dificultad",371
Chiquimula,Camotán,Hombre,30,"Sí, con algo de dificultad",9
Chiquimula,Camotán,Hombre,30,"Sí, con mucha dificultad",1
Chiquimula,Camotán,Hombre,31,"No, sin dificultad",254
