NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP12||Autoidentificación
El Progreso,Sansare,Hombre,80,24,Ladina (o)
El Progreso,Sansare,Hombre,81,15,Ladina (o)
El Progreso,Sansare,Hombre,82,11,Ladina (o)
El Progreso,Sansare,Hombre,83,28,Ladina (o)
El Progreso,Sansare,Hombre,84,14,Ladina (o)
El Progreso,Sansare,Hombre,85,13,Ladina (o)
El Progreso,Sansare,Hombre,86,10,Ladina (o)
El Progreso,Sansare,Hombre,87,11,Ladina (o)
El Progreso,Sansare,Hombre,88,7,Ladina (o)
El Progreso,Sansare,Hombre,89,5,Ladina (o)
El Progreso,Sansare,Hombre,90,4,Ladina (o)
El Progreso,Sansare,Hombre,91,3,Ladina (o)
El Progreso,Sansare,Hombre,92,3,Ladina (o)
El Progreso,Sansare,Hombre,93,3,Ladina (o)
El Progreso,Sansare,Hombre,94,1,Ladina (o)
El Progreso,Sansare,Hombre,95,1,Ladina (o)
El Progreso,Sansare,Hombre,96,1,Ladina (o)
El Progreso,Sansare,Mujer,0,84,Ladina (o)
El Progreso,Sansare,Mujer,0,2,Maya
El Progreso,Sansare,Mujer,0,1,Xinka
El Progreso,Sansare,Mujer,1,1,Extranjera (o)
El Progreso,Sansare,Mujer,1,117,Ladina (o)
El Progreso,Sansare,Mujer,1,1,Maya
El Progreso,Sansare,Mujer,2,123,Ladina (o)
El Progreso,Sansare,Mujer,2,5,Maya
El Progreso,Sansare,Mujer,3,1,Afrodescendiente/Creole/Afromestizo
El Progreso,Sansare,Mujer,3,1,Extranjera (o)
El Progreso,Sansare,Mujer,3,124,Ladina (o)
El Progreso,Sansare,Mujer,3,3,Maya
El Progreso,Sansare,Mujer,4,143,Ladina (o)
El Progreso,Sansare,Mujer,4,1,Maya
El Progreso,Sansare,Mujer,4,1,Xinka
El Progreso,Sansare,Mujer,5,1,Afrodescendiente/Creole/Afromestizo
El Progreso,Sansare,Mujer,5,153,Ladina (o)
El Progreso,Sansare,Mujer,5,1,Xinka
El Progreso,Sansare,Mujer,6,133,Ladina (o)
El Progreso,Sansare,Mujer,6,2,Maya
El Progreso,Sansare,Mujer,7,134,Ladina (o)
El Progreso,Sansare,Mujer,8,99,Ladina (o)
El Progreso,Sansare,Mujer,8,2,Maya
El Progreso,Sansare,Mujer,9,110,Ladina (o)
El Progreso,Sansare,Mujer,10,144,Ladina (o)
El Progreso,Sansare,Mujer,10,3,Maya
El Progreso,Sansare,Mujer,11,116,Ladina (o)
El Progreso,Sansare,Mujer,11,2,Maya
El Progreso,Sansare,Mujer,11,1,Xinka
El Progreso,Sansare,Mujer,12,130,Ladina (o)
El Progreso,Sansare,Mujer,12,1,Maya
El Progreso,Sansare,Mujer,13,109,Ladina (o)
El Progreso,Sansare,Mujer,13,1,Maya
El Progreso,Sansare,Mujer,14,127,Ladina (o)
El Progreso,Sansare,Mujer,15,108,Ladina (o)
El Progreso,Sansare,Mujer,15,3,Maya
El Progreso,Sansare,Mujer,15,1,Xinka
El Progreso,Sansare,Mujer,16,111,Ladina (o)
El Progreso,Sansare,Mujer,16,5,Maya
El Progreso,Sansare,Mujer,17,126,Ladina (o)
El Progreso,Sansare,Mujer,17,1,Maya
El Progreso,Sansare,Mujer,18,138,Ladina (o)
El Progreso,Sansare,Mujer,18,3,Maya
El Progreso,Sansare,Mujer,19,136,Ladina (o)
El Progreso,Sansare,Mujer,20,113,Ladina (o)
El Progreso,Sansare,Mujer,20,1,Maya
El Progreso,Sansare,Mujer,21,1,Extranjera (o)
El Progreso,Sansare,Mujer,21,115,Ladina (o)
El Progreso,Sansare,Mujer,21,2,Maya
El Progreso,Sansare,Mujer,22,1,Extranjera (o)
El Progreso,Sansare,Mujer,22,156,Ladina (o)
El Progreso,Sansare,Mujer,22,2,Maya
El Progreso,Sansare,Mujer,23,1,Extranjera (o)
El Progreso,Sansare,Mujer,23,148,Ladina (o)
El Progreso,Sansare,Mujer,23,2,Maya
El Progreso,Sansare,Mujer,24,120,Ladina (o)
El Progreso,Sansare,Mujer,24,3,Maya
El Progreso,Sansare,Mujer,25,1,Extranjera (o)
El Progreso,Sansare,Mujer,25,101,Ladina (o)
El Progreso,Sansare,Mujer,25,2,Maya
El Progreso,Sansare,Mujer,26,115,Ladina (o)
El Progreso,Sansare,Mujer,26,1,Maya
El Progreso,Sansare,Mujer,27,1,Extranjera (o)
El Progreso,Sansare,Mujer,27,1,Garífuna
El Progreso,Sansare,Mujer,27,123,Ladina (o)
El Progreso,Sansare,Mujer,27,1,Xinka
El Progreso,Sansare,Mujer,28,1,Extranjera (o)
El Progreso,Sansare,Mujer,28,110,Ladina (o)
El Progreso,Sansare,Mujer,28,3,Maya
El Progreso,Sansare,Mujer,29,93,Ladina (o)
El Progreso,Sansare,Mujer,29,1,Maya
El Progreso,Sansare,Mujer,29,2,Xinka
El Progreso,Sansare,Mujer,30,102,Ladina (o)
El Progreso,Sansare,Mujer,30,2,Maya
El Progreso,Sansare,Mujer,31,78,Ladina (o)
El Progreso,Sansare,Mujer,31,1,Maya
El Progreso,Sansare,Mujer,32,107,Ladina (o)
El Progreso,Sansare,Mujer,33,75,Ladina (o)
El Progreso,Sansare,Mujer,33,1,Maya
El Progreso,Sansare,Mujer,34,89,Ladina (o)
El Progreso,Sansare,Mujer,34,1,Xinka
El Progreso,Sansare,Mujer,35,83,Ladina (o)
El Progreso,Sansare,Mujer,35,2,Maya
El Progreso,Sansare,Mujer,35,1,Xinka
El Progreso,Sansare,Mujer,36,84,Ladina (o)
El Progreso,Sansare,Mujer,36,1,Maya
El Progreso,Sansare,Mujer,37,89,Ladina (o)
El Progreso,Sansare,Mujer,37,1,Maya
El Progreso,Sansare,Mujer,38,1,Afrodescendiente/Creole/Afromestizo
El Progreso,Sansare,Mujer,38,92,Ladina (o)
El Progreso,Sansare,Mujer,39,82,Ladina (o)
El Progreso,Sansare,Mujer,40,92,Ladina (o)
El Progreso,Sansare,Mujer,41,85,Ladina (o)
El Progreso,Sansare,Mujer,42,1,Garífuna
El Progreso,Sansare,Mujer,42,66,Ladina (o)
El Progreso,Sansare,Mujer,43,75,Ladina (o)
El Progreso,Sansare,Mujer,43,1,Maya
El Progreso,Sansare,Mujer,44,60,Ladina (o)
El Progreso,Sansare,Mujer,45,80,Ladina (o)
El Progreso,Sansare,Mujer,45,1,Maya
El Progreso,Sansare,Mujer,46,76,Ladina (o)
El Progreso,Sansare,Mujer,47,44,Ladina (o)
El Progreso,Sansare,Mujer,48,76,Ladina (o)
El Progreso,Sansare,Mujer,49,71,Ladina (o)
El Progreso,Sansare,Mujer,50,71,Ladina (o)
El Progreso,Sansare,Mujer,50,1,Maya
El Progreso,Sansare,Mujer,51,55,Ladina (o)
El Progreso,Sansare,Mujer,52,68,Ladina (o)
El Progreso,Sansare,Mujer,53,44,Ladina (o)
El Progreso,Sansare,Mujer,54,73,Ladina (o)
El Progreso,Sansare,Mujer,54,1,Xinka
El Progreso,Sansare,Mujer,55,44,Ladina (o)
El Progreso,Sansare,Mujer,56,54,Ladina (o)
El Progreso,Sansare,Mujer,57,53,Ladina (o)
El Progreso,Sansare,Mujer,58,57,Ladina (o)
El Progreso,Sansare,Mujer,58,1,Maya
El Progreso,Sansare,Mujer,59,46,Ladina (o)
El Progreso,Sansare,Mujer,60,43,Ladina (o)
El Progreso,Sansare,Mujer,61,30,Ladina (o)
El Progreso,Sansare,Mujer,62,1,Garífuna
El Progreso,Sansare,Mujer,62,39,Ladina (o)
El Progreso,Sansare,Mujer,63,28,Ladina (o)
El Progreso,Sansare,Mujer,64,1,Garífuna
El Progreso,Sansare,Mujer,64,42,Ladina (o)
El Progreso,Sansare,Mujer,64,1,Xinka
El Progreso,Sansare,Mujer,65,53,Ladina (o)
El Progreso,Sansare,Mujer,66,36,Ladina (o)
El Progreso,Sansare,Mujer,66,1,Maya
El Progreso,Sansare,Mujer,67,43,Ladina (o)
El Progreso,Sansare,Mujer,67,1,Maya
El Progreso,Sansare,Mujer,68,40,Ladina (o)
El Progreso,Sansare,Mujer,69,24,Ladina (o)
El Progreso,Sansare,Mujer,70,27,Ladina (o)
El Progreso,Sansare,Mujer,71,25,Ladina (o)
El Progreso,Sansare,Mujer,72,32,Ladina (o)
El Progreso,Sansare,Mujer,72,1,Maya
El Progreso,Sansare,Mujer,73,25,Ladina (o)
El Progreso,Sansare,Mujer,73,1,Maya
El Progreso,Sansare,Mujer,74,25,Ladina (o)
El Progreso,Sansare,Mujer,75,25,Ladina (o)
El Progreso,Sansare,Mujer,76,19,Ladina (o)
El Progreso,Sansare,Mujer,77,27,Ladina (o)
El Progreso,Sansare,Mujer,78,20,Ladina (o)
El Progreso,Sansare,Mujer,79,17,Ladina (o)
El Progreso,Sansare,Mujer,80,15,Ladina (o)
El Progreso,Sansare,Mujer,81,10,Ladina (o)
El Progreso,Sansare,Mujer,82,12,Ladina (o)
El Progreso,Sansare,Mujer,83,10,Ladina (o)
El Progreso,Sansare,Mujer,84,8,Ladina (o)
El Progreso,Sansare,Mujer,84,1,Maya
El Progreso,Sansare,Mujer,85,15,Ladina (o)
El Progreso,Sansare,Mujer,86,8,Ladina (o)
El Progreso,Sansare,Mujer,87,5,Ladina (o)
El Progreso,Sansare,Mujer,88,7,Ladina (o)
El Progreso,Sansare,Mujer,89,7,Ladina (o)
El Progreso,Sansare,Mujer,90,2,Ladina (o)
El Progreso,Sansare,Mujer,91,3,Ladina (o)
El Progreso,Sansare,Mujer,92,5,Ladina (o)
El Progreso,Sansare,Mujer,93,3,Ladina (o)
El Progreso,Sansare,Mujer,94,5,Ladina (o)
El Progreso,Sansare,Mujer,95,2,Ladina (o)
El Progreso,Sansare,Mujer,96,1,Ladina (o)
El Progreso,Sansare,Mujer,97,1,Ladina (o)
El Progreso,Sansare,Mujer,98,1,Ladina (o)
Escuintla,Escuintla,Hombre,0,1,Extranjera (o)
Escuintla,Escuintla,Hombre,0,1285,Ladina (o)
Escuintla,Escuintla,Hombre,0,59,Maya
Escuintla,Escuintla,Hombre,1,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,1,1,Extranjera (o)
Escuintla,Escuintla,Hombre,1,1,Garífuna
Escuintla,Escuintla,Hombre,1,1361,Ladina (o)
Escuintla,Escuintla,Hombre,1,36,Maya
Escuintla,Escuintla,Hombre,2,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,2,1,Extranjera (o)
Escuintla,Escuintla,Hombre,2,3,Garífuna
Escuintla,Escuintla,Hombre,2,1503,Ladina (o)
Escuintla,Escuintla,Hombre,2,43,Maya
Escuintla,Escuintla,Hombre,3,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,3,1,Extranjera (o)
Escuintla,Escuintla,Hombre,3,1490,Ladina (o)
Escuintla,Escuintla,Hombre,3,42,Maya
Escuintla,Escuintla,Hombre,3,1,Xinka
Escuintla,Escuintla,Hombre,4,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,4,1,Extranjera (o)
Escuintla,Escuintla,Hombre,4,1,Garífuna
Escuintla,Escuintla,Hombre,4,1550,Ladina (o)
Escuintla,Escuintla,Hombre,4,56,Maya
Escuintla,Escuintla,Hombre,4,1,Xinka
Escuintla,Escuintla,Hombre,5,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,5,4,Extranjera (o)
Escuintla,Escuintla,Hombre,5,2,Garífuna
Escuintla,Escuintla,Hombre,5,1507,Ladina (o)
Escuintla,Escuintla,Hombre,5,34,Maya
Escuintla,Escuintla,Hombre,6,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,6,2,Garífuna
Escuintla,Escuintla,Hombre,6,1499,Ladina (o)
Escuintla,Escuintla,Hombre,6,42,Maya
Escuintla,Escuintla,Hombre,7,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,7,1,Extranjera (o)
Escuintla,Escuintla,Hombre,7,1457,Ladina (o)
Escuintla,Escuintla,Hombre,7,39,Maya
Escuintla,Escuintla,Hombre,8,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,8,2,Extranjera (o)
Escuintla,Escuintla,Hombre,8,1,Garífuna
Escuintla,Escuintla,Hombre,8,1450,Ladina (o)
Escuintla,Escuintla,Hombre,8,45,Maya
Escuintla,Escuintla,Hombre,9,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,9,2,Extranjera (o)
Escuintla,Escuintla,Hombre,9,1,Garífuna
Escuintla,Escuintla,Hombre,9,1536,Ladina (o)
Escuintla,Escuintla,Hombre,9,42,Maya
Escuintla,Escuintla,Hombre,10,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,10,5,Extranjera (o)
Escuintla,Escuintla,Hombre,10,4,Garífuna
Escuintla,Escuintla,Hombre,10,1501,Ladina (o)
Escuintla,Escuintla,Hombre,10,39,Maya
Escuintla,Escuintla,Hombre,11,6,Extranjera (o)
Escuintla,Escuintla,Hombre,11,1,Garífuna
Escuintla,Escuintla,Hombre,11,1392,Ladina (o)
Escuintla,Escuintla,Hombre,11,42,Maya
Escuintla,Escuintla,Hombre,12,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,12,1,Extranjera (o)
Escuintla,Escuintla,Hombre,12,5,Garífuna
Escuintla,Escuintla,Hombre,12,1549,Ladina (o)
Escuintla,Escuintla,Hombre,12,48,Maya
Escuintla,Escuintla,Hombre,13,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,13,2,Extranjera (o)
Escuintla,Escuintla,Hombre,13,4,Garífuna
Escuintla,Escuintla,Hombre,13,1514,Ladina (o)
Escuintla,Escuintla,Hombre,13,55,Maya
Escuintla,Escuintla,Hombre,14,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,14,4,Extranjera (o)
Escuintla,Escuintla,Hombre,14,1,Garífuna
Escuintla,Escuintla,Hombre,14,1467,Ladina (o)
Escuintla,Escuintla,Hombre,14,55,Maya
Escuintla,Escuintla,Hombre,15,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,15,6,Extranjera (o)
Escuintla,Escuintla,Hombre,15,2,Garífuna
Escuintla,Escuintla,Hombre,15,1525,Ladina (o)
Escuintla,Escuintla,Hombre,15,59,Maya
Escuintla,Escuintla,Hombre,15,1,Xinka
Escuintla,Escuintla,Hombre,16,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,16,4,Extranjera (o)
Escuintla,Escuintla,Hombre,16,1510,Ladina (o)
Escuintla,Escuintla,Hombre,16,57,Maya
Escuintla,Escuintla,Hombre,17,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,17,2,Extranjera (o)
Escuintla,Escuintla,Hombre,17,1,Garífuna
Escuintla,Escuintla,Hombre,17,1762,Ladina (o)
Escuintla,Escuintla,Hombre,17,65,Maya
Escuintla,Escuintla,Hombre,17,2,Xinka
Escuintla,Escuintla,Hombre,18,4,Extranjera (o)
Escuintla,Escuintla,Hombre,18,3,Garífuna
Escuintla,Escuintla,Hombre,18,1735,Ladina (o)
Escuintla,Escuintla,Hombre,18,71,Maya
Escuintla,Escuintla,Hombre,19,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,19,5,Extranjera (o)
Escuintla,Escuintla,Hombre,19,1,Garífuna
Escuintla,Escuintla,Hombre,19,1515,Ladina (o)
Escuintla,Escuintla,Hombre,19,54,Maya
Escuintla,Escuintla,Hombre,20,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,20,5,Extranjera (o)
Escuintla,Escuintla,Hombre,20,2,Garífuna
Escuintla,Escuintla,Hombre,20,1471,Ladina (o)
Escuintla,Escuintla,Hombre,20,62,Maya
Escuintla,Escuintla,Hombre,21,7,Extranjera (o)
Escuintla,Escuintla,Hombre,21,3,Garífuna
Escuintla,Escuintla,Hombre,21,1456,Ladina (o)
Escuintla,Escuintla,Hombre,21,43,Maya
Escuintla,Escuintla,Hombre,22,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,22,11,Extranjera (o)
Escuintla,Escuintla,Hombre,22,4,Garífuna
Escuintla,Escuintla,Hombre,22,1673,Ladina (o)
Escuintla,Escuintla,Hombre,22,80,Maya
Escuintla,Escuintla,Hombre,23,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,23,7,Extranjera (o)
Escuintla,Escuintla,Hombre,23,2,Garífuna
Escuintla,Escuintla,Hombre,23,1561,Ladina (o)
Escuintla,Escuintla,Hombre,23,83,Maya
Escuintla,Escuintla,Hombre,24,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,24,7,Extranjera (o)
Escuintla,Escuintla,Hombre,24,2,Garífuna
Escuintla,Escuintla,Hombre,24,1450,Ladina (o)
Escuintla,Escuintla,Hombre,24,67,Maya
Escuintla,Escuintla,Hombre,24,1,Xinka
Escuintla,Escuintla,Hombre,25,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,25,9,Extranjera (o)
Escuintla,Escuintla,Hombre,25,1602,Ladina (o)
Escuintla,Escuintla,Hombre,25,63,Maya
Escuintla,Escuintla,Hombre,25,1,Xinka
Escuintla,Escuintla,Hombre,26,6,Extranjera (o)
Escuintla,Escuintla,Hombre,26,1,Garífuna
Escuintla,Escuintla,Hombre,26,1366,Ladina (o)
Escuintla,Escuintla,Hombre,26,65,Maya
Escuintla,Escuintla,Hombre,27,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,27,7,Extranjera (o)
Escuintla,Escuintla,Hombre,27,1300,Ladina (o)
Escuintla,Escuintla,Hombre,27,78,Maya
Escuintla,Escuintla,Hombre,28,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,28,5,Extranjera (o)
Escuintla,Escuintla,Hombre,28,3,Garífuna
Escuintla,Escuintla,Hombre,28,1443,Ladina (o)
Escuintla,Escuintla,Hombre,28,77,Maya
Escuintla,Escuintla,Hombre,29,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,29,6,Extranjera (o)
Escuintla,Escuintla,Hombre,29,3,Garífuna
Escuintla,Escuintla,Hombre,29,1176,Ladina (o)
Escuintla,Escuintla,Hombre,29,51,Maya
Escuintla,Escuintla,Hombre,29,1,Xinka
Escuintla,Escuintla,Hombre,30,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,30,6,Extranjera (o)
Escuintla,Escuintla,Hombre,30,1,Garífuna
Escuintla,Escuintla,Hombre,30,1447,Ladina (o)
Escuintla,Escuintla,Hombre,30,74,Maya
Escuintla,Escuintla,Hombre,30,2,Xinka
Escuintla,Escuintla,Hombre,31,9,Extranjera (o)
Escuintla,Escuintla,Hombre,31,2,Garífuna
Escuintla,Escuintla,Hombre,31,932,Ladina (o)
Escuintla,Escuintla,Hombre,31,46,Maya
Escuintla,Escuintla,Hombre,32,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,32,4,Extranjera (o)
Escuintla,Escuintla,Hombre,32,1,Garífuna
Escuintla,Escuintla,Hombre,32,1229,Ladina (o)
Escuintla,Escuintla,Hombre,32,64,Maya
Escuintla,Escuintla,Hombre,32,1,Xinka
Escuintla,Escuintla,Hombre,33,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,33,7,Extranjera (o)
Escuintla,Escuintla,Hombre,33,1172,Ladina (o)
Escuintla,Escuintla,Hombre,33,49,Maya
Escuintla,Escuintla,Hombre,33,1,Xinka
Escuintla,Escuintla,Hombre,34,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,34,3,Extranjera (o)
Escuintla,Escuintla,Hombre,34,1078,Ladina (o)
Escuintla,Escuintla,Hombre,34,48,Maya
Escuintla,Escuintla,Hombre,35,9,Extranjera (o)
Escuintla,Escuintla,Hombre,35,1,Garífuna
Escuintla,Escuintla,Hombre,35,1117,Ladina (o)
Escuintla,Escuintla,Hombre,35,43,Maya
Escuintla,Escuintla,Hombre,35,1,Xinka
Escuintla,Escuintla,Hombre,36,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,36,5,Extranjera (o)
Escuintla,Escuintla,Hombre,36,1003,Ladina (o)
Escuintla,Escuintla,Hombre,36,40,Maya
Escuintla,Escuintla,Hombre,37,10,Extranjera (o)
Escuintla,Escuintla,Hombre,37,1003,Ladina (o)
Escuintla,Escuintla,Hombre,37,37,Maya
Escuintla,Escuintla,Hombre,38,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,38,7,Extranjera (o)
Escuintla,Escuintla,Hombre,38,1171,Ladina (o)
Escuintla,Escuintla,Hombre,38,50,Maya
Escuintla,Escuintla,Hombre,39,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,39,1,Extranjera (o)
Escuintla,Escuintla,Hombre,39,2,Garífuna
Escuintla,Escuintla,Hombre,39,934,Ladina (o)
Escuintla,Escuintla,Hombre,39,52,Maya
Escuintla,Escuintla,Hombre,40,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,40,8,Extranjera (o)
Escuintla,Escuintla,Hombre,40,1,Garífuna
Escuintla,Escuintla,Hombre,40,1070,Ladina (o)
Escuintla,Escuintla,Hombre,40,60,Maya
Escuintla,Escuintla,Hombre,40,1,Xinka
Escuintla,Escuintla,Hombre,41,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,41,1,Extranjera (o)
Escuintla,Escuintla,Hombre,41,2,Garífuna
Escuintla,Escuintla,Hombre,41,732,Ladina (o)
Escuintla,Escuintla,Hombre,41,39,Maya
Escuintla,Escuintla,Hombre,42,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,42,3,Extranjera (o)
Escuintla,Escuintla,Hombre,42,6,Garífuna
Escuintla,Escuintla,Hombre,42,955,Ladina (o)
Escuintla,Escuintla,Hombre,42,43,Maya
Escuintla,Escuintla,Hombre,43,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,43,2,Extranjera (o)
Escuintla,Escuintla,Hombre,43,770,Ladina (o)
Escuintla,Escuintla,Hombre,43,31,Maya
Escuintla,Escuintla,Hombre,44,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,44,2,Extranjera (o)
Escuintla,Escuintla,Hombre,44,1,Garífuna
Escuintla,Escuintla,Hombre,44,690,Ladina (o)
Escuintla,Escuintla,Hombre,44,40,Maya
Escuintla,Escuintla,Hombre,45,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,45,4,Extranjera (o)
Escuintla,Escuintla,Hombre,45,764,Ladina (o)
Escuintla,Escuintla,Hombre,45,33,Maya
Escuintla,Escuintla,Hombre,46,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,46,3,Extranjera (o)
Escuintla,Escuintla,Hombre,46,1,Garífuna
Escuintla,Escuintla,Hombre,46,602,Ladina (o)
Escuintla,Escuintla,Hombre,46,29,Maya
Escuintla,Escuintla,Hombre,46,1,Xinka
Escuintla,Escuintla,Hombre,47,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,47,2,Extranjera (o)
Escuintla,Escuintla,Hombre,47,723,Ladina (o)
Escuintla,Escuintla,Hombre,47,37,Maya
Escuintla,Escuintla,Hombre,47,1,Xinka
Escuintla,Escuintla,Hombre,48,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,48,4,Extranjera (o)
Escuintla,Escuintla,Hombre,48,755,Ladina (o)
Escuintla,Escuintla,Hombre,48,30,Maya
Escuintla,Escuintla,Hombre,49,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,49,1,Extranjera (o)
Escuintla,Escuintla,Hombre,49,2,Garífuna
Escuintla,Escuintla,Hombre,49,572,Ladina (o)
Escuintla,Escuintla,Hombre,49,20,Maya
Escuintla,Escuintla,Hombre,50,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,50,1,Garífuna
Escuintla,Escuintla,Hombre,50,749,Ladina (o)
Escuintla,Escuintla,Hombre,50,47,Maya
Escuintla,Escuintla,Hombre,50,1,Xinka
Escuintla,Escuintla,Hombre,51,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,51,1,Extranjera (o)
Escuintla,Escuintla,Hombre,51,458,Ladina (o)
Escuintla,Escuintla,Hombre,51,25,Maya
Escuintla,Escuintla,Hombre,52,1,Extranjera (o)
Escuintla,Escuintla,Hombre,52,1,Garífuna
Escuintla,Escuintla,Hombre,52,600,Ladina (o)
Escuintla,Escuintla,Hombre,52,38,Maya
Escuintla,Escuintla,Hombre,53,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,53,2,Extranjera (o)
Escuintla,Escuintla,Hombre,53,556,Ladina (o)
Escuintla,Escuintla,Hombre,53,23,Maya
Escuintla,Escuintla,Hombre,54,1,Extranjera (o)
Escuintla,Escuintla,Hombre,54,1,Garífuna
Escuintla,Escuintla,Hombre,54,483,Ladina (o)
Escuintla,Escuintla,Hombre,54,26,Maya
Escuintla,Escuintla,Hombre,54,1,Xinka
Escuintla,Escuintla,Hombre,55,1,Extranjera (o)
Escuintla,Escuintla,Hombre,55,2,Garífuna
Escuintla,Escuintla,Hombre,55,508,Ladina (o)
Escuintla,Escuintla,Hombre,55,35,Maya
Escuintla,Escuintla,Hombre,56,421,Ladina (o)
Escuintla,Escuintla,Hombre,56,28,Maya
Escuintla,Escuintla,Hombre,57,2,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,57,443,Ladina (o)
Escuintla,Escuintla,Hombre,57,19,Maya
Escuintla,Escuintla,Hombre,58,1,Garífuna
Escuintla,Escuintla,Hombre,58,536,Ladina (o)
Escuintla,Escuintla,Hombre,58,28,Maya
Escuintla,Escuintla,Hombre,59,2,Garífuna
Escuintla,Escuintla,Hombre,59,398,Ladina (o)
Escuintla,Escuintla,Hombre,59,15,Maya
Escuintla,Escuintla,Hombre,59,1,Xinka
Escuintla,Escuintla,Hombre,60,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,60,1,Garífuna
Escuintla,Escuintla,Hombre,60,492,Ladina (o)
Escuintla,Escuintla,Hombre,60,23,Maya
Escuintla,Escuintla,Hombre,60,1,Xinka
Escuintla,Escuintla,Hombre,61,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,61,311,Ladina (o)
Escuintla,Escuintla,Hombre,61,16,Maya
Escuintla,Escuintla,Hombre,61,1,Xinka
Escuintla,Escuintla,Hombre,62,4,Extranjera (o)
Escuintla,Escuintla,Hombre,62,430,Ladina (o)
Escuintla,Escuintla,Hombre,62,23,Maya
Escuintla,Escuintla,Hombre,63,2,Extranjera (o)
Escuintla,Escuintla,Hombre,63,412,Ladina (o)
Escuintla,Escuintla,Hombre,63,13,Maya
Escuintla,Escuintla,Hombre,63,1,Xinka
Escuintla,Escuintla,Hombre,64,1,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,64,1,Extranjera (o)
Escuintla,Escuintla,Hombre,64,365,Ladina (o)
Escuintla,Escuintla,Hombre,64,17,Maya
Escuintla,Escuintla,Hombre,65,3,Afrodescendiente/Creole/Afromestizo
Escuintla,Escuintla,Hombre,65,5,Extranjera (o)
