NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP17_A||Nivel Estudio Aprobado
Jalapa,Jalapa,Hombre,0,1951,
Jalapa,Jalapa,Hombre,1,1977,
Jalapa,Jalapa,Hombre,2,2143,
Jalapa,Jalapa,Hombre,3,2106,
Jalapa,Jalapa,Hombre,4,1948,Ninguno
Jalapa,Jalapa,Hombre,4,169,Preprimaria
Jalapa,Jalapa,Hombre,5,1561,Ninguno
Jalapa,Jalapa,Hombre,5,590,Preprimaria
Jalapa,Jalapa,Hombre,6,1151,Ninguno
Jalapa,Jalapa,Hombre,6,950,Preprimaria
Jalapa,Jalapa,Hombre,6,33,Primaria
Jalapa,Jalapa,Hombre,7,344,Ninguno
Jalapa,Jalapa,Hombre,7,1195,Preprimaria
Jalapa,Jalapa,Hombre,7,420,Primaria
Jalapa,Jalapa,Hombre,8,170,Ninguno
Jalapa,Jalapa,Hombre,8,462,Preprimaria
Jalapa,Jalapa,Hombre,8,1334,Primaria
Jalapa,Jalapa,Hombre,9,102,Ninguno
Jalapa,Jalapa,Hombre,9,191,Preprimaria
Jalapa,Jalapa,Hombre,9,1652,Primaria
Jalapa,Jalapa,Hombre,10,87,Ninguno
Jalapa,Jalapa,Hombre,10,78,Preprimaria
Jalapa,Jalapa,Hombre,10,1858,Primaria
Jalapa,Jalapa,Hombre,11,71,Ninguno
Jalapa,Jalapa,Hombre,11,47,Preprimaria
Jalapa,Jalapa,Hombre,11,1781,Primaria
Jalapa,Jalapa,Hombre,12,64,Ninguno
Jalapa,Jalapa,Hombre,12,54,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,12,30,Preprimaria
Jalapa,Jalapa,Hombre,12,1883,Primaria
Jalapa,Jalapa,Hombre,13,51,Ninguno
Jalapa,Jalapa,Hombre,13,201,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,13,16,Preprimaria
Jalapa,Jalapa,Hombre,13,1639,Primaria
Jalapa,Jalapa,Hombre,14,71,Ninguno
Jalapa,Jalapa,Hombre,14,569,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,14,11,Preprimaria
Jalapa,Jalapa,Hombre,14,1229,Primaria
Jalapa,Jalapa,Hombre,15,66,Ninguno
Jalapa,Jalapa,Hombre,15,858,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,15,5,Preprimaria
Jalapa,Jalapa,Hombre,15,1124,Primaria
Jalapa,Jalapa,Hombre,16,57,Ninguno
Jalapa,Jalapa,Hombre,16,935,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,16,6,Preprimaria
Jalapa,Jalapa,Hombre,16,838,Primaria
Jalapa,Jalapa,Hombre,17,3,Licenciatura
Jalapa,Jalapa,Hombre,17,73,Ninguno
Jalapa,Jalapa,Hombre,17,1072,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,17,6,Preprimaria
Jalapa,Jalapa,Hombre,17,852,Primaria
Jalapa,Jalapa,Hombre,18,32,Licenciatura
Jalapa,Jalapa,Hombre,18,77,Ninguno
Jalapa,Jalapa,Hombre,18,1108,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,18,8,Preprimaria
Jalapa,Jalapa,Hombre,18,752,Primaria
Jalapa,Jalapa,Hombre,19,48,Licenciatura
Jalapa,Jalapa,Hombre,19,67,Ninguno
Jalapa,Jalapa,Hombre,19,979,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,19,4,Preprimaria
Jalapa,Jalapa,Hombre,19,569,Primaria
Jalapa,Jalapa,Hombre,20,76,Licenciatura
Jalapa,Jalapa,Hombre,20,74,Ninguno
Jalapa,Jalapa,Hombre,20,886,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,20,2,Preprimaria
Jalapa,Jalapa,Hombre,20,621,Primaria
Jalapa,Jalapa,Hombre,21,102,Licenciatura
Jalapa,Jalapa,Hombre,21,75,Ninguno
Jalapa,Jalapa,Hombre,21,746,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,21,2,Preprimaria
Jalapa,Jalapa,Hombre,21,525,Primaria
Jalapa,Jalapa,Hombre,22,110,Licenciatura
Jalapa,Jalapa,Hombre,22,5,Maestría
Jalapa,Jalapa,Hombre,22,92,Ninguno
Jalapa,Jalapa,Hombre,22,839,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,22,5,Preprimaria
Jalapa,Jalapa,Hombre,22,639,Primaria
Jalapa,Jalapa,Hombre,23,104,Licenciatura
Jalapa,Jalapa,Hombre,23,4,Maestría
Jalapa,Jalapa,Hombre,23,93,Ninguno
Jalapa,Jalapa,Hombre,23,736,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,23,6,Preprimaria
Jalapa,Jalapa,Hombre,23,520,Primaria
Jalapa,Jalapa,Hombre,24,1,Doctorado
Jalapa,Jalapa,Hombre,24,116,Licenciatura
Jalapa,Jalapa,Hombre,24,6,Maestría
Jalapa,Jalapa,Hombre,24,92,Ninguno
Jalapa,Jalapa,Hombre,24,663,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,24,1,Preprimaria
Jalapa,Jalapa,Hombre,24,561,Primaria
Jalapa,Jalapa,Hombre,25,102,Licenciatura
Jalapa,Jalapa,Hombre,25,5,Maestría
Jalapa,Jalapa,Hombre,25,96,Ninguno
Jalapa,Jalapa,Hombre,25,615,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,25,3,Preprimaria
Jalapa,Jalapa,Hombre,25,554,Primaria
Jalapa,Jalapa,Hombre,26,1,Doctorado
Jalapa,Jalapa,Hombre,26,99,Licenciatura
Jalapa,Jalapa,Hombre,26,6,Maestría
Jalapa,Jalapa,Hombre,26,80,Ninguno
Jalapa,Jalapa,Hombre,26,559,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,26,6,Preprimaria
Jalapa,Jalapa,Hombre,26,516,Primaria
Jalapa,Jalapa,Hombre,27,2,Doctorado
Jalapa,Jalapa,Hombre,27,101,Licenciatura
Jalapa,Jalapa,Hombre,27,5,Maestría
Jalapa,Jalapa,Hombre,27,74,Ninguno
Jalapa,Jalapa,Hombre,27,475,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,27,5,Preprimaria
Jalapa,Jalapa,Hombre,27,456,Primaria
Jalapa,Jalapa,Hombre,28,109,Licenciatura
Jalapa,Jalapa,Hombre,28,7,Maestría
Jalapa,Jalapa,Hombre,28,102,Ninguno
Jalapa,Jalapa,Hombre,28,514,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,28,3,Preprimaria
Jalapa,Jalapa,Hombre,28,498,Primaria
Jalapa,Jalapa,Hombre,29,107,Licenciatura
Jalapa,Jalapa,Hombre,29,5,Maestría
Jalapa,Jalapa,Hombre,29,86,Ninguno
Jalapa,Jalapa,Hombre,29,433,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,29,3,Preprimaria
Jalapa,Jalapa,Hombre,29,421,Primaria
Jalapa,Jalapa,Hombre,30,115,Licenciatura
Jalapa,Jalapa,Hombre,30,9,Maestría
Jalapa,Jalapa,Hombre,30,118,Ninguno
Jalapa,Jalapa,Hombre,30,389,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,30,1,Preprimaria
Jalapa,Jalapa,Hombre,30,459,Primaria
Jalapa,Jalapa,Hombre,31,91,Licenciatura
Jalapa,Jalapa,Hombre,31,8,Maestría
Jalapa,Jalapa,Hombre,31,85,Ninguno
Jalapa,Jalapa,Hombre,31,273,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,31,351,Primaria
Jalapa,Jalapa,Hombre,32,70,Licenciatura
Jalapa,Jalapa,Hombre,32,7,Maestría
Jalapa,Jalapa,Hombre,32,128,Ninguno
Jalapa,Jalapa,Hombre,32,324,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,32,2,Preprimaria
Jalapa,Jalapa,Hombre,32,466,Primaria
Jalapa,Jalapa,Hombre,33,70,Licenciatura
Jalapa,Jalapa,Hombre,33,7,Maestría
Jalapa,Jalapa,Hombre,33,104,Ninguno
Jalapa,Jalapa,Hombre,33,278,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,33,4,Preprimaria
Jalapa,Jalapa,Hombre,33,439,Primaria
Jalapa,Jalapa,Hombre,34,2,Doctorado
Jalapa,Jalapa,Hombre,34,57,Licenciatura
Jalapa,Jalapa,Hombre,34,8,Maestría
Jalapa,Jalapa,Hombre,34,141,Ninguno
Jalapa,Jalapa,Hombre,34,232,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,34,2,Preprimaria
Jalapa,Jalapa,Hombre,34,407,Primaria
Jalapa,Jalapa,Hombre,35,1,Doctorado
Jalapa,Jalapa,Hombre,35,68,Licenciatura
Jalapa,Jalapa,Hombre,35,5,Maestría
Jalapa,Jalapa,Hombre,35,145,Ninguno
Jalapa,Jalapa,Hombre,35,235,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,35,3,Preprimaria
Jalapa,Jalapa,Hombre,35,466,Primaria
Jalapa,Jalapa,Hombre,36,67,Licenciatura
Jalapa,Jalapa,Hombre,36,5,Maestría
Jalapa,Jalapa,Hombre,36,125,Ninguno
Jalapa,Jalapa,Hombre,36,185,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,36,3,Preprimaria
Jalapa,Jalapa,Hombre,36,457,Primaria
Jalapa,Jalapa,Hombre,37,1,Doctorado
Jalapa,Jalapa,Hombre,37,59,Licenciatura
Jalapa,Jalapa,Hombre,37,5,Maestría
Jalapa,Jalapa,Hombre,37,125,Ninguno
Jalapa,Jalapa,Hombre,37,188,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,37,1,Preprimaria
Jalapa,Jalapa,Hombre,37,417,Primaria
Jalapa,Jalapa,Hombre,38,1,Doctorado
Jalapa,Jalapa,Hombre,38,56,Licenciatura
Jalapa,Jalapa,Hombre,38,7,Maestría
Jalapa,Jalapa,Hombre,38,148,Ninguno
Jalapa,Jalapa,Hombre,38,230,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,38,3,Preprimaria
Jalapa,Jalapa,Hombre,38,443,Primaria
Jalapa,Jalapa,Hombre,39,49,Licenciatura
Jalapa,Jalapa,Hombre,39,4,Maestría
Jalapa,Jalapa,Hombre,39,142,Ninguno
Jalapa,Jalapa,Hombre,39,166,Nivel medio (básico y diversificado)
Jalapa,Jalapa,Hombre,39,1,Preprimaria
