NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP17_A||Nivel Estudio Aprobado
San Marcos,Ayutla,Hombre,0,435,
San Marcos,Ayutla,Hombre,1,453,
San Marcos,Ayutla,Hombre,2,434,
San Marcos,Ayutla,Hombre,3,476,
San Marcos,Ayutla,Hombre,4,341,Ninguno
San Marcos,Ayutla,Hombre,4,43,Preprimaria
San Marcos,Ayutla,Hombre,5,280,Ninguno
San Marcos,Ayutla,Hombre,5,172,Preprimaria
San Marcos,Ayutla,Hombre,6,198,Ninguno
San Marcos,Ayutla,Hombre,6,273,Preprimaria
San Marcos,Ayutla,Hombre,6,12,Primaria
San Marcos,Ayutla,Hombre,7,71,Ninguno
San Marcos,Ayutla,Hombre,7,215,Preprimaria
San Marcos,Ayutla,Hombre,7,164,Primaria
San Marcos,Ayutla,Hombre,8,39,Ninguno
San Marcos,Ayutla,Hombre,8,66,Preprimaria
San Marcos,Ayutla,Hombre,8,335,Primaria
San Marcos,Ayutla,Hombre,9,24,Ninguno
San Marcos,Ayutla,Hombre,9,16,Preprimaria
San Marcos,Ayutla,Hombre,9,348,Primaria
San Marcos,Ayutla,Hombre,10,7,Ninguno
San Marcos,Ayutla,Hombre,10,10,Preprimaria
San Marcos,Ayutla,Hombre,10,373,Primaria
San Marcos,Ayutla,Hombre,11,6,Ninguno
San Marcos,Ayutla,Hombre,11,6,Preprimaria
San Marcos,Ayutla,Hombre,11,339,Primaria
San Marcos,Ayutla,Hombre,12,15,Ninguno
San Marcos,Ayutla,Hombre,12,32,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,12,3,Preprimaria
San Marcos,Ayutla,Hombre,12,343,Primaria
San Marcos,Ayutla,Hombre,13,9,Ninguno
San Marcos,Ayutla,Hombre,13,120,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,13,2,Preprimaria
San Marcos,Ayutla,Hombre,13,228,Primaria
San Marcos,Ayutla,Hombre,14,10,Ninguno
San Marcos,Ayutla,Hombre,14,166,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,14,2,Preprimaria
San Marcos,Ayutla,Hombre,14,203,Primaria
San Marcos,Ayutla,Hombre,15,15,Ninguno
San Marcos,Ayutla,Hombre,15,192,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,15,2,Preprimaria
San Marcos,Ayutla,Hombre,15,171,Primaria
San Marcos,Ayutla,Hombre,16,11,Ninguno
San Marcos,Ayutla,Hombre,16,237,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,16,2,Preprimaria
San Marcos,Ayutla,Hombre,16,149,Primaria
San Marcos,Ayutla,Hombre,17,14,Ninguno
San Marcos,Ayutla,Hombre,17,274,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,17,1,Preprimaria
San Marcos,Ayutla,Hombre,17,167,Primaria
San Marcos,Ayutla,Hombre,18,4,Licenciatura
San Marcos,Ayutla,Hombre,18,11,Ninguno
San Marcos,Ayutla,Hombre,18,301,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,18,1,Preprimaria
San Marcos,Ayutla,Hombre,18,164,Primaria
San Marcos,Ayutla,Hombre,19,5,Licenciatura
San Marcos,Ayutla,Hombre,19,16,Ninguno
San Marcos,Ayutla,Hombre,19,208,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,19,1,Preprimaria
San Marcos,Ayutla,Hombre,19,119,Primaria
San Marcos,Ayutla,Hombre,20,16,Licenciatura
San Marcos,Ayutla,Hombre,20,17,Ninguno
San Marcos,Ayutla,Hombre,20,207,Nivel medio (básico y diversificado)
San Marcos,Ayutla,Hombre,20,2,Preprimaria
San Marcos,Ayutla,Hombre,20,136,Primaria
San Marcos,Ayutla,Hombre,21,7,Licenciatura
San Marcos,Ayutla,Hombre,21,14,Ninguno
