NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP17_A||Nivel Estudio Aprobado
Chiquimula,Camotán,Hombre,0,773,
Chiquimula,Camotán,Hombre,1,886,
Chiquimula,Camotán,Hombre,2,1006,
Chiquimula,Camotán,Hombre,3,799,
Chiquimula,Camotán,Hombre,4,778,Ninguno
Chiquimula,Camotán,Hombre,4,54,Preprimaria
Chiquimula,Camotán,Hombre,5,694,Ninguno
Chiquimula,Camotán,Hombre,5,160,Preprimaria
Chiquimula,Camotán,Hombre,6,416,Ninguno
Chiquimula,Camotán,Hombre,6,296,Preprimaria
Chiquimula,Camotán,Hombre,6,12,Primaria
Chiquimula,Camotán,Hombre,7,201,Ninguno
Chiquimula,Camotán,Hombre,7,434,Preprimaria
Chiquimula,Camotán,Hombre,7,159,Primaria
Chiquimula,Camotán,Hombre,8,82,Ninguno
Chiquimula,Camotán,Hombre,8,160,Preprimaria
Chiquimula,Camotán,Hombre,8,486,Primaria
Chiquimula,Camotán,Hombre,9,64,Ninguno
Chiquimula,Camotán,Hombre,9,56,Preprimaria
Chiquimula,Camotán,Hombre,9,657,Primaria
Chiquimula,Camotán,Hombre,10,42,Ninguno
Chiquimula,Camotán,Hombre,10,31,Preprimaria
Chiquimula,Camotán,Hombre,10,741,Primaria
Chiquimula,Camotán,Hombre,11,34,Ninguno
Chiquimula,Camotán,Hombre,11,8,Preprimaria
Chiquimula,Camotán,Hombre,11,702,Primaria
Chiquimula,Camotán,Hombre,12,40,Ninguno
Chiquimula,Camotán,Hombre,12,8,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,12,3,Preprimaria
Chiquimula,Camotán,Hombre,12,681,Primaria
Chiquimula,Camotán,Hombre,13,39,Ninguno
Chiquimula,Camotán,Hombre,13,43,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,13,4,Preprimaria
Chiquimula,Camotán,Hombre,13,682,Primaria
Chiquimula,Camotán,Hombre,14,49,Ninguno
Chiquimula,Camotán,Hombre,14,166,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,14,4,Preprimaria
Chiquimula,Camotán,Hombre,14,491,Primaria
Chiquimula,Camotán,Hombre,15,38,Ninguno
Chiquimula,Camotán,Hombre,15,213,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,15,1,Preprimaria
Chiquimula,Camotán,Hombre,15,498,Primaria
Chiquimula,Camotán,Hombre,16,45,Ninguno
Chiquimula,Camotán,Hombre,16,216,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,16,1,Preprimaria
Chiquimula,Camotán,Hombre,16,421,Primaria
Chiquimula,Camotán,Hombre,17,1,Licenciatura
Chiquimula,Camotán,Hombre,17,40,Ninguno
Chiquimula,Camotán,Hombre,17,260,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,17,2,Preprimaria
Chiquimula,Camotán,Hombre,17,419,Primaria
Chiquimula,Camotán,Hombre,18,3,Licenciatura
Chiquimula,Camotán,Hombre,18,39,Ninguno
Chiquimula,Camotán,Hombre,18,254,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,18,1,Preprimaria
Chiquimula,Camotán,Hombre,18,416,Primaria
Chiquimula,Camotán,Hombre,19,3,Licenciatura
Chiquimula,Camotán,Hombre,19,42,Ninguno
Chiquimula,Camotán,Hombre,19,216,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,19,1,Preprimaria
Chiquimula,Camotán,Hombre,19,335,Primaria
Chiquimula,Camotán,Hombre,20,41,Ninguno
Chiquimula,Camotán,Hombre,20,213,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,20,2,Preprimaria
Chiquimula,Camotán,Hombre,20,326,Primaria
Chiquimula,Camotán,Hombre,21,6,Licenciatura
Chiquimula,Camotán,Hombre,21,48,Ninguno
Chiquimula,Camotán,Hombre,21,180,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,21,298,Primaria
Chiquimula,Camotán,Hombre,22,4,Licenciatura
Chiquimula,Camotán,Hombre,22,1,Maestría
Chiquimula,Camotán,Hombre,22,56,Ninguno
Chiquimula,Camotán,Hombre,22,168,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,22,2,Preprimaria
Chiquimula,Camotán,Hombre,22,311,Primaria
Chiquimula,Camotán,Hombre,23,2,Licenciatura
Chiquimula,Camotán,Hombre,23,1,Maestría
Chiquimula,Camotán,Hombre,23,81,Ninguno
Chiquimula,Camotán,Hombre,23,175,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,23,1,Preprimaria
Chiquimula,Camotán,Hombre,23,272,Primaria
Chiquimula,Camotán,Hombre,24,3,Licenciatura
Chiquimula,Camotán,Hombre,24,63,Ninguno
Chiquimula,Camotán,Hombre,24,156,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,24,1,Preprimaria
Chiquimula,Camotán,Hombre,24,253,Primaria
Chiquimula,Camotán,Hombre,25,5,Licenciatura
Chiquimula,Camotán,Hombre,25,2,Maestría
Chiquimula,Camotán,Hombre,25,83,Ninguno
Chiquimula,Camotán,Hombre,25,120,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,25,1,Preprimaria
Chiquimula,Camotán,Hombre,25,244,Primaria
Chiquimula,Camotán,Hombre,26,4,Licenciatura
Chiquimula,Camotán,Hombre,26,1,Maestría
Chiquimula,Camotán,Hombre,26,77,Ninguno
Chiquimula,Camotán,Hombre,26,98,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,26,1,Preprimaria
Chiquimula,Camotán,Hombre,26,201,Primaria
Chiquimula,Camotán,Hombre,27,3,Licenciatura
Chiquimula,Camotán,Hombre,27,1,Maestría
Chiquimula,Camotán,Hombre,27,72,Ninguno
Chiquimula,Camotán,Hombre,27,95,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,27,1,Preprimaria
Chiquimula,Camotán,Hombre,27,199,Primaria
Chiquimula,Camotán,Hombre,28,6,Licenciatura
Chiquimula,Camotán,Hombre,28,92,Ninguno
Chiquimula,Camotán,Hombre,28,92,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,28,1,Preprimaria
Chiquimula,Camotán,Hombre,28,184,Primaria
Chiquimula,Camotán,Hombre,29,5,Licenciatura
Chiquimula,Camotán,Hombre,29,95,Ninguno
Chiquimula,Camotán,Hombre,29,65,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,29,162,Primaria
Chiquimula,Camotán,Hombre,30,7,Licenciatura
Chiquimula,Camotán,Hombre,30,110,Ninguno
Chiquimula,Camotán,Hombre,30,84,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,30,1,Preprimaria
Chiquimula,Camotán,Hombre,30,182,Primaria
Chiquimula,Camotán,Hombre,31,2,Licenciatura
Chiquimula,Camotán,Hombre,31,83,Ninguno
Chiquimula,Camotán,Hombre,31,54,Nivel medio (básico y diversificado)
Chiquimula,Camotán,Hombre,31,121,Primaria
