NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,NIVGRADO||Nivel y grado de estudio,Recuento de PCP17_B
Sacatepéquez,Antigua Guatemala,Hombre,6,1ero Primaria,21
Sacatepéquez,Antigua Guatemala,Hombre,7,1ero Primaria,124
Sacatepéquez,Antigua Guatemala,Hombre,7,2do Primaria,8
Sacatepéquez,Antigua Guatemala,Hombre,8,1ero Primaria,211
Sacatepéquez,Antigua Guatemala,Hombre,8,2do Primaria,96
Sacatepéquez,Antigua Guatemala,Hombre,8,3ero Primaria,11
Sacatepéquez,Antigua Guatemala,Hombre,9,1ero Primaria,70
Sacatepéquez,Antigua Guatemala,Hombre,9,2do Primaria,197
Sacatepéquez,Antigua Guatemala,Hombre,9,3ero Primaria,86
Sacatepéquez,Antigua Guatemala,Hombre,9,4to Primaria,6
Sacatepéquez,Antigua Guatemala,Hombre,10,1ero Primaria,33
Sacatepéquez,Antigua Guatemala,Hombre,10,2do Primaria,81
Sacatepéquez,Antigua Guatemala,Hombre,10,3ero Primaria,207
Sacatepéquez,Antigua Guatemala,Hombre,10,4to Primaria,92
Sacatepéquez,Antigua Guatemala,Hombre,10,5to Primaria,4
Sacatepéquez,Antigua Guatemala,Hombre,11,1ero Primaria,10
Sacatepéquez,Antigua Guatemala,Hombre,11,2do Primaria,24
Sacatepéquez,Antigua Guatemala,Hombre,11,3ero Primaria,67
Sacatepéquez,Antigua Guatemala,Hombre,11,4to Primaria,154
Sacatepéquez,Antigua Guatemala,Hombre,11,5to Primaria,95
Sacatepéquez,Antigua Guatemala,Hombre,11,6to Primaria,4
Sacatepéquez,Antigua Guatemala,Hombre,12,1ero Basico,19
Sacatepéquez,Antigua Guatemala,Hombre,12,1ero Primaria,6
Sacatepéquez,Antigua Guatemala,Hombre,12,2do Primaria,23
Sacatepéquez,Antigua Guatemala,Hombre,12,3ero Primaria,37
Sacatepéquez,Antigua Guatemala,Hombre,12,4to Primaria,82
Sacatepéquez,Antigua Guatemala,Hombre,12,5to Primaria,153
Sacatepéquez,Antigua Guatemala,Hombre,12,6to Primaria,69
Sacatepéquez,Antigua Guatemala,Hombre,13,1ero Basico,91
Sacatepéquez,Antigua Guatemala,Hombre,13,1ero Primaria,7
Sacatepéquez,Antigua Guatemala,Hombre,13,2do  Basico,10
Sacatepéquez,Antigua Guatemala,Hombre,13,2do Primaria,6
Sacatepéquez,Antigua Guatemala,Hombre,13,3ero Primaria,21
Sacatepéquez,Antigua Guatemala,Hombre,13,4to Primaria,38
Sacatepéquez,Antigua Guatemala,Hombre,13,5to Primaria,84
Sacatepéquez,Antigua Guatemala,Hombre,13,6to Primaria,146
Sacatepéquez,Antigua Guatemala,Hombre,14,1ero Basico,163
Sacatepéquez,Antigua Guatemala,Hombre,14,1ero Primaria,4
Sacatepéquez,Antigua Guatemala,Hombre,14,2do  Basico,85
Sacatepéquez,Antigua Guatemala,Hombre,14,2do Primaria,6
Sacatepéquez,Antigua Guatemala,Hombre,14,3ero Basico,10
Sacatepéquez,Antigua Guatemala,Hombre,14,3ero Primaria,11
Sacatepéquez,Antigua Guatemala,Hombre,14,4to Primaria,26
Sacatepéquez,Antigua Guatemala,Hombre,14,5to Primaria,37
Sacatepéquez,Antigua Guatemala,Hombre,14,6to Primaria,79
Sacatepéquez,Antigua Guatemala,Hombre,15,1ero Basico,95
Sacatepéquez,Antigua Guatemala,Hombre,15,1ero Primaria,4
Sacatepéquez,Antigua Guatemala,Hombre,15,2do  Basico,129
Sacatepéquez,Antigua Guatemala,Hombre,15,2do Primaria,4
Sacatepéquez,Antigua Guatemala,Hombre,15,3ero Basico,68
Sacatepéquez,Antigua Guatemala,Hombre,15,3ero Primaria,9
Sacatepéquez,Antigua Guatemala,Hombre,15,4to Diversificado,6
Sacatepéquez,Antigua Guatemala,Hombre,15,4to Primaria,14
Sacatepéquez,Antigua Guatemala,Hombre,15,5to Primaria,20
Sacatepéquez,Antigua Guatemala,Hombre,15,6to Primaria,68
Sacatepéquez,Antigua Guatemala,Hombre,16,1ero Basico,69
