NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,POCUPA||Personas Ocupadas
Jalapa,Jalapa,Mujer,13,1782,
Jalapa,Jalapa,Mujer,13,50,Población ocupada
Jalapa,Jalapa,Mujer,14,1780,
Jalapa,Jalapa,Mujer,14,102,Población ocupada
Jalapa,Jalapa,Mujer,15,1823,
Jalapa,Jalapa,Mujer,15,159,Población ocupada
Jalapa,Jalapa,Mujer,16,1710,
Jalapa,Jalapa,Mujer,16,238,Población ocupada
Jalapa,Jalapa,Mujer,17,1789,
Jalapa,Jalapa,Mujer,17,312,Población ocupada
Jalapa,Jalapa,Mujer,18,1737,
Jalapa,Jalapa,Mujer,18,390,Población ocupada
Jalapa,Jalapa,Mujer,19,1446,
Jalapa,Jalapa,Mujer,19,371,Población ocupada
Jalapa,Jalapa,Mujer,20,1288,
Jalapa,Jalapa,Mujer,20,471,Población ocupada
Jalapa,Jalapa,Mujer,21,1155,
Jalapa,Jalapa,Mujer,21,405,Población ocupada
Jalapa,Jalapa,Mujer,22,1212,
Jalapa,Jalapa,Mujer,22,569,Población ocupada
Jalapa,Jalapa,Mujer,23,1174,
Jalapa,Jalapa,Mujer,23,484,Población ocupada
Jalapa,Jalapa,Mujer,24,1096,
Jalapa,Jalapa,Mujer,24,453,Población ocupada
Jalapa,Jalapa,Mujer,25,969,
Jalapa,Jalapa,Mujer,25,491,Población ocupada
Jalapa,Jalapa,Mujer,26,922,
Jalapa,Jalapa,Mujer,26,443,Población ocupada
Jalapa,Jalapa,Mujer,27,889,
Jalapa,Jalapa,Mujer,27,460,Población ocupada
Jalapa,Jalapa,Mujer,28,810,
Jalapa,Jalapa,Mujer,28,482,Población ocupada
Jalapa,Jalapa,Mujer,29,714,
Jalapa,Jalapa,Mujer,29,480,Población ocupada
Jalapa,Jalapa,Mujer,30,764,
Jalapa,Jalapa,Mujer,30,505,Población ocupada
Jalapa,Jalapa,Mujer,31,591,
Jalapa,Jalapa,Mujer,31,373,Población ocupada
Jalapa,Jalapa,Mujer,32,721,
Jalapa,Jalapa,Mujer,32,446,Población ocupada
Jalapa,Jalapa,Mujer,33,692,
Jalapa,Jalapa,Mujer,33,424,Población ocupada
Jalapa,Jalapa,Mujer,34,646,
Jalapa,Jalapa,Mujer,34,344,Población ocupada
Jalapa,Jalapa,Mujer,35,665,
Jalapa,Jalapa,Mujer,35,425,Población ocupada
Jalapa,Jalapa,Mujer,36,609,
Jalapa,Jalapa,Mujer,36,411,Población ocupada
Jalapa,Jalapa,Mujer,37,642,
Jalapa,Jalapa,Mujer,37,392,Población ocupada
Jalapa,Jalapa,Mujer,38,679,
Jalapa,Jalapa,Mujer,38,386,Población ocupada
Jalapa,Jalapa,Mujer,39,531,
Jalapa,Jalapa,Mujer,39,293,Población ocupada
Jalapa,Jalapa,Mujer,40,603,
Jalapa,Jalapa,Mujer,40,357,Población ocupada
Jalapa,Jalapa,Mujer,41,438,
Jalapa,Jalapa,Mujer,41,247,Población ocupada
Jalapa,Jalapa,Mujer,42,532,
Jalapa,Jalapa,Mujer,42,303,Población ocupada
Jalapa,Jalapa,Mujer,43,483,
Jalapa,Jalapa,Mujer,43,287,Población ocupada
Jalapa,Jalapa,Mujer,44,435,
Jalapa,Jalapa,Mujer,44,241,Población ocupada
Jalapa,Jalapa,Mujer,45,470,
Jalapa,Jalapa,Mujer,45,285,Población ocupada
Jalapa,Jalapa,Mujer,46,411,
Jalapa,Jalapa,Mujer,46,222,Población ocupada
Jalapa,Jalapa,Mujer,47,416,
Jalapa,Jalapa,Mujer,47,213,Población ocupada
Jalapa,Jalapa,Mujer,48,439,
Jalapa,Jalapa,Mujer,48,222,Población ocupada
Jalapa,Jalapa,Mujer,49,330,
Jalapa,Jalapa,Mujer,49,208,Población ocupada
Jalapa,Jalapa,Mujer,50,383,
Jalapa,Jalapa,Mujer,50,236,Población ocupada
Jalapa,Jalapa,Mujer,51,312,
Jalapa,Jalapa,Mujer,51,144,Población ocupada
Jalapa,Jalapa,Mujer,52,400,
Jalapa,Jalapa,Mujer,52,195,Población ocupada
Jalapa,Jalapa,Mujer,53,341,
Jalapa,Jalapa,Mujer,53,180,Población ocupada
Jalapa,Jalapa,Mujer,54,352,
Jalapa,Jalapa,Mujer,54,152,Población ocupada
Jalapa,Jalapa,Mujer,55,332,
Jalapa,Jalapa,Mujer,55,140,Población ocupada
Jalapa,Jalapa,Mujer,56,331,
Jalapa,Jalapa,Mujer,56,173,Población ocupada
Jalapa,Jalapa,Mujer,57,305,
Jalapa,Jalapa,Mujer,57,122,Población ocupada
Jalapa,Jalapa,Mujer,58,344,
Jalapa,Jalapa,Mujer,58,119,Población ocupada
Jalapa,Jalapa,Mujer,59,288,
Jalapa,Jalapa,Mujer,59,93,Población ocupada
Jalapa,Jalapa,Mujer,60,321,
Jalapa,Jalapa,Mujer,60,134,Población ocupada
Jalapa,Jalapa,Mujer,61,214,
Jalapa,Jalapa,Mujer,61,87,Población ocupada
Jalapa,Jalapa,Mujer,62,269,
Jalapa,Jalapa,Mujer,62,96,Población ocupada
Jalapa,Jalapa,Mujer,63,286,
Jalapa,Jalapa,Mujer,63,89,Población ocupada
Jalapa,Jalapa,Mujer,64,229,
Jalapa,Jalapa,Mujer,64,62,Población ocupada
Jalapa,Jalapa,Mujer,65,224,
Jalapa,Jalapa,Mujer,65,64,Población ocupada
Jalapa,Jalapa,Mujer,66,233,
Jalapa,Jalapa,Mujer,66,58,Población ocupada
Jalapa,Jalapa,Mujer,67,230,
Jalapa,Jalapa,Mujer,67,54,Población ocupada
Jalapa,Jalapa,Mujer,68,222,
Jalapa,Jalapa,Mujer,68,43,Población ocupada
Jalapa,Jalapa,Mujer,69,184,
Jalapa,Jalapa,Mujer,69,39,Población ocupada
Jalapa,Jalapa,Mujer,70,189,
Jalapa,Jalapa,Mujer,70,39,Población ocupada
Jalapa,Jalapa,Mujer,71,160,
Jalapa,Jalapa,Mujer,71,40,Población ocupada
Jalapa,Jalapa,Mujer,72,160,
Jalapa,Jalapa,Mujer,72,28,Población ocupada
Jalapa,Jalapa,Mujer,73,189,
Jalapa,Jalapa,Mujer,73,25,Población ocupada
Jalapa,Jalapa,Mujer,74,157,
Jalapa,Jalapa,Mujer,74,17,Población ocupada
Jalapa,Jalapa,Mujer,75,139,
Jalapa,Jalapa,Mujer,75,32,Población ocupada
Jalapa,Jalapa,Mujer,76,120,
Jalapa,Jalapa,Mujer,76,19,Población ocupada
Jalapa,Jalapa,Mujer,77,127,
Jalapa,Jalapa,Mujer,77,15,Población ocupada
Jalapa,Jalapa,Mujer,78,122,
Jalapa,Jalapa,Mujer,78,19,Población ocupada
Jalapa,Jalapa,Mujer,79,85,
Jalapa,Jalapa,Mujer,79,18,Población ocupada
Jalapa,Jalapa,Mujer,80,83,
Jalapa,Jalapa,Mujer,80,7,Población ocupada
Jalapa,Jalapa,Mujer,81,49,
Jalapa,Jalapa,Mujer,81,5,Población ocupada
Jalapa,Jalapa,Mujer,82,91,
Jalapa,Jalapa,Mujer,82,5,Población ocupada
Jalapa,Jalapa,Mujer,83,84,
Jalapa,Jalapa,Mujer,83,1,Población ocupada
Jalapa,Jalapa,Mujer,84,60,
Jalapa,Jalapa,Mujer,84,2,Población ocupada
Jalapa,Jalapa,Mujer,85,55,
Jalapa,Jalapa,Mujer,85,4,Población ocupada
Jalapa,Jalapa,Mujer,86,43,
Jalapa,Jalapa,Mujer,86,1,Población ocupada
Jalapa,Jalapa,Mujer,87,62,
Jalapa,Jalapa,Mujer,87,3,Población ocupada
Jalapa,Jalapa,Mujer,88,49,
Jalapa,Jalapa,Mujer,88,2,Población ocupada
Jalapa,Jalapa,Mujer,89,37,
Jalapa,Jalapa,Mujer,90,27,
Jalapa,Jalapa,Mujer,90,3,Población ocupada
Jalapa,Jalapa,Mujer,91,21,
Jalapa,Jalapa,Mujer,91,1,Población ocupada
Jalapa,Jalapa,Mujer,92,20,
Jalapa,Jalapa,Mujer,92,2,Población ocupada
Jalapa,Jalapa,Mujer,93,4,
Jalapa,Jalapa,Mujer,93,5,Población ocupada
Jalapa,Jalapa,Mujer,94,9,
Jalapa,Jalapa,Mujer,95,10,
Jalapa,Jalapa,Mujer,96,9,
Jalapa,Jalapa,Mujer,97,6,
Jalapa,Jalapa,Mujer,98,10,
Jalapa,Jalapa,Mujer,99,1,
Jalapa,Jalapa,Mujer,100,2,
Jalapa,Jalapa,Mujer,101,2,
Jalapa,Mataquescuintla,Hombre,0,433,
Jalapa,Mataquescuintla,Hombre,1,488,
Jalapa,Mataquescuintla,Hombre,2,501,
Jalapa,Mataquescuintla,Hombre,3,484,
Jalapa,Mataquescuintla,Hombre,4,520,
Jalapa,Mataquescuintla,Hombre,5,488,
Jalapa,Mataquescuintla,Hombre,6,501,
Jalapa,Mataquescuintla,Hombre,7,454,
Jalapa,Mataquescuintla,Hombre,7,2,Población ocupada
Jalapa,Mataquescuintla,Hombre,8,461,
Jalapa,Mataquescuintla,Hombre,8,4,Población ocupada
Jalapa,Mataquescuintla,Hombre,9,485,
Jalapa,Mataquescuintla,Hombre,9,2,Población ocupada
Jalapa,Mataquescuintla,Hombre,10,464,
Jalapa,Mataquescuintla,Hombre,10,6,Población ocupada
Jalapa,Mataquescuintla,Hombre,11,456,
Jalapa,Mataquescuintla,Hombre,11,16,Población ocupada
Jalapa,Mataquescuintla,Hombre,12,449,
Jalapa,Mataquescuintla,Hombre,12,24,Población ocupada
Jalapa,Mataquescuintla,Hombre,13,399,
Jalapa,Mataquescuintla,Hombre,13,102,Población ocupada
Jalapa,Mataquescuintla,Hombre,14,302,
Jalapa,Mataquescuintla,Hombre,14,184,Población ocupada
Jalapa,Mataquescuintla,Hombre,15,253,
Jalapa,Mataquescuintla,Hombre,15,275,Población ocupada
Jalapa,Mataquescuintla,Hombre,16,194,
Jalapa,Mataquescuintla,Hombre,16,259,Población ocupada
Jalapa,Mataquescuintla,Hombre,17,191,
Jalapa,Mataquescuintla,Hombre,17,304,Población ocupada
Jalapa,Mataquescuintla,Hombre,18,148,
Jalapa,Mataquescuintla,Hombre,18,364,Población ocupada
Jalapa,Mataquescuintla,Hombre,19,114,
Jalapa,Mataquescuintla,Hombre,19,356,Población ocupada
Jalapa,Mataquescuintla,Hombre,20,80,
Jalapa,Mataquescuintla,Hombre,20,348,Población ocupada
Jalapa,Mataquescuintla,Hombre,21,62,
Jalapa,Mataquescuintla,Hombre,21,369,Población ocupada
Jalapa,Mataquescuintla,Hombre,22,42,
Jalapa,Mataquescuintla,Hombre,22,386,Población ocupada
Jalapa,Mataquescuintla,Hombre,23,41,
Jalapa,Mataquescuintla,Hombre,23,349,Población ocupada
Jalapa,Mataquescuintla,Hombre,24,38,
Jalapa,Mataquescuintla,Hombre,24,362,Población ocupada
Jalapa,Mataquescuintla,Hombre,25,34,
Jalapa,Mataquescuintla,Hombre,25,326,Población ocupada
Jalapa,Mataquescuintla,Hombre,26,34,
Jalapa,Mataquescuintla,Hombre,26,310,Población ocupada
Jalapa,Mataquescuintla,Hombre,27,23,
Jalapa,Mataquescuintla,Hombre,27,282,Población ocupada
Jalapa,Mataquescuintla,Hombre,28,36,
Jalapa,Mataquescuintla,Hombre,28,292,Población ocupada
Jalapa,Mataquescuintla,Hombre,29,26,
Jalapa,Mataquescuintla,Hombre,29,247,Población ocupada
Jalapa,Mataquescuintla,Hombre,30,28,
Jalapa,Mataquescuintla,Hombre,30,276,Población ocupada
Jalapa,Mataquescuintla,Hombre,31,13,
Jalapa,Mataquescuintla,Hombre,31,223,Población ocupada
Jalapa,Mataquescuintla,Hombre,32,27,
Jalapa,Mataquescuintla,Hombre,32,271,Población ocupada
Jalapa,Mataquescuintla,Hombre,33,16,
Jalapa,Mataquescuintla,Hombre,33,182,Población ocupada
Jalapa,Mataquescuintla,Hombre,34,19,
Jalapa,Mataquescuintla,Hombre,34,215,Población ocupada
Jalapa,Mataquescuintla,Hombre,35,24,
Jalapa,Mataquescuintla,Hombre,35,227,Población ocupada
Jalapa,Mataquescuintla,Hombre,36,16,
Jalapa,Mataquescuintla,Hombre,36,188,Población ocupada
Jalapa,Mataquescuintla,Hombre,37,26,
Jalapa,Mataquescuintla,Hombre,37,205,Población ocupada
Jalapa,Mataquescuintla,Hombre,38,18,
Jalapa,Mataquescuintla,Hombre,38,213,Población ocupada
Jalapa,Mataquescuintla,Hombre,39,26,
Jalapa,Mataquescuintla,Hombre,39,188,Población ocupada
Jalapa,Mataquescuintla,Hombre,40,18,
Jalapa,Mataquescuintla,Hombre,40,189,Población ocupada
Jalapa,Mataquescuintla,Hombre,41,20,
Jalapa,Mataquescuintla,Hombre,41,145,Población ocupada
Jalapa,Mataquescuintla,Hombre,42,17,
Jalapa,Mataquescuintla,Hombre,42,172,Población ocupada
Jalapa,Mataquescuintla,Hombre,43,14,
Jalapa,Mataquescuintla,Hombre,43,181,Población ocupada
Jalapa,Mataquescuintla,Hombre,44,14,
Jalapa,Mataquescuintla,Hombre,44,154,Población ocupada
Jalapa,Mataquescuintla,Hombre,45,15,
Jalapa,Mataquescuintla,Hombre,45,187,Población ocupada
Jalapa,Mataquescuintla,Hombre,46,12,
Jalapa,Mataquescuintla,Hombre,46,142,Población ocupada
Jalapa,Mataquescuintla,Hombre,47,18,
Jalapa,Mataquescuintla,Hombre,47,156,Población ocupada
Jalapa,Mataquescuintla,Hombre,48,16,
Jalapa,Mataquescuintla,Hombre,48,155,Población ocupada
Jalapa,Mataquescuintla,Hombre,49,10,
Jalapa,Mataquescuintla,Hombre,49,138,Población ocupada
Jalapa,Mataquescuintla,Hombre,50,24,
Jalapa,Mataquescuintla,Hombre,50,157,Población ocupada
Jalapa,Mataquescuintla,Hombre,51,18,
Jalapa,Mataquescuintla,Hombre,51,133,Población ocupada
Jalapa,Mataquescuintla,Hombre,52,12,
Jalapa,Mataquescuintla,Hombre,52,132,Población ocupada
Jalapa,Mataquescuintla,Hombre,53,11,
Jalapa,Mataquescuintla,Hombre,53,119,Población ocupada
Jalapa,Mataquescuintla,Hombre,54,7,
Jalapa,Mataquescuintla,Hombre,54,119,Población ocupada
Jalapa,Mataquescuintla,Hombre,55,20,
Jalapa,Mataquescuintla,Hombre,55,123,Población ocupada
Jalapa,Mataquescuintla,Hombre,56,10,
Jalapa,Mataquescuintla,Hombre,56,100,Población ocupada
Jalapa,Mataquescuintla,Hombre,57,14,
Jalapa,Mataquescuintla,Hombre,57,110,Población ocupada
Jalapa,Mataquescuintla,Hombre,58,14,
Jalapa,Mataquescuintla,Hombre,58,122,Población ocupada
Jalapa,Mataquescuintla,Hombre,59,18,
Jalapa,Mataquescuintla,Hombre,59,77,Población ocupada
Jalapa,Mataquescuintla,Hombre,60,15,
Jalapa,Mataquescuintla,Hombre,60,93,Población ocupada
Jalapa,Mataquescuintla,Hombre,61,13,
Jalapa,Mataquescuintla,Hombre,61,70,Población ocupada
Jalapa,Mataquescuintla,Hombre,62,17,
Jalapa,Mataquescuintla,Hombre,62,72,Población ocupada
Jalapa,Mataquescuintla,Hombre,63,22,
Jalapa,Mataquescuintla,Hombre,63,75,Población ocupada
Jalapa,Mataquescuintla,Hombre,64,16,
Jalapa,Mataquescuintla,Hombre,64,74,Población ocupada
Jalapa,Mataquescuintla,Hombre,65,17,
Jalapa,Mataquescuintla,Hombre,65,55,Población ocupada
Jalapa,Mataquescuintla,Hombre,66,14,
Jalapa,Mataquescuintla,Hombre,66,58,Población ocupada
Jalapa,Mataquescuintla,Hombre,67,11,
Jalapa,Mataquescuintla,Hombre,67,47,Población ocupada
Jalapa,Mataquescuintla,Hombre,68,21,
Jalapa,Mataquescuintla,Hombre,68,56,Población ocupada
Jalapa,Mataquescuintla,Hombre,69,16,
Jalapa,Mataquescuintla,Hombre,69,41,Población ocupada
Jalapa,Mataquescuintla,Hombre,70,13,
Jalapa,Mataquescuintla,Hombre,70,42,Población ocupada
Jalapa,Mataquescuintla,Hombre,71,15,
Jalapa,Mataquescuintla,Hombre,71,43,Población ocupada
Jalapa,Mataquescuintla,Hombre,72,20,
Jalapa,Mataquescuintla,Hombre,72,37,Población ocupada
Jalapa,Mataquescuintla,Hombre,73,20,
Jalapa,Mataquescuintla,Hombre,73,38,Población ocupada
Jalapa,Mataquescuintla,Hombre,74,18,
Jalapa,Mataquescuintla,Hombre,74,46,Población ocupada
Jalapa,Mataquescuintla,Hombre,75,27,
Jalapa,Mataquescuintla,Hombre,75,37,Población ocupada
Jalapa,Mataquescuintla,Hombre,76,12,
Jalapa,Mataquescuintla,Hombre,76,26,Población ocupada
Jalapa,Mataquescuintla,Hombre,77,17,
Jalapa,Mataquescuintla,Hombre,77,26,Población ocupada
Jalapa,Mataquescuintla,Hombre,78,17,
Jalapa,Mataquescuintla,Hombre,78,21,Población ocupada
Jalapa,Mataquescuintla,Hombre,79,17,
Jalapa,Mataquescuintla,Hombre,79,14,Población ocupada
Jalapa,Mataquescuintla,Hombre,80,21,
Jalapa,Mataquescuintla,Hombre,80,19,Población ocupada
Jalapa,Mataquescuintla,Hombre,81,15,
Jalapa,Mataquescuintla,Hombre,81,8,Población ocupada
