NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,NIVGRADO||Nivel y grado de estudio,Recuento de PCP17_B
Quiché,Canillá,Hombre,6,1ero Primaria,6
Quiché,Canillá,Hombre,7,1ero Primaria,98
Quiché,Canillá,Hombre,7,2do Primaria,5
Quiché,Canillá,Hombre,8,1ero Primaria,65
Quiché,Canillá,Hombre,8,2do Primaria,46
Quiché,Canillá,Hombre,8,3ero Primaria,10
Quiché,Canillá,Hombre,9,1ero Primaria,27
Quiché,Canillá,Hombre,9,2do Primaria,45
Quiché,Canillá,Hombre,9,3ero Primaria,45
Quiché,Canillá,Hombre,9,4to Primaria,3
Quiché,Canillá,Hombre,10,1ero Primaria,18
Quiché,Canillá,Hombre,10,2do Primaria,41
Quiché,Canillá,Hombre,10,3ero Primaria,43
Quiché,Canillá,Hombre,10,4to Primaria,43
Quiché,Canillá,Hombre,10,5to Primaria,5
Quiché,Canillá,Hombre,11,1ero Primaria,5
Quiché,Canillá,Hombre,11,2do Primaria,10
Quiché,Canillá,Hombre,11,3ero Primaria,33
Quiché,Canillá,Hombre,11,4to Primaria,36
Quiché,Canillá,Hombre,11,5to Primaria,30
Quiché,Canillá,Hombre,11,6to Primaria,2
Quiché,Canillá,Hombre,12,1ero Basico,7
Quiché,Canillá,Hombre,12,1ero Primaria,7
Quiché,Canillá,Hombre,12,2do Primaria,5
Quiché,Canillá,Hombre,12,3ero Primaria,20
Quiché,Canillá,Hombre,12,4to Primaria,25
Quiché,Canillá,Hombre,12,5to Primaria,30
Quiché,Canillá,Hombre,12,6to Primaria,32
Quiché,Canillá,Hombre,13,1ero Basico,28
Quiché,Canillá,Hombre,13,1ero Primaria,7
Quiché,Canillá,Hombre,13,2do  Basico,1
Quiché,Canillá,Hombre,13,2do Primaria,9
Quiché,Canillá,Hombre,13,3ero Primaria,13
Quiché,Canillá,Hombre,13,4to Primaria,22
Quiché,Canillá,Hombre,13,5to Primaria,36
Quiché,Canillá,Hombre,13,6to Primaria,30
Quiché,Canillá,Hombre,14,1ero Basico,22
Quiché,Canillá,Hombre,14,1ero Primaria,5
Quiché,Canillá,Hombre,14,2do  Basico,19
Quiché,Canillá,Hombre,14,2do Primaria,3
Quiché,Canillá,Hombre,14,3ero Basico,4
Quiché,Canillá,Hombre,14,3ero Primaria,7
Quiché,Canillá,Hombre,14,4to Primaria,12
Quiché,Canillá,Hombre,14,5to Primaria,11
Quiché,Canillá,Hombre,14,6to Primaria,44
Quiché,Canillá,Hombre,15,1ero Basico,20
Quiché,Canillá,Hombre,15,1ero Primaria,3
Quiché,Canillá,Hombre,15,2do  Basico,7
Quiché,Canillá,Hombre,15,2do Primaria,3
Quiché,Canillá,Hombre,15,3ero Basico,15
Quiché,Canillá,Hombre,15,3ero Primaria,16
Quiché,Canillá,Hombre,15,4to Diversificado,5
Quiché,Canillá,Hombre,15,4to Primaria,9
Quiché,Canillá,Hombre,15,5to Primaria,8
Quiché,Canillá,Hombre,15,6to Primaria,39
Quiché,Canillá,Hombre,16,1ero Basico,6
Quiché,Canillá,Hombre,16,1ero Primaria,2
Quiché,Canillá,Hombre,16,2do  Basico,8
Quiché,Canillá,Hombre,16,2do Primaria,3
Quiché,Canillá,Hombre,16,3ero Basico,14
Quiché,Canillá,Hombre,16,3ero Primaria,7
Quiché,Canillá,Hombre,16,4to Diversificado,11
Quiché,Canillá,Hombre,16,4to Primaria,12
Quiché,Canillá,Hombre,16,5to Diversificado,2
Quiché,Canillá,Hombre,16,5to Primaria,8
Quiché,Canillá,Hombre,16,6to Primaria,52
Quiché,Canillá,Hombre,17,1ero Basico,6
Quiché,Canillá,Hombre,17,1ero Primaria,3
