NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PDESOC||Personas Desocupadas
Quetzaltenango,Almolonga,Hombre,0,83,
Quetzaltenango,Almolonga,Hombre,1,110,
Quetzaltenango,Almolonga,Hombre,2,143,
Quetzaltenango,Almolonga,Hombre,3,139,
Quetzaltenango,Almolonga,Hombre,4,125,
Quetzaltenango,Almolonga,Hombre,5,146,
Quetzaltenango,Almolonga,Hombre,6,161,
Quetzaltenango,Almolonga,Hombre,7,128,
Quetzaltenango,Almolonga,Hombre,8,147,
Quetzaltenango,Almolonga,Hombre,9,113,
Quetzaltenango,Almolonga,Hombre,9,1,Cesante
Quetzaltenango,Almolonga,Hombre,10,148,
Quetzaltenango,Almolonga,Hombre,11,94,
Quetzaltenango,Almolonga,Hombre,11,1,Cesante
Quetzaltenango,Almolonga,Hombre,12,109,
Quetzaltenango,Almolonga,Hombre,12,1,Cesante
Quetzaltenango,Almolonga,Hombre,13,105,
Quetzaltenango,Almolonga,Hombre,13,3,Cesante
Quetzaltenango,Almolonga,Hombre,14,117,
Quetzaltenango,Almolonga,Hombre,14,2,Cesante
Quetzaltenango,Almolonga,Hombre,15,136,
Quetzaltenango,Almolonga,Hombre,15,1,Aspirante
Quetzaltenango,Almolonga,Hombre,15,5,Cesante
Quetzaltenango,Almolonga,Hombre,16,132,
Quetzaltenango,Almolonga,Hombre,16,1,Aspirante
Quetzaltenango,Almolonga,Hombre,16,3,Cesante
Quetzaltenango,Almolonga,Hombre,17,152,
Quetzaltenango,Almolonga,Hombre,17,5,Cesante
Quetzaltenango,Almolonga,Hombre,18,165,
Quetzaltenango,Almolonga,Hombre,18,4,Cesante
Quetzaltenango,Almolonga,Hombre,19,103,
Quetzaltenango,Almolonga,Hombre,19,2,Cesante
Quetzaltenango,Almolonga,Hombre,20,180,
Quetzaltenango,Almolonga,Hombre,20,2,Aspirante
Quetzaltenango,Almolonga,Hombre,20,12,Cesante
Quetzaltenango,Almolonga,Hombre,21,87,
Quetzaltenango,Almolonga,Hombre,21,2,Aspirante
Quetzaltenango,Almolonga,Hombre,21,2,Cesante
Quetzaltenango,Almolonga,Hombre,22,140,
Quetzaltenango,Almolonga,Hombre,22,1,Aspirante
Quetzaltenango,Almolonga,Hombre,22,2,Cesante
Quetzaltenango,Almolonga,Hombre,23,123,
Quetzaltenango,Almolonga,Hombre,23,1,Aspirante
Quetzaltenango,Almolonga,Hombre,23,9,Cesante
Quetzaltenango,Almolonga,Hombre,24,106,
Quetzaltenango,Almolonga,Hombre,24,1,Aspirante
Quetzaltenango,Almolonga,Hombre,24,1,Cesante
Quetzaltenango,Almolonga,Hombre,25,192,
Quetzaltenango,Almolonga,Hombre,25,2,Aspirante
Quetzaltenango,Almolonga,Hombre,25,3,Cesante
Quetzaltenango,Almolonga,Hombre,26,120,
Quetzaltenango,Almolonga,Hombre,26,1,Aspirante
Quetzaltenango,Almolonga,Hombre,26,1,Cesante
Quetzaltenango,Almolonga,Hombre,27,125,
Quetzaltenango,Almolonga,Hombre,27,1,Cesante
Quetzaltenango,Almolonga,Hombre,28,150,
Quetzaltenango,Almolonga,Hombre,28,1,Cesante
Quetzaltenango,Almolonga,Hombre,29,79,
Quetzaltenango,Almolonga,Hombre,30,210,
Quetzaltenango,Almolonga,Hombre,30,1,Cesante
Quetzaltenango,Almolonga,Hombre,31,45,
Quetzaltenango,Almolonga,Hombre,32,107,
Quetzaltenango,Almolonga,Hombre,32,1,Aspirante
Quetzaltenango,Almolonga,Hombre,33,90,
Quetzaltenango,Almolonga,Hombre,33,1,Cesante
Quetzaltenango,Almolonga,Hombre,34,68,
Quetzaltenango,Almolonga,Hombre,35,147,
Quetzaltenango,Almolonga,Hombre,35,1,Aspirante
Quetzaltenango,Almolonga,Hombre,35,1,Cesante
Quetzaltenango,Almolonga,Hombre,36,66,
Quetzaltenango,Almolonga,Hombre,37,55,
Quetzaltenango,Almolonga,Hombre,38,105,
Quetzaltenango,Almolonga,Hombre,38,1,Aspirante
Quetzaltenango,Almolonga,Hombre,39,74,
Quetzaltenango,Almolonga,Hombre,40,163,
Quetzaltenango,Almolonga,Hombre,41,53,
Quetzaltenango,Almolonga,Hombre,42,86,
Quetzaltenango,Almolonga,Hombre,43,72,
Quetzaltenango,Almolonga,Hombre,44,56,
Quetzaltenango,Almolonga,Hombre,45,112,
Quetzaltenango,Almolonga,Hombre,46,52,
Quetzaltenango,Almolonga,Hombre,47,66,
Quetzaltenango,Almolonga,Hombre,48,89,
Quetzaltenango,Almolonga,Hombre,49,59,
Quetzaltenango,Almolonga,Hombre,50,178,
Quetzaltenango,Almolonga,Hombre,51,52,
Quetzaltenango,Almolonga,Hombre,52,93,
Quetzaltenango,Almolonga,Hombre,53,70,
Quetzaltenango,Almolonga,Hombre,54,57,
Quetzaltenango,Almolonga,Hombre,55,102,
Quetzaltenango,Almolonga,Hombre,56,46,
Quetzaltenango,Almolonga,Hombre,57,52,
Quetzaltenango,Almolonga,Hombre,58,58,
Quetzaltenango,Almolonga,Hombre,59,29,
Quetzaltenango,Almolonga,Hombre,60,94,
Quetzaltenango,Almolonga,Hombre,61,28,
Quetzaltenango,Almolonga,Hombre,62,50,
Quetzaltenango,Almolonga,Hombre,63,38,
Quetzaltenango,Almolonga,Hombre,64,28,
Quetzaltenango,Almolonga,Hombre,65,68,
Quetzaltenango,Almolonga,Hombre,66,24,
Quetzaltenango,Almolonga,Hombre,66,1,Aspirante
Quetzaltenango,Almolonga,Hombre,67,24,
Quetzaltenango,Almolonga,Hombre,68,38,
Quetzaltenango,Almolonga,Hombre,69,33,
Quetzaltenango,Almolonga,Hombre,70,54,
Quetzaltenango,Almolonga,Hombre,71,21,
Quetzaltenango,Almolonga,Hombre,72,28,
Quetzaltenango,Almolonga,Hombre,73,22,
Quetzaltenango,Almolonga,Hombre,74,18,
Quetzaltenango,Almolonga,Hombre,75,27,
Quetzaltenango,Almolonga,Hombre,76,10,
Quetzaltenango,Almolonga,Hombre,77,11,
Quetzaltenango,Almolonga,Hombre,78,12,
Quetzaltenango,Almolonga,Hombre,79,12,
Quetzaltenango,Almolonga,Hombre,80,22,
Quetzaltenango,Almolonga,Hombre,81,4,
Quetzaltenango,Almolonga,Hombre,82,10,
Quetzaltenango,Almolonga,Hombre,83,12,
Quetzaltenango,Almolonga,Hombre,84,8,
Quetzaltenango,Almolonga,Hombre,85,7,
Quetzaltenango,Almolonga,Hombre,86,7,
Quetzaltenango,Almolonga,Hombre,87,5,
Quetzaltenango,Almolonga,Hombre,88,7,
Quetzaltenango,Almolonga,Hombre,89,3,
Quetzaltenango,Almolonga,Hombre,90,5,
Quetzaltenango,Almolonga,Hombre,91,2,
Quetzaltenango,Almolonga,Hombre,93,1,
Quetzaltenango,Almolonga,Hombre,94,1,
Quetzaltenango,Almolonga,Mujer,0,110,
Quetzaltenango,Almolonga,Mujer,1,139,
Quetzaltenango,Almolonga,Mujer,2,134,
Quetzaltenango,Almolonga,Mujer,3,126,
Quetzaltenango,Almolonga,Mujer,4,121,
Quetzaltenango,Almolonga,Mujer,5,167,
Quetzaltenango,Almolonga,Mujer,6,146,
Quetzaltenango,Almolonga,Mujer,7,136,
Quetzaltenango,Almolonga,Mujer,8,135,
Quetzaltenango,Almolonga,Mujer,9,106,
Quetzaltenango,Almolonga,Mujer,10,126,
Quetzaltenango,Almolonga,Mujer,11,92,
Quetzaltenango,Almolonga,Mujer,12,98,
Quetzaltenango,Almolonga,Mujer,12,1,Cesante
Quetzaltenango,Almolonga,Mujer,13,135,
Quetzaltenango,Almolonga,Mujer,14,124,
Quetzaltenango,Almolonga,Mujer,14,1,Cesante
Quetzaltenango,Almolonga,Mujer,15,161,
Quetzaltenango,Almolonga,Mujer,16,139,
Quetzaltenango,Almolonga,Mujer,17,144,
Quetzaltenango,Almolonga,Mujer,18,215,
Quetzaltenango,Almolonga,Mujer,18,3,Cesante
Quetzaltenango,Almolonga,Mujer,19,110,
Quetzaltenango,Almolonga,Mujer,19,1,Cesante
Quetzaltenango,Almolonga,Mujer,20,193,
Quetzaltenango,Almolonga,Mujer,20,1,Cesante
Quetzaltenango,Almolonga,Mujer,21,112,
Quetzaltenango,Almolonga,Mujer,21,1,Cesante
Quetzaltenango,Almolonga,Mujer,22,171,
