NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PDESOC||Personas Desocupadas
Chiquimula,Camotán,Hombre,0,773,
Chiquimula,Camotán,Hombre,1,886,
Chiquimula,Camotán,Hombre,2,1006,
Chiquimula,Camotán,Hombre,3,799,
Chiquimula,Camotán,Hombre,4,832,
Chiquimula,Camotán,Hombre,5,854,
Chiquimula,Camotán,Hombre,6,724,
Chiquimula,Camotán,Hombre,7,792,
Chiquimula,Camotán,Hombre,7,2,Cesante
Chiquimula,Camotán,Hombre,8,728,
Chiquimula,Camotán,Hombre,9,776,
Chiquimula,Camotán,Hombre,9,1,Cesante
Chiquimula,Camotán,Hombre,10,812,
Chiquimula,Camotán,Hombre,10,2,Cesante
Chiquimula,Camotán,Hombre,11,743,
Chiquimula,Camotán,Hombre,11,1,Cesante
Chiquimula,Camotán,Hombre,12,731,
Chiquimula,Camotán,Hombre,12,1,Aspirante
Chiquimula,Camotán,Hombre,13,762,
Chiquimula,Camotán,Hombre,13,2,Aspirante
Chiquimula,Camotán,Hombre,13,4,Cesante
Chiquimula,Camotán,Hombre,14,695,
Chiquimula,Camotán,Hombre,14,4,Aspirante
Chiquimula,Camotán,Hombre,14,11,Cesante
Chiquimula,Camotán,Hombre,15,728,
Chiquimula,Camotán,Hombre,15,5,Aspirante
Chiquimula,Camotán,Hombre,15,17,Cesante
Chiquimula,Camotán,Hombre,16,663,
Chiquimula,Camotán,Hombre,16,6,Aspirante
Chiquimula,Camotán,Hombre,16,14,Cesante
Chiquimula,Camotán,Hombre,17,696,
Chiquimula,Camotán,Hombre,17,5,Aspirante
Chiquimula,Camotán,Hombre,17,21,Cesante
Chiquimula,Camotán,Hombre,18,681,
Chiquimula,Camotán,Hombre,18,7,Aspirante
Chiquimula,Camotán,Hombre,18,25,Cesante
Chiquimula,Camotán,Hombre,19,572,
Chiquimula,Camotán,Hombre,19,6,Aspirante
Chiquimula,Camotán,Hombre,19,19,Cesante
Chiquimula,Camotán,Hombre,20,558,
Chiquimula,Camotán,Hombre,20,9,Aspirante
Chiquimula,Camotán,Hombre,20,15,Cesante
Chiquimula,Camotán,Hombre,21,508,
Chiquimula,Camotán,Hombre,21,12,Aspirante
Chiquimula,Camotán,Hombre,21,12,Cesante
Chiquimula,Camotán,Hombre,22,524,
Chiquimula,Camotán,Hombre,22,5,Aspirante
Chiquimula,Camotán,Hombre,22,13,Cesante
Chiquimula,Camotán,Hombre,23,518,
Chiquimula,Camotán,Hombre,23,6,Aspirante
Chiquimula,Camotán,Hombre,23,8,Cesante
Chiquimula,Camotán,Hombre,24,458,
Chiquimula,Camotán,Hombre,24,10,Aspirante
Chiquimula,Camotán,Hombre,24,8,Cesante
Chiquimula,Camotán,Hombre,25,444,
Chiquimula,Camotán,Hombre,25,1,Aspirante
Chiquimula,Camotán,Hombre,25,10,Cesante
Chiquimula,Camotán,Hombre,26,369,
Chiquimula,Camotán,Hombre,26,5,Aspirante
Chiquimula,Camotán,Hombre,26,8,Cesante
Chiquimula,Camotán,Hombre,27,362,
Chiquimula,Camotán,Hombre,27,5,Aspirante
Chiquimula,Camotán,Hombre,27,4,Cesante
Chiquimula,Camotán,Hombre,28,359,
Chiquimula,Camotán,Hombre,28,8,Aspirante
Chiquimula,Camotán,Hombre,28,8,Cesante
Chiquimula,Camotán,Hombre,29,322,
Chiquimula,Camotán,Hombre,29,5,Aspirante
Chiquimula,Camotán,Hombre,30,376,
Chiquimula,Camotán,Hombre,30,4,Aspirante
Chiquimula,Camotán,Hombre,30,4,Cesante
Chiquimula,Camotán,Hombre,31,254,
Chiquimula,Camotán,Hombre,31,4,Aspirante
Chiquimula,Camotán,Hombre,31,2,Cesante
Chiquimula,Camotán,Hombre,32,343,
Chiquimula,Camotán,Hombre,32,6,Aspirante
Chiquimula,Camotán,Hombre,32,5,Cesante
Chiquimula,Camotán,Hombre,33,319,
Chiquimula,Camotán,Hombre,33,4,Aspirante
Chiquimula,Camotán,Hombre,33,5,Cesante
Chiquimula,Camotán,Hombre,34,269,
Chiquimula,Camotán,Hombre,34,3,Aspirante
Chiquimula,Camotán,Hombre,35,282,
Chiquimula,Camotán,Hombre,35,9,Aspirante
Chiquimula,Camotán,Hombre,35,3,Cesante
Chiquimula,Camotán,Hombre,36,281,
Chiquimula,Camotán,Hombre,36,1,Aspirante
Chiquimula,Camotán,Hombre,36,3,Cesante
Chiquimula,Camotán,Hombre,37,278,
Chiquimula,Camotán,Hombre,37,5,Aspirante
Chiquimula,Camotán,Hombre,37,3,Cesante
Chiquimula,Camotán,Hombre,38,277,
Chiquimula,Camotán,Hombre,38,3,Aspirante
Chiquimula,Camotán,Hombre,38,3,Cesante
Chiquimula,Camotán,Hombre,39,232,
Chiquimula,Camotán,Hombre,39,8,Aspirante
Chiquimula,Camotán,Hombre,39,2,Cesante
Chiquimula,Camotán,Hombre,40,269,
Chiquimula,Camotán,Hombre,40,6,Aspirante
Chiquimula,Camotán,Hombre,41,203,
Chiquimula,Camotán,Hombre,41,1,Aspirante
Chiquimula,Camotán,Hombre,42,229,
Chiquimula,Camotán,Hombre,42,4,Aspirante
Chiquimula,Camotán,Hombre,43,211,
Chiquimula,Camotán,Hombre,43,3,Aspirante
Chiquimula,Camotán,Hombre,44,203,
Chiquimula,Camotán,Hombre,44,2,Aspirante
Chiquimula,Camotán,Hombre,44,1,Cesante
Chiquimula,Camotán,Hombre,45,199,
Chiquimula,Camotán,Hombre,46,178,
Chiquimula,Camotán,Hombre,47,169,
Chiquimula,Camotán,Hombre,47,2,Aspirante
Chiquimula,Camotán,Hombre,48,140,
Chiquimula,Camotán,Hombre,48,1,Aspirante
Chiquimula,Camotán,Hombre,48,1,Cesante
Chiquimula,Camotán,Hombre,49,151,
Chiquimula,Camotán,Hombre,50,148,
Chiquimula,Camotán,Hombre,50,3,Aspirante
Chiquimula,Camotán,Hombre,51,122,
Chiquimula,Camotán,Hombre,51,2,Aspirante
Chiquimula,Camotán,Hombre,52,138,
Chiquimula,Camotán,Hombre,52,2,Aspirante
Chiquimula,Camotán,Hombre,53,136,
Chiquimula,Camotán,Hombre,53,2,Aspirante
Chiquimula,Camotán,Hombre,54,125,
Chiquimula,Camotán,Hombre,54,2,Aspirante
Chiquimula,Camotán,Hombre,55,102,
Chiquimula,Camotán,Hombre,56,121,
Chiquimula,Camotán,Hombre,57,117,
Chiquimula,Camotán,Hombre,58,142,
Chiquimula,Camotán,Hombre,59,126,
Chiquimula,Camotán,Hombre,59,1,Aspirante
Chiquimula,Camotán,Hombre,60,135,
Chiquimula,Camotán,Hombre,60,2,Aspirante
Chiquimula,Camotán,Hombre,61,81,
Chiquimula,Camotán,Hombre,61,1,Aspirante
Chiquimula,Camotán,Hombre,62,82,
Chiquimula,Camotán,Hombre,62,1,Aspirante
Chiquimula,Camotán,Hombre,63,92,
Chiquimula,Camotán,Hombre,64,86,
Chiquimula,Camotán,Hombre,64,2,Aspirante
Chiquimula,Camotán,Hombre,65,103,
Chiquimula,Camotán,Hombre,66,83,
