NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCH9_I||Tiene Servicio de Internet,Recuento de PCH9_I
Alta Verapaz,Chahal,Hombre,33,No,4957
Alta Verapaz,Chahal,Hombre,33,Sí,72
Alta Verapaz,Chahal,Hombre,34,No,4957
Alta Verapaz,Chahal,Hombre,34,Sí,72
Alta Verapaz,Chahal,Hombre,35,No,4957
Alta Verapaz,Chahal,Hombre,35,Sí,72
Alta Verapaz,Chahal,Hombre,36,No,4957
Alta Verapaz,Chahal,Hombre,36,Sí,72
Alta Verapaz,Chahal,Hombre,37,No,4957
Alta Verapaz,Chahal,Hombre,37,Sí,72
Alta Verapaz,Chahal,Hombre,38,No,4957
Alta Verapaz,Chahal,Hombre,38,Sí,72
Alta Verapaz,Chahal,Hombre,39,No,4957
Alta Verapaz,Chahal,Hombre,39,Sí,72
Alta Verapaz,Chahal,Hombre,40,No,4957
Alta Verapaz,Chahal,Hombre,40,Sí,72
Alta Verapaz,Chahal,Hombre,41,No,4957
Alta Verapaz,Chahal,Hombre,41,Sí,72
Alta Verapaz,Chahal,Hombre,42,No,4957
Alta Verapaz,Chahal,Hombre,42,Sí,72
Alta Verapaz,Chahal,Hombre,43,No,4957
Alta Verapaz,Chahal,Hombre,43,Sí,72
Alta Verapaz,Chahal,Hombre,44,No,4957
Alta Verapaz,Chahal,Hombre,44,Sí,72
Alta Verapaz,Chahal,Hombre,45,No,4957
Alta Verapaz,Chahal,Hombre,45,Sí,72
Alta Verapaz,Chahal,Hombre,46,No,4957
Alta Verapaz,Chahal,Hombre,46,Sí,72
Alta Verapaz,Chahal,Hombre,47,No,4957
Alta Verapaz,Chahal,Hombre,47,Sí,72
Alta Verapaz,Chahal,Hombre,48,No,4957
Alta Verapaz,Chahal,Hombre,48,Sí,72
Alta Verapaz,Chahal,Hombre,49,No,4957
Alta Verapaz,Chahal,Hombre,49,Sí,72
Alta Verapaz,Chahal,Hombre,50,No,4957
Alta Verapaz,Chahal,Hombre,50,Sí,72
Alta Verapaz,Chahal,Hombre,51,No,4957
Alta Verapaz,Chahal,Hombre,51,Sí,72
Alta Verapaz,Chahal,Hombre,52,No,4957
Alta Verapaz,Chahal,Hombre,52,Sí,72
Alta Verapaz,Chahal,Hombre,53,No,4957
Alta Verapaz,Chahal,Hombre,53,Sí,72
Alta Verapaz,Chahal,Hombre,54,No,4957
Alta Verapaz,Chahal,Hombre,54,Sí,72
Alta Verapaz,Chahal,Hombre,55,No,4957
Alta Verapaz,Chahal,Hombre,55,Sí,72
Alta Verapaz,Chahal,Hombre,56,No,4957
Alta Verapaz,Chahal,Hombre,56,Sí,72
Alta Verapaz,Chahal,Hombre,57,No,4957
Alta Verapaz,Chahal,Hombre,57,Sí,72
Alta Verapaz,Chahal,Hombre,58,No,4957
Alta Verapaz,Chahal,Hombre,58,Sí,72
Alta Verapaz,Chahal,Hombre,59,No,4957
Alta Verapaz,Chahal,Hombre,59,Sí,72
Alta Verapaz,Chahal,Hombre,60,No,4957
Alta Verapaz,Chahal,Hombre,60,Sí,72
Alta Verapaz,Chahal,Hombre,61,No,4957
Alta Verapaz,Chahal,Hombre,61,Sí,72
Alta Verapaz,Chahal,Hombre,62,No,4957
Alta Verapaz,Chahal,Hombre,62,Sí,72
Alta Verapaz,Chahal,Hombre,63,No,4957
Alta Verapaz,Chahal,Hombre,63,Sí,72
Alta Verapaz,Chahal,Hombre,64,No,4957
Alta Verapaz,Chahal,Hombre,64,Sí,72
Alta Verapaz,Chahal,Hombre,65,No,4957
Alta Verapaz,Chahal,Hombre,65,Sí,72
Alta Verapaz,Chahal,Hombre,66,No,4957
Alta Verapaz,Chahal,Hombre,66,Sí,72
Alta Verapaz,Chahal,Hombre,67,No,4957
Alta Verapaz,Chahal,Hombre,67,Sí,72
Alta Verapaz,Chahal,Hombre,68,No,4957
Alta Verapaz,Chahal,Hombre,68,Sí,72
Alta Verapaz,Chahal,Hombre,69,No,4957
Alta Verapaz,Chahal,Hombre,69,Sí,72
Alta Verapaz,Chahal,Hombre,70,No,4957
Alta Verapaz,Chahal,Hombre,70,Sí,72
Alta Verapaz,Chahal,Hombre,71,No,4957
Alta Verapaz,Chahal,Hombre,71,Sí,72
Alta Verapaz,Chahal,Hombre,72,No,4957
Alta Verapaz,Chahal,Hombre,72,Sí,72
Alta Verapaz,Chahal,Hombre,73,No,4957
Alta Verapaz,Chahal,Hombre,73,Sí,72
Alta Verapaz,Chahal,Hombre,74,No,4957
Alta Verapaz,Chahal,Hombre,74,Sí,72
Alta Verapaz,Chahal,Hombre,75,No,4957
Alta Verapaz,Chahal,Hombre,75,Sí,72
Alta Verapaz,Chahal,Hombre,76,No,4957
Alta Verapaz,Chahal,Hombre,76,Sí,72
Alta Verapaz,Chahal,Hombre,77,No,4957
Alta Verapaz,Chahal,Hombre,77,Sí,72
Alta Verapaz,Chahal,Hombre,78,No,4957
Alta Verapaz,Chahal,Hombre,78,Sí,72
Alta Verapaz,Chahal,Hombre,79,No,4957
Alta Verapaz,Chahal,Hombre,79,Sí,72
Alta Verapaz,Chahal,Hombre,80,No,4957
Alta Verapaz,Chahal,Hombre,80,Sí,72
Alta Verapaz,Chahal,Hombre,81,No,4957
Alta Verapaz,Chahal,Hombre,81,Sí,72
Alta Verapaz,Chahal,Hombre,82,No,4957
Alta Verapaz,Chahal,Hombre,82,Sí,72
Alta Verapaz,Chahal,Hombre,83,No,4957
Alta Verapaz,Chahal,Hombre,83,Sí,72
Alta Verapaz,Chahal,Hombre,84,No,4957
Alta Verapaz,Chahal,Hombre,84,Sí,72
Alta Verapaz,Chahal,Hombre,85,No,4957
Alta Verapaz,Chahal,Hombre,85,Sí,72
Alta Verapaz,Chahal,Hombre,86,No,4957
Alta Verapaz,Chahal,Hombre,86,Sí,72
Alta Verapaz,Chahal,Hombre,87,No,4957
Alta Verapaz,Chahal,Hombre,87,Sí,72
Alta Verapaz,Chahal,Hombre,88,No,4957
Alta Verapaz,Chahal,Hombre,88,Sí,72
Alta Verapaz,Chahal,Hombre,89,No,4957
Alta Verapaz,Chahal,Hombre,89,Sí,72
Alta Verapaz,Chahal,Hombre,90,No,4957
Alta Verapaz,Chahal,Hombre,90,Sí,72
Alta Verapaz,Chahal,Hombre,91,No,4957
Alta Verapaz,Chahal,Hombre,91,Sí,72
Alta Verapaz,Chahal,Hombre,92,No,4957
Alta Verapaz,Chahal,Hombre,92,Sí,72
Alta Verapaz,Chahal,Hombre,98,No,4957
Alta Verapaz,Chahal,Hombre,98,Sí,72
Alta Verapaz,Chahal,Hombre,99,No,4957
Alta Verapaz,Chahal,Hombre,99,Sí,72
Alta Verapaz,Chahal,Mujer,0,No,4957
Alta Verapaz,Chahal,Mujer,0,Sí,72
Alta Verapaz,Chahal,Mujer,1,No,4957
Alta Verapaz,Chahal,Mujer,1,Sí,72
Alta Verapaz,Chahal,Mujer,2,No,4957
Alta Verapaz,Chahal,Mujer,2,Sí,72
Alta Verapaz,Chahal,Mujer,3,No,4957
Alta Verapaz,Chahal,Mujer,3,Sí,72
Alta Verapaz,Chahal,Mujer,4,No,4957
Alta Verapaz,Chahal,Mujer,4,Sí,72
Alta Verapaz,Chahal,Mujer,5,No,4957
Alta Verapaz,Chahal,Mujer,5,Sí,72
Alta Verapaz,Chahal,Mujer,6,No,4957
Alta Verapaz,Chahal,Mujer,6,Sí,72
Alta Verapaz,Chahal,Mujer,7,No,4957
Alta Verapaz,Chahal,Mujer,7,Sí,72
Alta Verapaz,Chahal,Mujer,8,No,4957
Alta Verapaz,Chahal,Mujer,8,Sí,72
Alta Verapaz,Chahal,Mujer,9,No,4957
Alta Verapaz,Chahal,Mujer,9,Sí,72
Alta Verapaz,Chahal,Mujer,10,No,4957
Alta Verapaz,Chahal,Mujer,10,Sí,72
Alta Verapaz,Chahal,Mujer,11,No,4957
Alta Verapaz,Chahal,Mujer,11,Sí,72
Alta Verapaz,Chahal,Mujer,12,No,4957
Alta Verapaz,Chahal,Mujer,12,Sí,72
Alta Verapaz,Chahal,Mujer,13,No,4957
Alta Verapaz,Chahal,Mujer,13,Sí,72
Alta Verapaz,Chahal,Mujer,14,No,4957
Alta Verapaz,Chahal,Mujer,14,Sí,72
Alta Verapaz,Chahal,Mujer,15,No,4957
Alta Verapaz,Chahal,Mujer,15,Sí,72
Alta Verapaz,Chahal,Mujer,16,No,4957
Alta Verapaz,Chahal,Mujer,16,Sí,72
Alta Verapaz,Chahal,Mujer,17,No,4957
Alta Verapaz,Chahal,Mujer,17,Sí,72
Alta Verapaz,Chahal,Mujer,18,No,4957
Alta Verapaz,Chahal,Mujer,18,Sí,72
Alta Verapaz,Chahal,Mujer,19,No,4957
Alta Verapaz,Chahal,Mujer,19,Sí,72
Alta Verapaz,Chahal,Mujer,20,No,4957
Alta Verapaz,Chahal,Mujer,20,Sí,72
Alta Verapaz,Chahal,Mujer,21,No,4957
Alta Verapaz,Chahal,Mujer,21,Sí,72
Alta Verapaz,Chahal,Mujer,22,No,4957
Alta Verapaz,Chahal,Mujer,22,Sí,72
Alta Verapaz,Chahal,Mujer,23,No,4957
Alta Verapaz,Chahal,Mujer,23,Sí,72
Alta Verapaz,Chahal,Mujer,24,No,4957
Alta Verapaz,Chahal,Mujer,24,Sí,72
Alta Verapaz,Chahal,Mujer,25,No,4957
Alta Verapaz,Chahal,Mujer,25,Sí,72
Alta Verapaz,Chahal,Mujer,26,No,4957
Alta Verapaz,Chahal,Mujer,26,Sí,72
Alta Verapaz,Chahal,Mujer,27,No,4957
Alta Verapaz,Chahal,Mujer,27,Sí,72
Alta Verapaz,Chahal,Mujer,28,No,4957
Alta Verapaz,Chahal,Mujer,28,Sí,72
Alta Verapaz,Chahal,Mujer,29,No,4957
Alta Verapaz,Chahal,Mujer,29,Sí,72
Alta Verapaz,Chahal,Mujer,30,No,4957
Alta Verapaz,Chahal,Mujer,30,Sí,72
Alta Verapaz,Chahal,Mujer,31,No,4957
Alta Verapaz,Chahal,Mujer,31,Sí,72
Alta Verapaz,Chahal,Mujer,32,No,4957
Alta Verapaz,Chahal,Mujer,32,Sí,72
Alta Verapaz,Chahal,Mujer,33,No,4957
Alta Verapaz,Chahal,Mujer,33,Sí,72
Alta Verapaz,Chahal,Mujer,34,No,4957
Alta Verapaz,Chahal,Mujer,34,Sí,72
Alta Verapaz,Chahal,Mujer,35,No,4957
Alta Verapaz,Chahal,Mujer,35,Sí,72
Alta Verapaz,Chahal,Mujer,36,No,4957
Alta Verapaz,Chahal,Mujer,36,Sí,72
Alta Verapaz,Chahal,Mujer,37,No,4957
Alta Verapaz,Chahal,Mujer,37,Sí,72
Alta Verapaz,Chahal,Mujer,38,No,4957
Alta Verapaz,Chahal,Mujer,38,Sí,72
Alta Verapaz,Chahal,Mujer,39,No,4957
Alta Verapaz,Chahal,Mujer,39,Sí,72
Alta Verapaz,Chahal,Mujer,40,No,4957
Alta Verapaz,Chahal,Mujer,40,Sí,72
Alta Verapaz,Chahal,Mujer,41,No,4957
Alta Verapaz,Chahal,Mujer,41,Sí,72
Alta Verapaz,Chahal,Mujer,42,No,4957
Alta Verapaz,Chahal,Mujer,42,Sí,72
Alta Verapaz,Chahal,Mujer,43,No,4957
Alta Verapaz,Chahal,Mujer,43,Sí,72
Alta Verapaz,Chahal,Mujer,44,No,4957
Alta Verapaz,Chahal,Mujer,44,Sí,72
Alta Verapaz,Chahal,Mujer,45,No,4957
Alta Verapaz,Chahal,Mujer,45,Sí,72
Alta Verapaz,Chahal,Mujer,46,No,4957
Alta Verapaz,Chahal,Mujer,46,Sí,72
Alta Verapaz,Chahal,Mujer,47,No,4957
Alta Verapaz,Chahal,Mujer,47,Sí,72
Alta Verapaz,Chahal,Mujer,48,No,4957
Alta Verapaz,Chahal,Mujer,48,Sí,72
Alta Verapaz,Chahal,Mujer,49,No,4957
Alta Verapaz,Chahal,Mujer,49,Sí,72
Alta Verapaz,Chahal,Mujer,50,No,4957
Alta Verapaz,Chahal,Mujer,50,Sí,72
Alta Verapaz,Chahal,Mujer,51,No,4957
Alta Verapaz,Chahal,Mujer,51,Sí,72
Alta Verapaz,Chahal,Mujer,52,No,4957
Alta Verapaz,Chahal,Mujer,52,Sí,72
Alta Verapaz,Chahal,Mujer,53,No,4957
Alta Verapaz,Chahal,Mujer,53,Sí,72
Alta Verapaz,Chahal,Mujer,54,No,4957
Alta Verapaz,Chahal,Mujer,54,Sí,72
Alta Verapaz,Chahal,Mujer,55,No,4957
Alta Verapaz,Chahal,Mujer,55,Sí,72
Alta Verapaz,Chahal,Mujer,56,No,4957
Alta Verapaz,Chahal,Mujer,56,Sí,72
Alta Verapaz,Chahal,Mujer,57,No,4957
Alta Verapaz,Chahal,Mujer,57,Sí,72
Alta Verapaz,Chahal,Mujer,58,No,4957
Alta Verapaz,Chahal,Mujer,58,Sí,72
Alta Verapaz,Chahal,Mujer,59,No,4957
Alta Verapaz,Chahal,Mujer,59,Sí,72
Alta Verapaz,Chahal,Mujer,60,No,4957
Alta Verapaz,Chahal,Mujer,60,Sí,72
Alta Verapaz,Chahal,Mujer,61,No,4957
Alta Verapaz,Chahal,Mujer,61,Sí,72
Alta Verapaz,Chahal,Mujer,62,No,4957
Alta Verapaz,Chahal,Mujer,62,Sí,72
Alta Verapaz,Chahal,Mujer,63,No,4957
Alta Verapaz,Chahal,Mujer,63,Sí,72
Alta Verapaz,Chahal,Mujer,64,No,4957
Alta Verapaz,Chahal,Mujer,64,Sí,72
Alta Verapaz,Chahal,Mujer,65,No,4957
Alta Verapaz,Chahal,Mujer,65,Sí,72
Alta Verapaz,Chahal,Mujer,66,No,4957
Alta Verapaz,Chahal,Mujer,66,Sí,72
Alta Verapaz,Chahal,Mujer,67,No,4957
Alta Verapaz,Chahal,Mujer,67,Sí,72
Alta Verapaz,Chahal,Mujer,68,No,4957
Alta Verapaz,Chahal,Mujer,68,Sí,72
Alta Verapaz,Chahal,Mujer,69,No,4957
Alta Verapaz,Chahal,Mujer,69,Sí,72
Alta Verapaz,Chahal,Mujer,70,No,4957
Alta Verapaz,Chahal,Mujer,70,Sí,72
Alta Verapaz,Chahal,Mujer,71,No,4957
Alta Verapaz,Chahal,Mujer,71,Sí,72
Alta Verapaz,Chahal,Mujer,72,No,4957
Alta Verapaz,Chahal,Mujer,72,Sí,72
Alta Verapaz,Chahal,Mujer,73,No,4957
Alta Verapaz,Chahal,Mujer,73,Sí,72
Alta Verapaz,Chahal,Mujer,74,No,4957
Alta Verapaz,Chahal,Mujer,74,Sí,72
Alta Verapaz,Chahal,Mujer,75,No,4957
Alta Verapaz,Chahal,Mujer,75,Sí,72
Alta Verapaz,Chahal,Mujer,76,No,4957
Alta Verapaz,Chahal,Mujer,76,Sí,72
Alta Verapaz,Chahal,Mujer,77,No,4957
Alta Verapaz,Chahal,Mujer,77,Sí,72
Alta Verapaz,Chahal,Mujer,78,No,4957
Alta Verapaz,Chahal,Mujer,78,Sí,72
Alta Verapaz,Chahal,Mujer,79,No,4957
Alta Verapaz,Chahal,Mujer,79,Sí,72
Alta Verapaz,Chahal,Mujer,80,No,4957
Alta Verapaz,Chahal,Mujer,80,Sí,72
Alta Verapaz,Chahal,Mujer,81,No,4957
Alta Verapaz,Chahal,Mujer,81,Sí,72
Alta Verapaz,Chahal,Mujer,82,No,4957
Alta Verapaz,Chahal,Mujer,82,Sí,72
Alta Verapaz,Chahal,Mujer,83,No,4957
Alta Verapaz,Chahal,Mujer,83,Sí,72
Alta Verapaz,Chahal,Mujer,84,No,4957
Alta Verapaz,Chahal,Mujer,84,Sí,72
Alta Verapaz,Chahal,Mujer,85,No,4957
Alta Verapaz,Chahal,Mujer,85,Sí,72
Alta Verapaz,Chahal,Mujer,86,No,4957
Alta Verapaz,Chahal,Mujer,86,Sí,72
Alta Verapaz,Chahal,Mujer,87,No,4957
Alta Verapaz,Chahal,Mujer,87,Sí,72
Alta Verapaz,Chahal,Mujer,88,No,4957
Alta Verapaz,Chahal,Mujer,88,Sí,72
Alta Verapaz,Chahal,Mujer,89,No,4957
Alta Verapaz,Chahal,Mujer,89,Sí,72
Alta Verapaz,Chahal,Mujer,90,No,4957
Alta Verapaz,Chahal,Mujer,90,Sí,72
Alta Verapaz,Chahal,Mujer,92,No,4957
Alta Verapaz,Chahal,Mujer,92,Sí,72
Alta Verapaz,Chahal,Mujer,95,No,4957
Alta Verapaz,Chahal,Mujer,95,Sí,72
Alta Verapaz,Chahal,Mujer,97,No,4957
Alta Verapaz,Chahal,Mujer,97,Sí,72
Alta Verapaz,Chisec,Hombre,0,No,14705
Alta Verapaz,Chisec,Hombre,0,Sí,214
Alta Verapaz,Chisec,Hombre,1,No,14705
Alta Verapaz,Chisec,Hombre,1,Sí,214
Alta Verapaz,Chisec,Hombre,2,No,14705
Alta Verapaz,Chisec,Hombre,2,Sí,214
Alta Verapaz,Chisec,Hombre,3,No,14705
Alta Verapaz,Chisec,Hombre,3,Sí,214
Alta Verapaz,Chisec,Hombre,4,No,14705
Alta Verapaz,Chisec,Hombre,4,Sí,214
Alta Verapaz,Chisec,Hombre,5,No,14705
Alta Verapaz,Chisec,Hombre,5,Sí,214
Alta Verapaz,Chisec,Hombre,6,No,14705
Alta Verapaz,Chisec,Hombre,6,Sí,214
Alta Verapaz,Chisec,Hombre,7,No,14705
Alta Verapaz,Chisec,Hombre,7,Sí,214
Alta Verapaz,Chisec,Hombre,8,No,14705
Alta Verapaz,Chisec,Hombre,8,Sí,214
Alta Verapaz,Chisec,Hombre,9,No,14705
Alta Verapaz,Chisec,Hombre,9,Sí,214
Alta Verapaz,Chisec,Hombre,10,No,14705
Alta Verapaz,Chisec,Hombre,10,Sí,214
Alta Verapaz,Chisec,Hombre,11,No,14705
Alta Verapaz,Chisec,Hombre,11,Sí,214
Alta Verapaz,Chisec,Hombre,12,No,14705
Alta Verapaz,Chisec,Hombre,12,Sí,214
Alta Verapaz,Chisec,Hombre,13,No,14705
Alta Verapaz,Chisec,Hombre,13,Sí,214
Alta Verapaz,Chisec,Hombre,14,No,14705
Alta Verapaz,Chisec,Hombre,14,Sí,214
Alta Verapaz,Chisec,Hombre,15,No,14705
Alta Verapaz,Chisec,Hombre,15,Sí,214
Alta Verapaz,Chisec,Hombre,16,No,14705
Alta Verapaz,Chisec,Hombre,16,Sí,214
Alta Verapaz,Chisec,Hombre,17,No,14705
Alta Verapaz,Chisec,Hombre,17,Sí,214
Alta Verapaz,Chisec,Hombre,18,No,14705
Alta Verapaz,Chisec,Hombre,18,Sí,214
Alta Verapaz,Chisec,Hombre,19,No,14705
Alta Verapaz,Chisec,Hombre,19,Sí,214
Alta Verapaz,Chisec,Hombre,20,No,14705
Alta Verapaz,Chisec,Hombre,20,Sí,214
Alta Verapaz,Chisec,Hombre,21,No,14705
Alta Verapaz,Chisec,Hombre,21,Sí,214
Alta Verapaz,Chisec,Hombre,22,No,14705
Alta Verapaz,Chisec,Hombre,22,Sí,214
Alta Verapaz,Chisec,Hombre,23,No,14705
Alta Verapaz,Chisec,Hombre,23,Sí,214
Alta Verapaz,Chisec,Hombre,24,No,14705
Alta Verapaz,Chisec,Hombre,24,Sí,214
Alta Verapaz,Chisec,Hombre,25,No,14705
Alta Verapaz,Chisec,Hombre,25,Sí,214
Alta Verapaz,Chisec,Hombre,26,No,14705
Alta Verapaz,Chisec,Hombre,26,Sí,214
Alta Verapaz,Chisec,Hombre,27,No,14705
Alta Verapaz,Chisec,Hombre,27,Sí,214
Alta Verapaz,Chisec,Hombre,28,No,14705
Alta Verapaz,Chisec,Hombre,28,Sí,214
Alta Verapaz,Chisec,Hombre,29,No,14705
Alta Verapaz,Chisec,Hombre,29,Sí,214
Alta Verapaz,Chisec,Hombre,30,No,14705
Alta Verapaz,Chisec,Hombre,30,Sí,214
Alta Verapaz,Chisec,Hombre,31,No,14705
Alta Verapaz,Chisec,Hombre,31,Sí,214
Alta Verapaz,Chisec,Hombre,32,No,14705
Alta Verapaz,Chisec,Hombre,32,Sí,214
Alta Verapaz,Chisec,Hombre,33,No,14705
Alta Verapaz,Chisec,Hombre,33,Sí,214
Alta Verapaz,Chisec,Hombre,34,No,14705
Alta Verapaz,Chisec,Hombre,34,Sí,214
Alta Verapaz,Chisec,Hombre,35,No,14705
Alta Verapaz,Chisec,Hombre,35,Sí,214
Alta Verapaz,Chisec,Hombre,36,No,14705
Alta Verapaz,Chisec,Hombre,36,Sí,214
Alta Verapaz,Chisec,Hombre,37,No,14705
Alta Verapaz,Chisec,Hombre,37,Sí,214
Alta Verapaz,Chisec,Hombre,38,No,14705
Alta Verapaz,Chisec,Hombre,38,Sí,214
Alta Verapaz,Chisec,Hombre,39,No,14705
Alta Verapaz,Chisec,Hombre,39,Sí,214
Alta Verapaz,Chisec,Hombre,40,No,14705
Alta Verapaz,Chisec,Hombre,40,Sí,214
Alta Verapaz,Chisec,Hombre,41,No,14705
Alta Verapaz,Chisec,Hombre,41,Sí,214
Alta Verapaz,Chisec,Hombre,42,No,14705
Alta Verapaz,Chisec,Hombre,42,Sí,214
Alta Verapaz,Chisec,Hombre,43,No,14705
Alta Verapaz,Chisec,Hombre,43,Sí,214
Alta Verapaz,Chisec,Hombre,44,No,14705
Alta Verapaz,Chisec,Hombre,44,Sí,214
Alta Verapaz,Chisec,Hombre,45,No,14705
Alta Verapaz,Chisec,Hombre,45,Sí,214
Alta Verapaz,Chisec,Hombre,46,No,14705
Alta Verapaz,Chisec,Hombre,46,Sí,214
Alta Verapaz,Chisec,Hombre,47,No,14705
Alta Verapaz,Chisec,Hombre,47,Sí,214
Alta Verapaz,Chisec,Hombre,48,No,14705
Alta Verapaz,Chisec,Hombre,48,Sí,214
Alta Verapaz,Chisec,Hombre,49,No,14705
Alta Verapaz,Chisec,Hombre,49,Sí,214
Alta Verapaz,Chisec,Hombre,50,No,14705
Alta Verapaz,Chisec,Hombre,50,Sí,214
Alta Verapaz,Chisec,Hombre,51,No,14705
Alta Verapaz,Chisec,Hombre,51,Sí,214
Alta Verapaz,Chisec,Hombre,52,No,14705
Alta Verapaz,Chisec,Hombre,52,Sí,214
Alta Verapaz,Chisec,Hombre,53,No,14705
Alta Verapaz,Chisec,Hombre,53,Sí,214
Alta Verapaz,Chisec,Hombre,54,No,14705
Alta Verapaz,Chisec,Hombre,54,Sí,214
Alta Verapaz,Chisec,Hombre,55,No,14705
Alta Verapaz,Chisec,Hombre,55,Sí,214
Alta Verapaz,Chisec,Hombre,56,No,14705
Alta Verapaz,Chisec,Hombre,56,Sí,214
Alta Verapaz,Chisec,Hombre,57,No,14705
Alta Verapaz,Chisec,Hombre,57,Sí,214
Alta Verapaz,Chisec,Hombre,58,No,14705
Alta Verapaz,Chisec,Hombre,58,Sí,214
Alta Verapaz,Chisec,Hombre,59,No,14705
Alta Verapaz,Chisec,Hombre,59,Sí,214
Alta Verapaz,Chisec,Hombre,60,No,14705
Alta Verapaz,Chisec,Hombre,60,Sí,214
Alta Verapaz,Chisec,Hombre,61,No,14705
Alta Verapaz,Chisec,Hombre,61,Sí,214
Alta Verapaz,Chisec,Hombre,62,No,14705
Alta Verapaz,Chisec,Hombre,62,Sí,214
Alta Verapaz,Chisec,Hombre,63,No,14705
Alta Verapaz,Chisec,Hombre,63,Sí,214
Alta Verapaz,Chisec,Hombre,64,No,14705
Alta Verapaz,Chisec,Hombre,64,Sí,214
Alta Verapaz,Chisec,Hombre,65,No,14705
Alta Verapaz,Chisec,Hombre,65,Sí,214
Alta Verapaz,Chisec,Hombre,66,No,14705
Alta Verapaz,Chisec,Hombre,66,Sí,214
Alta Verapaz,Chisec,Hombre,67,No,14705
Alta Verapaz,Chisec,Hombre,67,Sí,214
Alta Verapaz,Chisec,Hombre,68,No,14705
Alta Verapaz,Chisec,Hombre,68,Sí,214
Alta Verapaz,Chisec,Hombre,69,No,14705
Alta Verapaz,Chisec,Hombre,69,Sí,214
Alta Verapaz,Chisec,Hombre,70,No,14705
Alta Verapaz,Chisec,Hombre,70,Sí,214
Alta Verapaz,Chisec,Hombre,71,No,14705
Alta Verapaz,Chisec,Hombre,71,Sí,214
