NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCH9_I||Tiene Servicio de Internet,Recuento de PCH9_I
Sololá,Concepción,Hombre,0,No,920
Sololá,Concepción,Hombre,0,Sí,27
Sololá,Concepción,Hombre,1,No,920
Sololá,Concepción,Hombre,1,Sí,27
Sololá,Concepción,Hombre,2,No,920
Sololá,Concepción,Hombre,2,Sí,27
Sololá,Concepción,Hombre,3,No,920
Sololá,Concepción,Hombre,3,Sí,27
Sololá,Concepción,Hombre,4,No,920
Sololá,Concepción,Hombre,4,Sí,27
Sololá,Concepción,Hombre,5,No,920
Sololá,Concepción,Hombre,5,Sí,27
Sololá,Concepción,Hombre,6,No,920
Sololá,Concepción,Hombre,6,Sí,27
Sololá,Concepción,Hombre,7,No,920
Sololá,Concepción,Hombre,7,Sí,27
Sololá,Concepción,Hombre,8,No,920
Sololá,Concepción,Hombre,8,Sí,27
Sololá,Concepción,Hombre,9,No,920
Sololá,Concepción,Hombre,9,Sí,27
Sololá,Concepción,Hombre,10,No,920
Sololá,Concepción,Hombre,10,Sí,27
Sololá,Concepción,Hombre,11,No,920
Sololá,Concepción,Hombre,11,Sí,27
Sololá,Concepción,Hombre,12,No,920
Sololá,Concepción,Hombre,12,Sí,27
Sololá,Concepción,Hombre,13,No,920
Sololá,Concepción,Hombre,13,Sí,27
Sololá,Concepción,Hombre,14,No,920
Sololá,Concepción,Hombre,14,Sí,27
Sololá,Concepción,Hombre,15,No,920
Sololá,Concepción,Hombre,15,Sí,27
Sololá,Concepción,Hombre,16,No,920
Sololá,Concepción,Hombre,16,Sí,27
Sololá,Concepción,Hombre,17,No,920
Sololá,Concepción,Hombre,17,Sí,27
Sololá,Concepción,Hombre,18,No,920
Sololá,Concepción,Hombre,18,Sí,27
Sololá,Concepción,Hombre,19,No,920
Sololá,Concepción,Hombre,19,Sí,27
Sololá,Concepción,Hombre,20,No,920
Sololá,Concepción,Hombre,20,Sí,27
Sololá,Concepción,Hombre,21,No,920
Sololá,Concepción,Hombre,21,Sí,27
Sololá,Concepción,Hombre,22,No,920
Sololá,Concepción,Hombre,22,Sí,27
Sololá,Concepción,Hombre,23,No,920
Sololá,Concepción,Hombre,23,Sí,27
Sololá,Concepción,Hombre,24,No,920
Sololá,Concepción,Hombre,24,Sí,27
Sololá,Concepción,Hombre,25,No,920
Sololá,Concepción,Hombre,25,Sí,27
Sololá,Concepción,Hombre,26,No,920
Sololá,Concepción,Hombre,26,Sí,27
Sololá,Concepción,Hombre,27,No,920
Sololá,Concepción,Hombre,27,Sí,27
Sololá,Concepción,Hombre,28,No,920
Sololá,Concepción,Hombre,28,Sí,27
Sololá,Concepción,Hombre,29,No,920
Sololá,Concepción,Hombre,29,Sí,27
Sololá,Concepción,Hombre,30,No,920
Sololá,Concepción,Hombre,30,Sí,27
Sololá,Concepción,Hombre,31,No,920
Sololá,Concepción,Hombre,31,Sí,27
Sololá,Concepción,Hombre,32,No,920
Sololá,Concepción,Hombre,32,Sí,27
Sololá,Concepción,Hombre,33,No,920
Sololá,Concepción,Hombre,33,Sí,27
Sololá,Concepción,Hombre,34,No,920
Sololá,Concepción,Hombre,34,Sí,27
Sololá,Concepción,Hombre,35,No,920
Sololá,Concepción,Hombre,35,Sí,27
Sololá,Concepción,Hombre,36,No,920
Sololá,Concepción,Hombre,36,Sí,27
Sololá,Concepción,Hombre,37,No,920
Sololá,Concepción,Hombre,37,Sí,27
Sololá,Concepción,Hombre,38,No,920
Sololá,Concepción,Hombre,38,Sí,27
Sololá,Concepción,Hombre,39,No,920
Sololá,Concepción,Hombre,39,Sí,27
Sololá,Concepción,Hombre,40,No,920
Sololá,Concepción,Hombre,40,Sí,27
Sololá,Concepción,Hombre,41,No,920
Sololá,Concepción,Hombre,41,Sí,27
Sololá,Concepción,Hombre,42,No,920
Sololá,Concepción,Hombre,42,Sí,27
Sololá,Concepción,Hombre,43,No,920
Sololá,Concepción,Hombre,43,Sí,27
Sololá,Concepción,Hombre,44,No,920
Sololá,Concepción,Hombre,44,Sí,27
Sololá,Concepción,Hombre,45,No,920
Sololá,Concepción,Hombre,45,Sí,27
Sololá,Concepción,Hombre,46,No,920
Sololá,Concepción,Hombre,46,Sí,27
Sololá,Concepción,Hombre,47,No,920
Sololá,Concepción,Hombre,47,Sí,27
Sololá,Concepción,Hombre,48,No,920
Sololá,Concepción,Hombre,48,Sí,27
Sololá,Concepción,Hombre,49,No,920
Sololá,Concepción,Hombre,49,Sí,27
Sololá,Concepción,Hombre,50,No,920
Sololá,Concepción,Hombre,50,Sí,27
Sololá,Concepción,Hombre,51,No,920
Sololá,Concepción,Hombre,51,Sí,27
Sololá,Concepción,Hombre,52,No,920
Sololá,Concepción,Hombre,52,Sí,27
Sololá,Concepción,Hombre,53,No,920
Sololá,Concepción,Hombre,53,Sí,27
Sololá,Concepción,Hombre,54,No,920
Sololá,Concepción,Hombre,54,Sí,27
