NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,NIVGRADO||Nivel y grado de estudio,Recuento de PCP17_B
Sololá,Concepción,Hombre,6,1ero Primaria,9
Sololá,Concepción,Hombre,7,1ero Primaria,30
Sololá,Concepción,Hombre,7,2do Primaria,3
Sololá,Concepción,Hombre,8,1ero Primaria,52
Sololá,Concepción,Hombre,8,2do Primaria,21
Sololá,Concepción,Hombre,8,3ero Primaria,2
Sololá,Concepción,Hombre,9,1ero Primaria,23
Sololá,Concepción,Hombre,9,2do Primaria,53
Sololá,Concepción,Hombre,9,3ero Primaria,14
Sololá,Concepción,Hombre,9,4to Primaria,3
Sololá,Concepción,Hombre,10,1ero Primaria,12
Sololá,Concepción,Hombre,10,2do Primaria,48
Sololá,Concepción,Hombre,10,3ero Primaria,44
Sololá,Concepción,Hombre,10,4to Primaria,14
Sololá,Concepción,Hombre,10,5to Primaria,3
Sololá,Concepción,Hombre,11,1ero Primaria,1
Sololá,Concepción,Hombre,11,2do Primaria,17
Sololá,Concepción,Hombre,11,3ero Primaria,24
Sololá,Concepción,Hombre,11,4to Primaria,29
Sololá,Concepción,Hombre,11,5to Primaria,7
Sololá,Concepción,Hombre,11,6to Primaria,1
Sololá,Concepción,Hombre,12,1ero Primaria,5
Sololá,Concepción,Hombre,12,2do Primaria,7
Sololá,Concepción,Hombre,12,3ero Primaria,18
Sololá,Concepción,Hombre,12,4to Primaria,31
Sololá,Concepción,Hombre,12,5to Primaria,38
Sololá,Concepción,Hombre,12,6to Primaria,11
Sololá,Concepción,Hombre,13,1ero Primaria,2
Sololá,Concepción,Hombre,13,2do  Basico,2
Sololá,Concepción,Hombre,13,2do Primaria,3
Sololá,Concepción,Hombre,13,3ero Primaria,7
Sololá,Concepción,Hombre,13,4to Primaria,7
Sololá,Concepción,Hombre,13,5to Primaria,27
Sololá,Concepción,Hombre,13,6to Primaria,37
Sololá,Concepción,Hombre,14,1ero Basico,10
Sololá,Concepción,Hombre,14,1ero Primaria,2
Sololá,Concepción,Hombre,14,2do  Basico,1
Sololá,Concepción,Hombre,14,2do Primaria,4
Sololá,Concepción,Hombre,14,3ero Primaria,10
Sololá,Concepción,Hombre,14,4to Primaria,9
Sololá,Concepción,Hombre,14,5to Primaria,15
Sololá,Concepción,Hombre,14,6to Primaria,34
Sololá,Concepción,Hombre,15,1ero Basico,6
Sololá,Concepción,Hombre,15,2do  Basico,10
Sololá,Concepción,Hombre,15,2do Primaria,1
Sololá,Concepción,Hombre,15,3ero Primaria,5
Sololá,Concepción,Hombre,15,4to Primaria,10
Sololá,Concepción,Hombre,15,5to Primaria,7
Sololá,Concepción,Hombre,15,6to Primaria,33
Sololá,Concepción,Hombre,16,1ero Basico,5
