NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCH9_I||Tiene Servicio de Internet,Recuento de PCH9_I
Quetzaltenango,Almolonga,Hombre,32,Sí,143
Quetzaltenango,Almolonga,Hombre,33,No,3372
Quetzaltenango,Almolonga,Hombre,33,Sí,143
Quetzaltenango,Almolonga,Hombre,34,No,3372
Quetzaltenango,Almolonga,Hombre,34,Sí,143
Quetzaltenango,Almolonga,Hombre,35,No,3372
Quetzaltenango,Almolonga,Hombre,35,Sí,143
Quetzaltenango,Almolonga,Hombre,36,No,3372
Quetzaltenango,Almolonga,Hombre,36,Sí,143
Quetzaltenango,Almolonga,Hombre,37,No,3372
Quetzaltenango,Almolonga,Hombre,37,Sí,143
Quetzaltenango,Almolonga,Hombre,38,No,3372
Quetzaltenango,Almolonga,Hombre,38,Sí,143
Quetzaltenango,Almolonga,Hombre,39,No,3372
Quetzaltenango,Almolonga,Hombre,39,Sí,143
Quetzaltenango,Almolonga,Hombre,40,No,3372
Quetzaltenango,Almolonga,Hombre,40,Sí,143
Quetzaltenango,Almolonga,Hombre,41,No,3372
Quetzaltenango,Almolonga,Hombre,41,Sí,143
Quetzaltenango,Almolonga,Hombre,42,No,3372
Quetzaltenango,Almolonga,Hombre,42,Sí,143
Quetzaltenango,Almolonga,Hombre,43,No,3372
Quetzaltenango,Almolonga,Hombre,43,Sí,143
Quetzaltenango,Almolonga,Hombre,44,No,3372
Quetzaltenango,Almolonga,Hombre,44,Sí,143
Quetzaltenango,Almolonga,Hombre,45,No,3372
Quetzaltenango,Almolonga,Hombre,45,Sí,143
Quetzaltenango,Almolonga,Hombre,46,No,3372
Quetzaltenango,Almolonga,Hombre,46,Sí,143
Quetzaltenango,Almolonga,Hombre,47,No,3372
Quetzaltenango,Almolonga,Hombre,47,Sí,143
Quetzaltenango,Almolonga,Hombre,48,No,3372
Quetzaltenango,Almolonga,Hombre,48,Sí,143
Quetzaltenango,Almolonga,Hombre,49,No,3372
Quetzaltenango,Almolonga,Hombre,49,Sí,143
Quetzaltenango,Almolonga,Hombre,50,No,3372
Quetzaltenango,Almolonga,Hombre,50,Sí,143
Quetzaltenango,Almolonga,Hombre,51,No,3372
Quetzaltenango,Almolonga,Hombre,51,Sí,143
Quetzaltenango,Almolonga,Hombre,52,No,3372
Quetzaltenango,Almolonga,Hombre,52,Sí,143
Quetzaltenango,Almolonga,Hombre,53,No,3372
Quetzaltenango,Almolonga,Hombre,53,Sí,143
Quetzaltenango,Almolonga,Hombre,54,No,3372
Quetzaltenango,Almolonga,Hombre,54,Sí,143
Quetzaltenango,Almolonga,Hombre,55,No,3372
Quetzaltenango,Almolonga,Hombre,55,Sí,143
Quetzaltenango,Almolonga,Hombre,56,No,3372
Quetzaltenango,Almolonga,Hombre,56,Sí,143
Quetzaltenango,Almolonga,Hombre,57,No,3372
Quetzaltenango,Almolonga,Hombre,57,Sí,143
Quetzaltenango,Almolonga,Hombre,58,No,3372
Quetzaltenango,Almolonga,Hombre,58,Sí,143
Quetzaltenango,Almolonga,Hombre,59,No,3372
Quetzaltenango,Almolonga,Hombre,59,Sí,143
Quetzaltenango,Almolonga,Hombre,60,No,3372
Quetzaltenango,Almolonga,Hombre,60,Sí,143
Quetzaltenango,Almolonga,Hombre,61,No,3372
Quetzaltenango,Almolonga,Hombre,61,Sí,143
Quetzaltenango,Almolonga,Hombre,62,No,3372
Quetzaltenango,Almolonga,Hombre,62,Sí,143
Quetzaltenango,Almolonga,Hombre,63,No,3372
Quetzaltenango,Almolonga,Hombre,63,Sí,143
Quetzaltenango,Almolonga,Hombre,64,No,3372
Quetzaltenango,Almolonga,Hombre,64,Sí,143
Quetzaltenango,Almolonga,Hombre,65,No,3372
Quetzaltenango,Almolonga,Hombre,65,Sí,143
Quetzaltenango,Almolonga,Hombre,66,No,3372
Quetzaltenango,Almolonga,Hombre,66,Sí,143
Quetzaltenango,Almolonga,Hombre,67,No,3372
Quetzaltenango,Almolonga,Hombre,67,Sí,143
Quetzaltenango,Almolonga,Hombre,68,No,3372
Quetzaltenango,Almolonga,Hombre,68,Sí,143
Quetzaltenango,Almolonga,Hombre,69,No,3372
Quetzaltenango,Almolonga,Hombre,69,Sí,143
Quetzaltenango,Almolonga,Hombre,70,No,3372
Quetzaltenango,Almolonga,Hombre,70,Sí,143
Quetzaltenango,Almolonga,Hombre,71,No,3372
Quetzaltenango,Almolonga,Hombre,71,Sí,143
Quetzaltenango,Almolonga,Hombre,72,No,3372
Quetzaltenango,Almolonga,Hombre,72,Sí,143
Quetzaltenango,Almolonga,Hombre,73,No,3372
Quetzaltenango,Almolonga,Hombre,73,Sí,143
Quetzaltenango,Almolonga,Hombre,74,No,3372
Quetzaltenango,Almolonga,Hombre,74,Sí,143
Quetzaltenango,Almolonga,Hombre,75,No,3372
Quetzaltenango,Almolonga,Hombre,75,Sí,143
Quetzaltenango,Almolonga,Hombre,76,No,3372
Quetzaltenango,Almolonga,Hombre,76,Sí,143
Quetzaltenango,Almolonga,Hombre,77,No,3372
Quetzaltenango,Almolonga,Hombre,77,Sí,143
Quetzaltenango,Almolonga,Hombre,78,No,3372
Quetzaltenango,Almolonga,Hombre,78,Sí,143
Quetzaltenango,Almolonga,Hombre,79,No,3372
Quetzaltenango,Almolonga,Hombre,79,Sí,143
Quetzaltenango,Almolonga,Hombre,80,No,3372
Quetzaltenango,Almolonga,Hombre,80,Sí,143
Quetzaltenango,Almolonga,Hombre,81,No,3372
Quetzaltenango,Almolonga,Hombre,81,Sí,143
Quetzaltenango,Almolonga,Hombre,82,No,3372
Quetzaltenango,Almolonga,Hombre,82,Sí,143
Quetzaltenango,Almolonga,Hombre,83,No,3372
Quetzaltenango,Almolonga,Hombre,83,Sí,143
Quetzaltenango,Almolonga,Hombre,84,No,3372
Quetzaltenango,Almolonga,Hombre,84,Sí,143
Quetzaltenango,Almolonga,Hombre,85,No,3372
Quetzaltenango,Almolonga,Hombre,85,Sí,143
Quetzaltenango,Almolonga,Hombre,86,No,3372
Quetzaltenango,Almolonga,Hombre,86,Sí,143
Quetzaltenango,Almolonga,Hombre,87,No,3372
Quetzaltenango,Almolonga,Hombre,87,Sí,143
Quetzaltenango,Almolonga,Hombre,88,No,3372
Quetzaltenango,Almolonga,Hombre,88,Sí,143
Quetzaltenango,Almolonga,Hombre,89,No,3372
Quetzaltenango,Almolonga,Hombre,89,Sí,143
Quetzaltenango,Almolonga,Hombre,90,No,3372
Quetzaltenango,Almolonga,Hombre,90,Sí,143
Quetzaltenango,Almolonga,Hombre,91,No,3372
Quetzaltenango,Almolonga,Hombre,91,Sí,143
Quetzaltenango,Almolonga,Hombre,93,No,3372
Quetzaltenango,Almolonga,Hombre,93,Sí,143
Quetzaltenango,Almolonga,Hombre,94,No,3372
Quetzaltenango,Almolonga,Hombre,94,Sí,143
Quetzaltenango,Almolonga,Mujer,0,No,3372
Quetzaltenango,Almolonga,Mujer,0,Sí,143
Quetzaltenango,Almolonga,Mujer,1,No,3372
Quetzaltenango,Almolonga,Mujer,1,Sí,143
Quetzaltenango,Almolonga,Mujer,2,No,3372
Quetzaltenango,Almolonga,Mujer,2,Sí,143
Quetzaltenango,Almolonga,Mujer,3,No,3372
Quetzaltenango,Almolonga,Mujer,3,Sí,143
Quetzaltenango,Almolonga,Mujer,4,No,3372
Quetzaltenango,Almolonga,Mujer,4,Sí,143
Quetzaltenango,Almolonga,Mujer,5,No,3372
Quetzaltenango,Almolonga,Mujer,5,Sí,143
Quetzaltenango,Almolonga,Mujer,6,No,3372
Quetzaltenango,Almolonga,Mujer,6,Sí,143
Quetzaltenango,Almolonga,Mujer,7,No,3372
Quetzaltenango,Almolonga,Mujer,7,Sí,143
Quetzaltenango,Almolonga,Mujer,8,No,3372
Quetzaltenango,Almolonga,Mujer,8,Sí,143
Quetzaltenango,Almolonga,Mujer,9,No,3372
Quetzaltenango,Almolonga,Mujer,9,Sí,143
Quetzaltenango,Almolonga,Mujer,10,No,3372
Quetzaltenango,Almolonga,Mujer,10,Sí,143
Quetzaltenango,Almolonga,Mujer,11,No,3372
Quetzaltenango,Almolonga,Mujer,11,Sí,143
Quetzaltenango,Almolonga,Mujer,12,No,3372
Quetzaltenango,Almolonga,Mujer,12,Sí,143
Quetzaltenango,Almolonga,Mujer,13,No,3372
Quetzaltenango,Almolonga,Mujer,13,Sí,143
Quetzaltenango,Almolonga,Mujer,14,No,3372
Quetzaltenango,Almolonga,Mujer,14,Sí,143
Quetzaltenango,Almolonga,Mujer,15,No,3372
Quetzaltenango,Almolonga,Mujer,15,Sí,143
Quetzaltenango,Almolonga,Mujer,16,No,3372
Quetzaltenango,Almolonga,Mujer,16,Sí,143
Quetzaltenango,Almolonga,Mujer,17,No,3372
Quetzaltenango,Almolonga,Mujer,17,Sí,143
Quetzaltenango,Almolonga,Mujer,18,No,3372
Quetzaltenango,Almolonga,Mujer,18,Sí,143
Quetzaltenango,Almolonga,Mujer,19,No,3372
Quetzaltenango,Almolonga,Mujer,19,Sí,143
Quetzaltenango,Almolonga,Mujer,20,No,3372
Quetzaltenango,Almolonga,Mujer,20,Sí,143
Quetzaltenango,Almolonga,Mujer,21,No,3372
Quetzaltenango,Almolonga,Mujer,21,Sí,143
Quetzaltenango,Almolonga,Mujer,22,No,3372
Quetzaltenango,Almolonga,Mujer,22,Sí,143
Quetzaltenango,Almolonga,Mujer,23,No,3372
Quetzaltenango,Almolonga,Mujer,23,Sí,143
Quetzaltenango,Almolonga,Mujer,24,No,3372
Quetzaltenango,Almolonga,Mujer,24,Sí,143
Quetzaltenango,Almolonga,Mujer,25,No,3372
Quetzaltenango,Almolonga,Mujer,25,Sí,143
Quetzaltenango,Almolonga,Mujer,26,No,3372
Quetzaltenango,Almolonga,Mujer,26,Sí,143
Quetzaltenango,Almolonga,Mujer,27,No,3372
Quetzaltenango,Almolonga,Mujer,27,Sí,143
Quetzaltenango,Almolonga,Mujer,28,No,3372
Quetzaltenango,Almolonga,Mujer,28,Sí,143
Quetzaltenango,Almolonga,Mujer,29,No,3372
Quetzaltenango,Almolonga,Mujer,29,Sí,143
Quetzaltenango,Almolonga,Mujer,30,No,3372
Quetzaltenango,Almolonga,Mujer,30,Sí,143
Quetzaltenango,Almolonga,Mujer,31,No,3372
Quetzaltenango,Almolonga,Mujer,31,Sí,143
Quetzaltenango,Almolonga,Mujer,32,No,3372
Quetzaltenango,Almolonga,Mujer,32,Sí,143
Quetzaltenango,Almolonga,Mujer,33,No,3372
Quetzaltenango,Almolonga,Mujer,33,Sí,143
Quetzaltenango,Almolonga,Mujer,34,No,3372
Quetzaltenango,Almolonga,Mujer,34,Sí,143
Quetzaltenango,Almolonga,Mujer,35,No,3372
Quetzaltenango,Almolonga,Mujer,35,Sí,143
Quetzaltenango,Almolonga,Mujer,36,No,3372
Quetzaltenango,Almolonga,Mujer,36,Sí,143
Quetzaltenango,Almolonga,Mujer,37,No,3372
Quetzaltenango,Almolonga,Mujer,37,Sí,143
Quetzaltenango,Almolonga,Mujer,38,No,3372
Quetzaltenango,Almolonga,Mujer,38,Sí,143
Quetzaltenango,Almolonga,Mujer,39,No,3372
Quetzaltenango,Almolonga,Mujer,39,Sí,143
Quetzaltenango,Almolonga,Mujer,40,No,3372
Quetzaltenango,Almolonga,Mujer,40,Sí,143
Quetzaltenango,Almolonga,Mujer,41,No,3372
Quetzaltenango,Almolonga,Mujer,41,Sí,143
Quetzaltenango,Almolonga,Mujer,42,No,3372
Quetzaltenango,Almolonga,Mujer,42,Sí,143
Quetzaltenango,Almolonga,Mujer,43,No,3372
Quetzaltenango,Almolonga,Mujer,43,Sí,143
Quetzaltenango,Almolonga,Mujer,44,No,3372
Quetzaltenango,Almolonga,Mujer,44,Sí,143
Quetzaltenango,Almolonga,Mujer,45,No,3372
Quetzaltenango,Almolonga,Mujer,45,Sí,143
Quetzaltenango,Almolonga,Mujer,46,No,3372
Quetzaltenango,Almolonga,Mujer,46,Sí,143
Quetzaltenango,Almolonga,Mujer,47,No,3372
Quetzaltenango,Almolonga,Mujer,47,Sí,143
Quetzaltenango,Almolonga,Mujer,48,No,3372
Quetzaltenango,Almolonga,Mujer,48,Sí,143
Quetzaltenango,Almolonga,Mujer,49,No,3372
Quetzaltenango,Almolonga,Mujer,49,Sí,143
Quetzaltenango,Almolonga,Mujer,50,No,3372
Quetzaltenango,Almolonga,Mujer,50,Sí,143
Quetzaltenango,Almolonga,Mujer,51,No,3372
Quetzaltenango,Almolonga,Mujer,51,Sí,143
Quetzaltenango,Almolonga,Mujer,52,No,3372
Quetzaltenango,Almolonga,Mujer,52,Sí,143
Quetzaltenango,Almolonga,Mujer,53,No,3372
Quetzaltenango,Almolonga,Mujer,53,Sí,143
Quetzaltenango,Almolonga,Mujer,54,No,3372
Quetzaltenango,Almolonga,Mujer,54,Sí,143
Quetzaltenango,Almolonga,Mujer,55,No,3372
Quetzaltenango,Almolonga,Mujer,55,Sí,143
Quetzaltenango,Almolonga,Mujer,56,No,3372
Quetzaltenango,Almolonga,Mujer,56,Sí,143
Quetzaltenango,Almolonga,Mujer,57,No,3372
Quetzaltenango,Almolonga,Mujer,57,Sí,143
Quetzaltenango,Almolonga,Mujer,58,No,3372
Quetzaltenango,Almolonga,Mujer,58,Sí,143
Quetzaltenango,Almolonga,Mujer,59,No,3372
Quetzaltenango,Almolonga,Mujer,59,Sí,143
Quetzaltenango,Almolonga,Mujer,60,No,3372
Quetzaltenango,Almolonga,Mujer,60,Sí,143
Quetzaltenango,Almolonga,Mujer,61,No,3372
Quetzaltenango,Almolonga,Mujer,61,Sí,143
Quetzaltenango,Almolonga,Mujer,62,No,3372
Quetzaltenango,Almolonga,Mujer,62,Sí,143
Quetzaltenango,Almolonga,Mujer,63,No,3372
Quetzaltenango,Almolonga,Mujer,63,Sí,143
Quetzaltenango,Almolonga,Mujer,64,No,3372
Quetzaltenango,Almolonga,Mujer,64,Sí,143
Quetzaltenango,Almolonga,Mujer,65,No,3372
Quetzaltenango,Almolonga,Mujer,65,Sí,143
Quetzaltenango,Almolonga,Mujer,66,No,3372
Quetzaltenango,Almolonga,Mujer,66,Sí,143
Quetzaltenango,Almolonga,Mujer,67,No,3372
Quetzaltenango,Almolonga,Mujer,67,Sí,143
Quetzaltenango,Almolonga,Mujer,68,No,3372
Quetzaltenango,Almolonga,Mujer,68,Sí,143
Quetzaltenango,Almolonga,Mujer,69,No,3372
Quetzaltenango,Almolonga,Mujer,69,Sí,143
Quetzaltenango,Almolonga,Mujer,70,No,3372
Quetzaltenango,Almolonga,Mujer,70,Sí,143
Quetzaltenango,Almolonga,Mujer,71,No,3372
Quetzaltenango,Almolonga,Mujer,71,Sí,143
Quetzaltenango,Almolonga,Mujer,72,No,3372
Quetzaltenango,Almolonga,Mujer,72,Sí,143
Quetzaltenango,Almolonga,Mujer,73,No,3372
Quetzaltenango,Almolonga,Mujer,73,Sí,143
Quetzaltenango,Almolonga,Mujer,74,No,3372
Quetzaltenango,Almolonga,Mujer,74,Sí,143
Quetzaltenango,Almolonga,Mujer,75,No,3372
Quetzaltenango,Almolonga,Mujer,75,Sí,143
Quetzaltenango,Almolonga,Mujer,76,No,3372
Quetzaltenango,Almolonga,Mujer,76,Sí,143
Quetzaltenango,Almolonga,Mujer,77,No,3372
Quetzaltenango,Almolonga,Mujer,77,Sí,143
Quetzaltenango,Almolonga,Mujer,78,No,3372
Quetzaltenango,Almolonga,Mujer,78,Sí,143
Quetzaltenango,Almolonga,Mujer,79,No,3372
Quetzaltenango,Almolonga,Mujer,79,Sí,143
Quetzaltenango,Almolonga,Mujer,80,No,3372
Quetzaltenango,Almolonga,Mujer,80,Sí,143
Quetzaltenango,Almolonga,Mujer,81,No,3372
Quetzaltenango,Almolonga,Mujer,81,Sí,143
Quetzaltenango,Almolonga,Mujer,82,No,3372
Quetzaltenango,Almolonga,Mujer,82,Sí,143
Quetzaltenango,Almolonga,Mujer,83,No,3372
Quetzaltenango,Almolonga,Mujer,83,Sí,143
Quetzaltenango,Almolonga,Mujer,84,No,3372
Quetzaltenango,Almolonga,Mujer,84,Sí,143
Quetzaltenango,Almolonga,Mujer,85,No,3372
Quetzaltenango,Almolonga,Mujer,85,Sí,143
Quetzaltenango,Almolonga,Mujer,86,No,3372
Quetzaltenango,Almolonga,Mujer,86,Sí,143
Quetzaltenango,Almolonga,Mujer,87,No,3372
Quetzaltenango,Almolonga,Mujer,87,Sí,143
Quetzaltenango,Almolonga,Mujer,88,No,3372
Quetzaltenango,Almolonga,Mujer,88,Sí,143
Quetzaltenango,Almolonga,Mujer,89,No,3372
Quetzaltenango,Almolonga,Mujer,89,Sí,143
Quetzaltenango,Almolonga,Mujer,90,No,3372
Quetzaltenango,Almolonga,Mujer,90,Sí,143
Quetzaltenango,Almolonga,Mujer,91,No,3372
Quetzaltenango,Almolonga,Mujer,91,Sí,143
Quetzaltenango,Almolonga,Mujer,92,No,3372
Quetzaltenango,Almolonga,Mujer,92,Sí,143
Quetzaltenango,Almolonga,Mujer,93,No,3372
Quetzaltenango,Almolonga,Mujer,93,Sí,143
Quetzaltenango,Almolonga,Mujer,94,No,3372
Quetzaltenango,Almolonga,Mujer,94,Sí,143
Quetzaltenango,Almolonga,Mujer,95,No,3372
Quetzaltenango,Almolonga,Mujer,95,Sí,143
Quetzaltenango,Cabricán,Hombre,0,No,4164
Quetzaltenango,Cabricán,Hombre,0,Sí,221
Quetzaltenango,Cabricán,Hombre,1,No,4164
Quetzaltenango,Cabricán,Hombre,1,Sí,221
Quetzaltenango,Cabricán,Hombre,2,No,4164
Quetzaltenango,Cabricán,Hombre,2,Sí,221
Quetzaltenango,Cabricán,Hombre,3,No,4164
Quetzaltenango,Cabricán,Hombre,3,Sí,221
Quetzaltenango,Cabricán,Hombre,4,No,4164
Quetzaltenango,Cabricán,Hombre,4,Sí,221
Quetzaltenango,Cabricán,Hombre,5,No,4164
Quetzaltenango,Cabricán,Hombre,5,Sí,221
Quetzaltenango,Cabricán,Hombre,6,No,4164
Quetzaltenango,Cabricán,Hombre,6,Sí,221
Quetzaltenango,Cabricán,Hombre,7,No,4164
Quetzaltenango,Cabricán,Hombre,7,Sí,221
Quetzaltenango,Cabricán,Hombre,8,No,4164
Quetzaltenango,Cabricán,Hombre,8,Sí,221
Quetzaltenango,Cabricán,Hombre,9,No,4164
Quetzaltenango,Cabricán,Hombre,9,Sí,221
Quetzaltenango,Cabricán,Hombre,10,No,4164
Quetzaltenango,Cabricán,Hombre,10,Sí,221
Quetzaltenango,Cabricán,Hombre,11,No,4164
Quetzaltenango,Cabricán,Hombre,11,Sí,221
Quetzaltenango,Cabricán,Hombre,12,No,4164
Quetzaltenango,Cabricán,Hombre,12,Sí,221
Quetzaltenango,Cabricán,Hombre,13,No,4164
Quetzaltenango,Cabricán,Hombre,13,Sí,221
Quetzaltenango,Cabricán,Hombre,14,No,4164
Quetzaltenango,Cabricán,Hombre,14,Sí,221
Quetzaltenango,Cabricán,Hombre,15,No,4164
Quetzaltenango,Cabricán,Hombre,15,Sí,221
Quetzaltenango,Cabricán,Hombre,16,No,4164
Quetzaltenango,Cabricán,Hombre,16,Sí,221
Quetzaltenango,Cabricán,Hombre,17,No,4164
Quetzaltenango,Cabricán,Hombre,17,Sí,221
Quetzaltenango,Cabricán,Hombre,18,No,4164
Quetzaltenango,Cabricán,Hombre,18,Sí,221
Quetzaltenango,Cabricán,Hombre,19,No,4164
Quetzaltenango,Cabricán,Hombre,19,Sí,221
Quetzaltenango,Cabricán,Hombre,20,No,4164
Quetzaltenango,Cabricán,Hombre,20,Sí,221
Quetzaltenango,Cabricán,Hombre,21,No,4164
Quetzaltenango,Cabricán,Hombre,21,Sí,221
Quetzaltenango,Cabricán,Hombre,22,No,4164
Quetzaltenango,Cabricán,Hombre,22,Sí,221
Quetzaltenango,Cabricán,Hombre,23,No,4164
Quetzaltenango,Cabricán,Hombre,23,Sí,221
Quetzaltenango,Cabricán,Hombre,24,No,4164
Quetzaltenango,Cabricán,Hombre,24,Sí,221
Quetzaltenango,Cabricán,Hombre,25,No,4164
Quetzaltenango,Cabricán,Hombre,25,Sí,221
Quetzaltenango,Cabricán,Hombre,26,No,4164
Quetzaltenango,Cabricán,Hombre,26,Sí,221
Quetzaltenango,Cabricán,Hombre,27,No,4164
Quetzaltenango,Cabricán,Hombre,27,Sí,221
Quetzaltenango,Cabricán,Hombre,28,No,4164
Quetzaltenango,Cabricán,Hombre,28,Sí,221
Quetzaltenango,Cabricán,Hombre,29,No,4164
Quetzaltenango,Cabricán,Hombre,29,Sí,221
Quetzaltenango,Cabricán,Hombre,30,No,4164
Quetzaltenango,Cabricán,Hombre,30,Sí,221
Quetzaltenango,Cabricán,Hombre,31,No,4164
Quetzaltenango,Cabricán,Hombre,31,Sí,221
Quetzaltenango,Cabricán,Hombre,32,No,4164
Quetzaltenango,Cabricán,Hombre,32,Sí,221
Quetzaltenango,Cabricán,Hombre,33,No,4164
Quetzaltenango,Cabricán,Hombre,33,Sí,221
Quetzaltenango,Cabricán,Hombre,34,No,4164
Quetzaltenango,Cabricán,Hombre,34,Sí,221
Quetzaltenango,Cabricán,Hombre,35,No,4164
Quetzaltenango,Cabricán,Hombre,35,Sí,221
Quetzaltenango,Cabricán,Hombre,36,No,4164
Quetzaltenango,Cabricán,Hombre,36,Sí,221
Quetzaltenango,Cabricán,Hombre,37,No,4164
Quetzaltenango,Cabricán,Hombre,37,Sí,221
Quetzaltenango,Cabricán,Hombre,38,No,4164
Quetzaltenango,Cabricán,Hombre,38,Sí,221
Quetzaltenango,Cabricán,Hombre,39,No,4164
Quetzaltenango,Cabricán,Hombre,39,Sí,221
Quetzaltenango,Cabricán,Hombre,40,No,4164
Quetzaltenango,Cabricán,Hombre,40,Sí,221
Quetzaltenango,Cabricán,Hombre,41,No,4164
Quetzaltenango,Cabricán,Hombre,41,Sí,221
Quetzaltenango,Cabricán,Hombre,42,No,4164
Quetzaltenango,Cabricán,Hombre,42,Sí,221
Quetzaltenango,Cabricán,Hombre,43,No,4164
Quetzaltenango,Cabricán,Hombre,43,Sí,221
Quetzaltenango,Cabricán,Hombre,44,No,4164
Quetzaltenango,Cabricán,Hombre,44,Sí,221
Quetzaltenango,Cabricán,Hombre,45,No,4164
Quetzaltenango,Cabricán,Hombre,45,Sí,221
Quetzaltenango,Cabricán,Hombre,46,No,4164
Quetzaltenango,Cabricán,Hombre,46,Sí,221
Quetzaltenango,Cabricán,Hombre,47,No,4164
Quetzaltenango,Cabricán,Hombre,47,Sí,221
Quetzaltenango,Cabricán,Hombre,48,No,4164
Quetzaltenango,Cabricán,Hombre,48,Sí,221
Quetzaltenango,Cabricán,Hombre,49,No,4164
Quetzaltenango,Cabricán,Hombre,49,Sí,221
Quetzaltenango,Cabricán,Hombre,50,No,4164
Quetzaltenango,Cabricán,Hombre,50,Sí,221
Quetzaltenango,Cabricán,Hombre,51,No,4164
Quetzaltenango,Cabricán,Hombre,51,Sí,221
Quetzaltenango,Cabricán,Hombre,52,No,4164
Quetzaltenango,Cabricán,Hombre,52,Sí,221
Quetzaltenango,Cabricán,Hombre,53,No,4164
Quetzaltenango,Cabricán,Hombre,53,Sí,221
Quetzaltenango,Cabricán,Hombre,54,No,4164
Quetzaltenango,Cabricán,Hombre,54,Sí,221
Quetzaltenango,Cabricán,Hombre,55,No,4164
Quetzaltenango,Cabricán,Hombre,55,Sí,221
Quetzaltenango,Cabricán,Hombre,56,No,4164
Quetzaltenango,Cabricán,Hombre,56,Sí,221
Quetzaltenango,Cabricán,Hombre,57,No,4164
Quetzaltenango,Cabricán,Hombre,57,Sí,221
Quetzaltenango,Cabricán,Hombre,58,No,4164
Quetzaltenango,Cabricán,Hombre,58,Sí,221
Quetzaltenango,Cabricán,Hombre,59,No,4164
Quetzaltenango,Cabricán,Hombre,59,Sí,221
Quetzaltenango,Cabricán,Hombre,60,No,4164
Quetzaltenango,Cabricán,Hombre,60,Sí,221
Quetzaltenango,Cabricán,Hombre,61,No,4164
