NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP17_A||Nivel Estudio Aprobado
Totonicapán,Momostenango,Hombre,0,1327,
Totonicapán,Momostenango,Hombre,1,1313,
Totonicapán,Momostenango,Hombre,2,1396,
Totonicapán,Momostenango,Hombre,3,1388,
Totonicapán,Momostenango,Hombre,4,1357,Ninguno
Totonicapán,Momostenango,Hombre,4,61,Preprimaria
Totonicapán,Momostenango,Hombre,5,1251,Ninguno
Totonicapán,Momostenango,Hombre,5,233,Preprimaria
Totonicapán,Momostenango,Hombre,6,741,Ninguno
Totonicapán,Momostenango,Hombre,6,596,Preprimaria
Totonicapán,Momostenango,Hombre,6,80,Primaria
Totonicapán,Momostenango,Hombre,7,202,Ninguno
Totonicapán,Momostenango,Hombre,7,676,Preprimaria
Totonicapán,Momostenango,Hombre,7,550,Primaria
Totonicapán,Momostenango,Hombre,8,64,Ninguno
Totonicapán,Momostenango,Hombre,8,247,Preprimaria
Totonicapán,Momostenango,Hombre,8,1088,Primaria
Totonicapán,Momostenango,Hombre,9,26,Ninguno
Totonicapán,Momostenango,Hombre,9,69,Preprimaria
Totonicapán,Momostenango,Hombre,9,1159,Primaria
Totonicapán,Momostenango,Hombre,10,29,Ninguno
Totonicapán,Momostenango,Hombre,10,37,Preprimaria
Totonicapán,Momostenango,Hombre,10,1399,Primaria
Totonicapán,Momostenango,Hombre,11,29,Ninguno
Totonicapán,Momostenango,Hombre,11,27,Preprimaria
Totonicapán,Momostenango,Hombre,11,1242,Primaria
Totonicapán,Momostenango,Hombre,12,31,Ninguno
Totonicapán,Momostenango,Hombre,12,73,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,12,23,Preprimaria
Totonicapán,Momostenango,Hombre,12,1356,Primaria
Totonicapán,Momostenango,Hombre,13,22,Ninguno
Totonicapán,Momostenango,Hombre,13,231,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,13,6,Preprimaria
Totonicapán,Momostenango,Hombre,13,1081,Primaria
Totonicapán,Momostenango,Hombre,14,26,Ninguno
Totonicapán,Momostenango,Hombre,14,399,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,14,7,Preprimaria
Totonicapán,Momostenango,Hombre,14,912,Primaria
Totonicapán,Momostenango,Hombre,15,34,Ninguno
Totonicapán,Momostenango,Hombre,15,469,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,15,5,Preprimaria
Totonicapán,Momostenango,Hombre,15,742,Primaria
Totonicapán,Momostenango,Hombre,16,34,Ninguno
Totonicapán,Momostenango,Hombre,16,458,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,16,5,Preprimaria
Totonicapán,Momostenango,Hombre,16,752,Primaria
Totonicapán,Momostenango,Hombre,17,2,Licenciatura
Totonicapán,Momostenango,Hombre,17,42,Ninguno
Totonicapán,Momostenango,Hombre,17,492,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,17,3,Preprimaria
Totonicapán,Momostenango,Hombre,17,723,Primaria
Totonicapán,Momostenango,Hombre,18,13,Licenciatura
Totonicapán,Momostenango,Hombre,18,49,Ninguno
Totonicapán,Momostenango,Hombre,18,514,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,18,2,Preprimaria
Totonicapán,Momostenango,Hombre,18,694,Primaria
Totonicapán,Momostenango,Hombre,19,18,Licenciatura
Totonicapán,Momostenango,Hombre,19,27,Ninguno
Totonicapán,Momostenango,Hombre,19,393,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,19,2,Preprimaria
Totonicapán,Momostenango,Hombre,19,501,Primaria
Totonicapán,Momostenango,Hombre,20,19,Licenciatura
Totonicapán,Momostenango,Hombre,20,58,Ninguno
Totonicapán,Momostenango,Hombre,20,373,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,20,2,Preprimaria
Totonicapán,Momostenango,Hombre,20,605,Primaria
Totonicapán,Momostenango,Hombre,21,20,Licenciatura
Totonicapán,Momostenango,Hombre,21,26,Ninguno
Totonicapán,Momostenango,Hombre,21,281,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,21,3,Preprimaria
Totonicapán,Momostenango,Hombre,21,465,Primaria
Totonicapán,Momostenango,Hombre,22,21,Licenciatura
Totonicapán,Momostenango,Hombre,22,49,Ninguno
Totonicapán,Momostenango,Hombre,22,366,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,22,8,Preprimaria
Totonicapán,Momostenango,Hombre,22,537,Primaria
Totonicapán,Momostenango,Hombre,23,31,Licenciatura
Totonicapán,Momostenango,Hombre,23,3,Maestría
Totonicapán,Momostenango,Hombre,23,58,Ninguno
Totonicapán,Momostenango,Hombre,23,283,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,23,4,Preprimaria
Totonicapán,Momostenango,Hombre,23,557,Primaria
Totonicapán,Momostenango,Hombre,24,1,Doctorado
Totonicapán,Momostenango,Hombre,24,27,Licenciatura
Totonicapán,Momostenango,Hombre,24,1,Maestría
Totonicapán,Momostenango,Hombre,24,67,Ninguno
Totonicapán,Momostenango,Hombre,24,274,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,24,10,Preprimaria
Totonicapán,Momostenango,Hombre,24,500,Primaria
Totonicapán,Momostenango,Hombre,25,1,Doctorado
Totonicapán,Momostenango,Hombre,25,13,Licenciatura
Totonicapán,Momostenango,Hombre,25,3,Maestría
Totonicapán,Momostenango,Hombre,25,71,Ninguno
Totonicapán,Momostenango,Hombre,25,239,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,25,3,Preprimaria
Totonicapán,Momostenango,Hombre,25,484,Primaria
Totonicapán,Momostenango,Hombre,26,20,Licenciatura
Totonicapán,Momostenango,Hombre,26,2,Maestría
Totonicapán,Momostenango,Hombre,26,66,Ninguno
Totonicapán,Momostenango,Hombre,26,226,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,26,4,Preprimaria
Totonicapán,Momostenango,Hombre,26,432,Primaria
Totonicapán,Momostenango,Hombre,27,1,Doctorado
Totonicapán,Momostenango,Hombre,27,14,Licenciatura
Totonicapán,Momostenango,Hombre,27,2,Maestría
Totonicapán,Momostenango,Hombre,27,61,Ninguno
Totonicapán,Momostenango,Hombre,27,199,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,27,6,Preprimaria
Totonicapán,Momostenango,Hombre,27,431,Primaria
Totonicapán,Momostenango,Hombre,28,24,Licenciatura
Totonicapán,Momostenango,Hombre,28,4,Maestría
Totonicapán,Momostenango,Hombre,28,87,Ninguno
Totonicapán,Momostenango,Hombre,28,203,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,28,7,Preprimaria
Totonicapán,Momostenango,Hombre,28,428,Primaria
Totonicapán,Momostenango,Hombre,29,1,Doctorado
Totonicapán,Momostenango,Hombre,29,15,Licenciatura
Totonicapán,Momostenango,Hombre,29,45,Ninguno
Totonicapán,Momostenango,Hombre,29,119,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,29,314,Primaria
Totonicapán,Momostenango,Hombre,30,18,Licenciatura
Totonicapán,Momostenango,Hombre,30,2,Maestría
Totonicapán,Momostenango,Hombre,30,123,Ninguno
Totonicapán,Momostenango,Hombre,30,141,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,30,6,Preprimaria
Totonicapán,Momostenango,Hombre,30,469,Primaria
Totonicapán,Momostenango,Hombre,31,12,Licenciatura
Totonicapán,Momostenango,Hombre,31,56,Ninguno
Totonicapán,Momostenango,Hombre,31,86,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,31,6,Preprimaria
Totonicapán,Momostenango,Hombre,31,251,Primaria
Totonicapán,Momostenango,Hombre,32,13,Licenciatura
Totonicapán,Momostenango,Hombre,32,1,Maestría
Totonicapán,Momostenango,Hombre,32,83,Ninguno
Totonicapán,Momostenango,Hombre,32,101,Nivel medio (básico y diversificado)
Totonicapán,Momostenango,Hombre,32,5,Preprimaria
Totonicapán,Momostenango,Hombre,32,326,Primaria
Totonicapán,Momostenango,Hombre,33,10,Licenciatura
Totonicapán,Momostenango,Hombre,33,1,Maestría
Totonicapán,Momostenango,Hombre,33,73,Ninguno
