NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP17_A||Nivel Estudio Aprobado
Quetzaltenango,Almolonga,Hombre,0,83,
Quetzaltenango,Almolonga,Hombre,1,110,
Quetzaltenango,Almolonga,Hombre,2,143,
Quetzaltenango,Almolonga,Hombre,3,139,
Quetzaltenango,Almolonga,Hombre,4,120,Ninguno
Quetzaltenango,Almolonga,Hombre,4,5,Preprimaria
Quetzaltenango,Almolonga,Hombre,5,89,Ninguno
Quetzaltenango,Almolonga,Hombre,5,57,Preprimaria
Quetzaltenango,Almolonga,Hombre,6,36,Ninguno
Quetzaltenango,Almolonga,Hombre,6,102,Preprimaria
Quetzaltenango,Almolonga,Hombre,6,23,Primaria
Quetzaltenango,Almolonga,Hombre,7,3,Ninguno
Quetzaltenango,Almolonga,Hombre,7,35,Preprimaria
Quetzaltenango,Almolonga,Hombre,7,90,Primaria
Quetzaltenango,Almolonga,Hombre,8,3,Ninguno
Quetzaltenango,Almolonga,Hombre,8,4,Preprimaria
Quetzaltenango,Almolonga,Hombre,8,140,Primaria
Quetzaltenango,Almolonga,Hombre,9,4,Ninguno
Quetzaltenango,Almolonga,Hombre,9,2,Preprimaria
Quetzaltenango,Almolonga,Hombre,9,108,Primaria
Quetzaltenango,Almolonga,Hombre,10,6,Ninguno
Quetzaltenango,Almolonga,Hombre,10,2,Preprimaria
Quetzaltenango,Almolonga,Hombre,10,140,Primaria
Quetzaltenango,Almolonga,Hombre,11,5,Ninguno
Quetzaltenango,Almolonga,Hombre,11,90,Primaria
Quetzaltenango,Almolonga,Hombre,12,5,Ninguno
Quetzaltenango,Almolonga,Hombre,12,13,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,12,92,Primaria
Quetzaltenango,Almolonga,Hombre,13,1,Ninguno
Quetzaltenango,Almolonga,Hombre,13,40,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,13,67,Primaria
Quetzaltenango,Almolonga,Hombre,14,3,Ninguno
Quetzaltenango,Almolonga,Hombre,14,64,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,14,52,Primaria
Quetzaltenango,Almolonga,Hombre,15,1,Ninguno
Quetzaltenango,Almolonga,Hombre,15,80,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,15,61,Primaria
Quetzaltenango,Almolonga,Hombre,16,5,Ninguno
Quetzaltenango,Almolonga,Hombre,16,82,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,16,1,Preprimaria
Quetzaltenango,Almolonga,Hombre,16,48,Primaria
Quetzaltenango,Almolonga,Hombre,17,3,Licenciatura
Quetzaltenango,Almolonga,Hombre,17,4,Ninguno
Quetzaltenango,Almolonga,Hombre,17,84,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,17,66,Primaria
Quetzaltenango,Almolonga,Hombre,18,5,Licenciatura
Quetzaltenango,Almolonga,Hombre,18,5,Ninguno
Quetzaltenango,Almolonga,Hombre,18,91,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,18,68,Primaria
Quetzaltenango,Almolonga,Hombre,19,4,Licenciatura
Quetzaltenango,Almolonga,Hombre,19,3,Ninguno
Quetzaltenango,Almolonga,Hombre,19,47,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,19,51,Primaria
Quetzaltenango,Almolonga,Hombre,20,8,Licenciatura
Quetzaltenango,Almolonga,Hombre,20,14,Ninguno
Quetzaltenango,Almolonga,Hombre,20,68,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,20,2,Preprimaria
Quetzaltenango,Almolonga,Hombre,20,102,Primaria
Quetzaltenango,Almolonga,Hombre,21,11,Licenciatura
Quetzaltenango,Almolonga,Hombre,21,2,Ninguno
Quetzaltenango,Almolonga,Hombre,21,37,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,21,1,Preprimaria
Quetzaltenango,Almolonga,Hombre,21,40,Primaria
Quetzaltenango,Almolonga,Hombre,22,9,Licenciatura
Quetzaltenango,Almolonga,Hombre,22,6,Ninguno
Quetzaltenango,Almolonga,Hombre,22,66,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,22,62,Primaria
Quetzaltenango,Almolonga,Hombre,23,5,Licenciatura
Quetzaltenango,Almolonga,Hombre,23,5,Ninguno
Quetzaltenango,Almolonga,Hombre,23,57,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,23,2,Preprimaria
Quetzaltenango,Almolonga,Hombre,23,64,Primaria
Quetzaltenango,Almolonga,Hombre,24,8,Licenciatura
Quetzaltenango,Almolonga,Hombre,24,8,Ninguno
Quetzaltenango,Almolonga,Hombre,24,45,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,24,47,Primaria
Quetzaltenango,Almolonga,Hombre,25,14,Licenciatura
Quetzaltenango,Almolonga,Hombre,25,7,Ninguno
Quetzaltenango,Almolonga,Hombre,25,67,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,25,109,Primaria
Quetzaltenango,Almolonga,Hombre,26,12,Licenciatura
Quetzaltenango,Almolonga,Hombre,26,13,Ninguno
Quetzaltenango,Almolonga,Hombre,26,42,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,26,55,Primaria
Quetzaltenango,Almolonga,Hombre,27,5,Licenciatura
Quetzaltenango,Almolonga,Hombre,27,8,Ninguno
Quetzaltenango,Almolonga,Hombre,27,49,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,27,64,Primaria
Quetzaltenango,Almolonga,Hombre,28,7,Licenciatura
Quetzaltenango,Almolonga,Hombre,28,1,Maestría
Quetzaltenango,Almolonga,Hombre,28,10,Ninguno
Quetzaltenango,Almolonga,Hombre,28,40,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,28,1,Preprimaria
Quetzaltenango,Almolonga,Hombre,28,92,Primaria
Quetzaltenango,Almolonga,Hombre,29,2,Licenciatura
Quetzaltenango,Almolonga,Hombre,29,4,Ninguno
Quetzaltenango,Almolonga,Hombre,29,24,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,29,49,Primaria
Quetzaltenango,Almolonga,Hombre,30,12,Licenciatura
Quetzaltenango,Almolonga,Hombre,30,28,Ninguno
Quetzaltenango,Almolonga,Hombre,30,34,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,30,1,Preprimaria
Quetzaltenango,Almolonga,Hombre,30,136,Primaria
Quetzaltenango,Almolonga,Hombre,31,1,Licenciatura
Quetzaltenango,Almolonga,Hombre,31,4,Ninguno
Quetzaltenango,Almolonga,Hombre,31,13,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,31,27,Primaria
Quetzaltenango,Almolonga,Hombre,32,7,Licenciatura
Quetzaltenango,Almolonga,Hombre,32,11,Ninguno
Quetzaltenango,Almolonga,Hombre,32,24,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,32,66,Primaria
Quetzaltenango,Almolonga,Hombre,33,11,Ninguno
Quetzaltenango,Almolonga,Hombre,33,18,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,33,62,Primaria
Quetzaltenango,Almolonga,Hombre,34,1,Licenciatura
Quetzaltenango,Almolonga,Hombre,34,9,Ninguno
Quetzaltenango,Almolonga,Hombre,34,14,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,34,44,Primaria
Quetzaltenango,Almolonga,Hombre,35,3,Licenciatura
Quetzaltenango,Almolonga,Hombre,35,1,Maestría
Quetzaltenango,Almolonga,Hombre,35,19,Ninguno
Quetzaltenango,Almolonga,Hombre,35,13,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,35,1,Preprimaria
Quetzaltenango,Almolonga,Hombre,35,112,Primaria
Quetzaltenango,Almolonga,Hombre,36,1,Licenciatura
Quetzaltenango,Almolonga,Hombre,36,10,Ninguno
Quetzaltenango,Almolonga,Hombre,36,7,Nivel medio (básico y diversificado)
Quetzaltenango,Almolonga,Hombre,36,48,Primaria
Quetzaltenango,Almolonga,Hombre,37,6,Ninguno
