NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PDESOC||Personas Desocupadas
Guatemala,Amatitlán,Hombre,0,1026,
Guatemala,Amatitlán,Hombre,1,1110,
Guatemala,Amatitlán,Hombre,2,1186,
Guatemala,Amatitlán,Hombre,3,1157,
Guatemala,Amatitlán,Hombre,4,1214,
Guatemala,Amatitlán,Hombre,5,1107,
Guatemala,Amatitlán,Hombre,6,1192,
Guatemala,Amatitlán,Hombre,7,1126,
Guatemala,Amatitlán,Hombre,7,1,Cesante
Guatemala,Amatitlán,Hombre,8,1128,
Guatemala,Amatitlán,Hombre,8,1,Cesante
Guatemala,Amatitlán,Hombre,9,1131,
Guatemala,Amatitlán,Hombre,9,1,Cesante
Guatemala,Amatitlán,Hombre,10,1168,
Guatemala,Amatitlán,Hombre,10,1,Aspirante
Guatemala,Amatitlán,Hombre,11,1101,
Guatemala,Amatitlán,Hombre,11,1,Aspirante
Guatemala,Amatitlán,Hombre,12,1166,
Guatemala,Amatitlán,Hombre,13,1153,
Guatemala,Amatitlán,Hombre,13,2,Cesante
Guatemala,Amatitlán,Hombre,14,1211,
Guatemala,Amatitlán,Hombre,14,5,Cesante
Guatemala,Amatitlán,Hombre,15,1145,
Guatemala,Amatitlán,Hombre,15,4,Aspirante
Guatemala,Amatitlán,Hombre,15,7,Cesante
Guatemala,Amatitlán,Hombre,16,1099,
Guatemala,Amatitlán,Hombre,16,7,Aspirante
Guatemala,Amatitlán,Hombre,16,12,Cesante
Guatemala,Amatitlán,Hombre,17,1268,
Guatemala,Amatitlán,Hombre,17,18,Aspirante
Guatemala,Amatitlán,Hombre,17,16,Cesante
Guatemala,Amatitlán,Hombre,18,1286,
Guatemala,Amatitlán,Hombre,18,34,Aspirante
Guatemala,Amatitlán,Hombre,18,50,Cesante
Guatemala,Amatitlán,Hombre,19,1105,
Guatemala,Amatitlán,Hombre,19,47,Aspirante
Guatemala,Amatitlán,Hombre,19,75,Cesante
Guatemala,Amatitlán,Hombre,20,1141,
Guatemala,Amatitlán,Hombre,20,49,Aspirante
Guatemala,Amatitlán,Hombre,20,39,Cesante
Guatemala,Amatitlán,Hombre,21,1034,
Guatemala,Amatitlán,Hombre,21,57,Aspirante
Guatemala,Amatitlán,Hombre,21,35,Cesante
Guatemala,Amatitlán,Hombre,22,1214,
Guatemala,Amatitlán,Hombre,22,68,Aspirante
Guatemala,Amatitlán,Hombre,22,34,Cesante
Guatemala,Amatitlán,Hombre,23,1179,
Guatemala,Amatitlán,Hombre,23,47,Aspirante
Guatemala,Amatitlán,Hombre,23,13,Cesante
Guatemala,Amatitlán,Hombre,24,1059,
Guatemala,Amatitlán,Hombre,24,48,Aspirante
Guatemala,Amatitlán,Hombre,24,20,Cesante
Guatemala,Amatitlán,Hombre,25,1123,
Guatemala,Amatitlán,Hombre,25,45,Aspirante
Guatemala,Amatitlán,Hombre,25,9,Cesante
Guatemala,Amatitlán,Hombre,26,994,
Guatemala,Amatitlán,Hombre,26,32,Aspirante
Guatemala,Amatitlán,Hombre,26,14,Cesante
Guatemala,Amatitlán,Hombre,27,1017,
Guatemala,Amatitlán,Hombre,27,29,Aspirante
Guatemala,Amatitlán,Hombre,27,7,Cesante
Guatemala,Amatitlán,Hombre,28,1033,
Guatemala,Amatitlán,Hombre,28,35,Aspirante
Guatemala,Amatitlán,Hombre,28,5,Cesante
Guatemala,Amatitlán,Hombre,29,932,
Guatemala,Amatitlán,Hombre,29,18,Aspirante
Guatemala,Amatitlán,Hombre,29,11,Cesante
Guatemala,Amatitlán,Hombre,30,1002,
Guatemala,Amatitlán,Hombre,30,34,Aspirante
Guatemala,Amatitlán,Hombre,30,5,Cesante
Guatemala,Amatitlán,Hombre,31,690,
Guatemala,Amatitlán,Hombre,31,16,Aspirante
Guatemala,Amatitlán,Hombre,31,5,Cesante
Guatemala,Amatitlán,Hombre,32,825,
