NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_B||Dificultad Oído
Quiché,Canillá,Hombre,42,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,43,1,No declarado
Quiché,Canillá,Hombre,43,48,"No, sin dificultad"
Quiché,Canillá,Hombre,44,2,No declarado
Quiché,Canillá,Hombre,44,44,"No, sin dificultad"
Quiché,Canillá,Hombre,45,1,No declarado
Quiché,Canillá,Hombre,45,55,"No, sin dificultad"
Quiché,Canillá,Hombre,45,3,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,46,37,"No, sin dificultad"
Quiché,Canillá,Hombre,47,32,"No, sin dificultad"
Quiché,Canillá,Hombre,47,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,48,47,"No, sin dificultad"
Quiché,Canillá,Hombre,49,31,"No, sin dificultad"
Quiché,Canillá,Hombre,49,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,50,44,"No, sin dificultad"
Quiché,Canillá,Hombre,50,3,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,50,2,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,51,34,"No, sin dificultad"
Quiché,Canillá,Hombre,51,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,51,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,52,34,"No, sin dificultad"
Quiché,Canillá,Hombre,52,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,53,20,"No, sin dificultad"
Quiché,Canillá,Hombre,53,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,53,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,54,1,No declarado
Quiché,Canillá,Hombre,54,33,"No, sin dificultad"
Quiché,Canillá,Hombre,54,3,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,55,44,"No, sin dificultad"
Quiché,Canillá,Hombre,55,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,55,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,56,45,"No, sin dificultad"
Quiché,Canillá,Hombre,56,4,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,56,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,57,1,No declarado
Quiché,Canillá,Hombre,57,35,"No, sin dificultad"
Quiché,Canillá,Hombre,57,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,58,39,"No, sin dificultad"
Quiché,Canillá,Hombre,58,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,59,1,No declarado
Quiché,Canillá,Hombre,59,33,"No, sin dificultad"
Quiché,Canillá,Hombre,59,3,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,59,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,60,1,No declarado
Quiché,Canillá,Hombre,60,40,"No, sin dificultad"
Quiché,Canillá,Hombre,60,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,61,2,No declarado
Quiché,Canillá,Hombre,61,21,"No, sin dificultad"
Quiché,Canillá,Hombre,61,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,62,27,"No, sin dificultad"
Quiché,Canillá,Hombre,62,4,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,62,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,63,25,"No, sin dificultad"
Quiché,Canillá,Hombre,63,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,64,32,"No, sin dificultad"
Quiché,Canillá,Hombre,64,5,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,64,2,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,65,3,No declarado
Quiché,Canillá,Hombre,65,39,"No, sin dificultad"
Quiché,Canillá,Hombre,65,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,66,30,"No, sin dificultad"
Quiché,Canillá,Hombre,66,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,67,21,"No, sin dificultad"
Quiché,Canillá,Hombre,67,4,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,67,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,68,24,"No, sin dificultad"
Quiché,Canillá,Hombre,68,6,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,69,22,"No, sin dificultad"
Quiché,Canillá,Hombre,69,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,70,30,"No, sin dificultad"
Quiché,Canillá,Hombre,70,3,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,70,4,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,71,1,No declarado
Quiché,Canillá,Hombre,71,15,"No, sin dificultad"
Quiché,Canillá,Hombre,71,5,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,72,15,"No, sin dificultad"
Quiché,Canillá,Hombre,72,4,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,72,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,73,12,"No, sin dificultad"
Quiché,Canillá,Hombre,73,4,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,73,2,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,74,1,No declarado
Quiché,Canillá,Hombre,74,15,"No, sin dificultad"
Quiché,Canillá,Hombre,74,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,74,2,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,75,1,No declarado
Quiché,Canillá,Hombre,75,15,"No, sin dificultad"
Quiché,Canillá,Hombre,75,5,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,76,15,"No, sin dificultad"
Quiché,Canillá,Hombre,76,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,77,7,"No, sin dificultad"
Quiché,Canillá,Hombre,77,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,77,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,78,11,"No, sin dificultad"
Quiché,Canillá,Hombre,78,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,78,2,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,79,4,"No, sin dificultad"
Quiché,Canillá,Hombre,79,4,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,80,1,No declarado
Quiché,Canillá,Hombre,80,7,"No, sin dificultad"
Quiché,Canillá,Hombre,80,5,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,80,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,81,1,No puede
Quiché,Canillá,Hombre,81,3,"No, sin dificultad"
Quiché,Canillá,Hombre,81,3,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,81,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,82,2,"No, sin dificultad"
Quiché,Canillá,Hombre,82,3,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,83,10,"No, sin dificultad"
Quiché,Canillá,Hombre,83,4,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,83,2,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,84,3,"No, sin dificultad"
Quiché,Canillá,Hombre,84,5,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,84,3,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,85,3,"No, sin dificultad"
Quiché,Canillá,Hombre,85,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,85,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,86,2,"No, sin dificultad"
Quiché,Canillá,Hombre,87,5,"No, sin dificultad"
Quiché,Canillá,Hombre,87,2,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,87,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,88,3,"No, sin dificultad"
Quiché,Canillá,Hombre,88,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,88,3,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,89,1,"No, sin dificultad"
Quiché,Canillá,Hombre,89,5,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,90,4,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,91,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,92,1,"No, sin dificultad"
Quiché,Canillá,Hombre,92,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,93,1,"No, sin dificultad"
Quiché,Canillá,Hombre,93,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,93,1,"Sí, con mucha dificultad"
Quiché,Canillá,Hombre,95,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,96,1,"No, sin dificultad"
Quiché,Canillá,Hombre,96,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,97,1,"Sí, con algo de dificultad"
Quiché,Canillá,Hombre,100,1,"No, sin dificultad"
Quiché,Canillá,Mujer,0,136,
Quiché,Canillá,Mujer,1,173,
Quiché,Canillá,Mujer,2,141,
Quiché,Canillá,Mujer,3,143,
Quiché,Canillá,Mujer,4,17,No declarado
Quiché,Canillá,Mujer,4,132,"No, sin dificultad"
Quiché,Canillá,Mujer,5,6,No declarado
Quiché,Canillá,Mujer,5,161,"No, sin dificultad"
Quiché,Canillá,Mujer,6,4,No declarado
Quiché,Canillá,Mujer,6,156,"No, sin dificultad"
Quiché,Canillá,Mujer,6,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,7,8,No declarado
Quiché,Canillá,Mujer,7,130,"No, sin dificultad"
Quiché,Canillá,Mujer,8,5,No declarado
Quiché,Canillá,Mujer,8,1,No puede
Quiché,Canillá,Mujer,8,122,"No, sin dificultad"
Quiché,Canillá,Mujer,9,2,No declarado
Quiché,Canillá,Mujer,9,134,"No, sin dificultad"
Quiché,Canillá,Mujer,9,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,10,1,No declarado
Quiché,Canillá,Mujer,10,133,"No, sin dificultad"
Quiché,Canillá,Mujer,10,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,11,1,No declarado
Quiché,Canillá,Mujer,11,114,"No, sin dificultad"
Quiché,Canillá,Mujer,12,5,No declarado
Quiché,Canillá,Mujer,12,112,"No, sin dificultad"
Quiché,Canillá,Mujer,12,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,13,4,No declarado
Quiché,Canillá,Mujer,13,126,"No, sin dificultad"
Quiché,Canillá,Mujer,13,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,14,4,No declarado
Quiché,Canillá,Mujer,14,144,"No, sin dificultad"
Quiché,Canillá,Mujer,15,2,No declarado
Quiché,Canillá,Mujer,15,135,"No, sin dificultad"
Quiché,Canillá,Mujer,15,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,15,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,16,144,"No, sin dificultad"
Quiché,Canillá,Mujer,16,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,17,4,No declarado
Quiché,Canillá,Mujer,17,140,"No, sin dificultad"
Quiché,Canillá,Mujer,18,7,No declarado
Quiché,Canillá,Mujer,18,125,"No, sin dificultad"
Quiché,Canillá,Mujer,18,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,19,2,No declarado
Quiché,Canillá,Mujer,19,159,"No, sin dificultad"
Quiché,Canillá,Mujer,19,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,20,1,No declarado
Quiché,Canillá,Mujer,20,130,"No, sin dificultad"
Quiché,Canillá,Mujer,20,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,20,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,21,1,No declarado
Quiché,Canillá,Mujer,21,96,"No, sin dificultad"
Quiché,Canillá,Mujer,21,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,22,3,No declarado
Quiché,Canillá,Mujer,22,137,"No, sin dificultad"
Quiché,Canillá,Mujer,23,3,No declarado
Quiché,Canillá,Mujer,23,120,"No, sin dificultad"
Quiché,Canillá,Mujer,24,2,No declarado
Quiché,Canillá,Mujer,24,105,"No, sin dificultad"
Quiché,Canillá,Mujer,24,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,25,2,No declarado
Quiché,Canillá,Mujer,25,120,"No, sin dificultad"
Quiché,Canillá,Mujer,26,2,No declarado
Quiché,Canillá,Mujer,26,109,"No, sin dificultad"
Quiché,Canillá,Mujer,27,1,No declarado
Quiché,Canillá,Mujer,27,85,"No, sin dificultad"
Quiché,Canillá,Mujer,27,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,28,1,No declarado
Quiché,Canillá,Mujer,28,96,"No, sin dificultad"
Quiché,Canillá,Mujer,29,2,No declarado
Quiché,Canillá,Mujer,29,92,"No, sin dificultad"
Quiché,Canillá,Mujer,29,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,30,2,No declarado
Quiché,Canillá,Mujer,30,109,"No, sin dificultad"
Quiché,Canillá,Mujer,30,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,31,1,No declarado
Quiché,Canillá,Mujer,31,61,"No, sin dificultad"
Quiché,Canillá,Mujer,31,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,31,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,32,82,"No, sin dificultad"
Quiché,Canillá,Mujer,33,2,No declarado
Quiché,Canillá,Mujer,33,76,"No, sin dificultad"
Quiché,Canillá,Mujer,33,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,34,2,No declarado
Quiché,Canillá,Mujer,34,67,"No, sin dificultad"
Quiché,Canillá,Mujer,34,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,35,69,"No, sin dificultad"
Quiché,Canillá,Mujer,35,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,36,1,No declarado
Quiché,Canillá,Mujer,36,80,"No, sin dificultad"
Quiché,Canillá,Mujer,36,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,37,65,"No, sin dificultad"
Quiché,Canillá,Mujer,37,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,37,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,38,1,No declarado
Quiché,Canillá,Mujer,38,79,"No, sin dificultad"
Quiché,Canillá,Mujer,38,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,39,76,"No, sin dificultad"
Quiché,Canillá,Mujer,39,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,39,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,40,2,No declarado
Quiché,Canillá,Mujer,40,90,"No, sin dificultad"
Quiché,Canillá,Mujer,40,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,40,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,41,1,No declarado
Quiché,Canillá,Mujer,41,49,"No, sin dificultad"
Quiché,Canillá,Mujer,41,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,41,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,42,2,No declarado
Quiché,Canillá,Mujer,42,58,"No, sin dificultad"
Quiché,Canillá,Mujer,42,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,43,2,No declarado
Quiché,Canillá,Mujer,43,49,"No, sin dificultad"
Quiché,Canillá,Mujer,43,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,43,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,44,1,No declarado
Quiché,Canillá,Mujer,44,48,"No, sin dificultad"
Quiché,Canillá,Mujer,44,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,44,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,45,59,"No, sin dificultad"
Quiché,Canillá,Mujer,45,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,46,1,No declarado
Quiché,Canillá,Mujer,46,50,"No, sin dificultad"
Quiché,Canillá,Mujer,46,5,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,46,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,47,62,"No, sin dificultad"
Quiché,Canillá,Mujer,48,1,No declarado
Quiché,Canillá,Mujer,48,62,"No, sin dificultad"
Quiché,Canillá,Mujer,48,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,48,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,49,38,"No, sin dificultad"
Quiché,Canillá,Mujer,49,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,50,1,No puede
Quiché,Canillá,Mujer,50,54,"No, sin dificultad"
Quiché,Canillá,Mujer,50,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,51,41,"No, sin dificultad"
Quiché,Canillá,Mujer,51,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,52,2,No declarado
Quiché,Canillá,Mujer,52,43,"No, sin dificultad"
Quiché,Canillá,Mujer,52,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,53,1,No declarado
Quiché,Canillá,Mujer,53,38,"No, sin dificultad"
Quiché,Canillá,Mujer,53,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,54,1,No declarado
Quiché,Canillá,Mujer,54,50,"No, sin dificultad"
Quiché,Canillá,Mujer,54,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,55,47,"No, sin dificultad"
Quiché,Canillá,Mujer,55,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,56,1,No declarado
Quiché,Canillá,Mujer,56,44,"No, sin dificultad"
Quiché,Canillá,Mujer,56,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,56,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,57,1,No declarado
Quiché,Canillá,Mujer,57,34,"No, sin dificultad"
Quiché,Canillá,Mujer,57,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,58,48,"No, sin dificultad"
Quiché,Canillá,Mujer,58,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,59,1,No declarado
Quiché,Canillá,Mujer,59,21,"No, sin dificultad"
Quiché,Canillá,Mujer,59,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,60,31,"No, sin dificultad"
Quiché,Canillá,Mujer,60,5,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,61,29,"No, sin dificultad"
Quiché,Canillá,Mujer,61,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,61,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,62,36,"No, sin dificultad"
Quiché,Canillá,Mujer,62,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,63,2,No declarado
Quiché,Canillá,Mujer,63,22,"No, sin dificultad"
Quiché,Canillá,Mujer,63,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,63,2,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,64,22,"No, sin dificultad"
Quiché,Canillá,Mujer,64,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,65,29,"No, sin dificultad"
Quiché,Canillá,Mujer,65,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,65,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,66,20,"No, sin dificultad"
Quiché,Canillá,Mujer,66,1,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,67,17,"No, sin dificultad"
Quiché,Canillá,Mujer,67,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,67,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,68,1,No declarado
Quiché,Canillá,Mujer,68,20,"No, sin dificultad"
Quiché,Canillá,Mujer,68,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,68,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,69,11,"No, sin dificultad"
Quiché,Canillá,Mujer,69,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,69,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,70,2,No declarado
Quiché,Canillá,Mujer,70,26,"No, sin dificultad"
Quiché,Canillá,Mujer,70,2,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,70,2,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,71,1,No declarado
Quiché,Canillá,Mujer,71,10,"No, sin dificultad"
Quiché,Canillá,Mujer,71,6,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,72,19,"No, sin dificultad"
Quiché,Canillá,Mujer,72,8,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,73,18,"No, sin dificultad"
Quiché,Canillá,Mujer,73,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,73,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,74,13,"No, sin dificultad"
Quiché,Canillá,Mujer,74,4,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,75,18,"No, sin dificultad"
Quiché,Canillá,Mujer,75,5,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,75,2,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,76,1,No puede
Quiché,Canillá,Mujer,76,10,"No, sin dificultad"
Quiché,Canillá,Mujer,76,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,76,3,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,77,9,"No, sin dificultad"
Quiché,Canillá,Mujer,77,4,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,77,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,78,10,"No, sin dificultad"
Quiché,Canillá,Mujer,78,6,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,78,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,79,6,"No, sin dificultad"
Quiché,Canillá,Mujer,79,3,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,79,1,"Sí, con mucha dificultad"
Quiché,Canillá,Mujer,80,1,No puede
Quiché,Canillá,Mujer,80,6,"No, sin dificultad"
Quiché,Canillá,Mujer,80,5,"Sí, con algo de dificultad"
Quiché,Canillá,Mujer,81,2,"No, sin dificultad"
