NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCH9_I||Tiene Servicio de Internet,Recuento de PCH9_I
Guatemala,Amatitlán,Hombre,0,No,21096
Guatemala,Amatitlán,Hombre,0,Sí,7823
Guatemala,Amatitlán,Hombre,1,No,21096
Guatemala,Amatitlán,Hombre,1,Sí,7823
Guatemala,Amatitlán,Hombre,2,No,21096
Guatemala,Amatitlán,Hombre,2,Sí,7823
Guatemala,Amatitlán,Hombre,3,No,21096
Guatemala,Amatitlán,Hombre,3,Sí,7823
Guatemala,Amatitlán,Hombre,4,No,21096
Guatemala,Amatitlán,Hombre,4,Sí,7823
Guatemala,Amatitlán,Hombre,5,No,21096
Guatemala,Amatitlán,Hombre,5,Sí,7823
Guatemala,Amatitlán,Hombre,6,No,21096
Guatemala,Amatitlán,Hombre,6,Sí,7823
Guatemala,Amatitlán,Hombre,7,No,21096
Guatemala,Amatitlán,Hombre,7,Sí,7823
Guatemala,Amatitlán,Hombre,8,No,21096
Guatemala,Amatitlán,Hombre,8,Sí,7823
Guatemala,Amatitlán,Hombre,9,No,21096
Guatemala,Amatitlán,Hombre,9,Sí,7823
Guatemala,Amatitlán,Hombre,10,No,21096
Guatemala,Amatitlán,Hombre,10,Sí,7823
Guatemala,Amatitlán,Hombre,11,No,21096
Guatemala,Amatitlán,Hombre,11,Sí,7823
Guatemala,Amatitlán,Hombre,12,No,21096
Guatemala,Amatitlán,Hombre,12,Sí,7823
Guatemala,Amatitlán,Hombre,13,No,21096
Guatemala,Amatitlán,Hombre,13,Sí,7823
Guatemala,Amatitlán,Hombre,14,No,21096
Guatemala,Amatitlán,Hombre,14,Sí,7823
Guatemala,Amatitlán,Hombre,15,No,21096
Guatemala,Amatitlán,Hombre,15,Sí,7823
Guatemala,Amatitlán,Hombre,16,No,21096
Guatemala,Amatitlán,Hombre,16,Sí,7823
Guatemala,Amatitlán,Hombre,17,No,21096
Guatemala,Amatitlán,Hombre,17,Sí,7823
Guatemala,Amatitlán,Hombre,18,No,21096
Guatemala,Amatitlán,Hombre,18,Sí,7823
Guatemala,Amatitlán,Hombre,19,No,21096
Guatemala,Amatitlán,Hombre,19,Sí,7823
Guatemala,Amatitlán,Hombre,20,No,21096
Guatemala,Amatitlán,Hombre,20,Sí,7823
Guatemala,Amatitlán,Hombre,21,No,21096
Guatemala,Amatitlán,Hombre,21,Sí,7823
Guatemala,Amatitlán,Hombre,22,No,21096
Guatemala,Amatitlán,Hombre,22,Sí,7823
Guatemala,Amatitlán,Hombre,23,No,21096
Guatemala,Amatitlán,Hombre,23,Sí,7823
Guatemala,Amatitlán,Hombre,24,No,21096
Guatemala,Amatitlán,Hombre,24,Sí,7823
Guatemala,Amatitlán,Hombre,25,No,21096
Guatemala,Amatitlán,Hombre,25,Sí,7823
Guatemala,Amatitlán,Hombre,26,No,21096
Guatemala,Amatitlán,Hombre,26,Sí,7823
Guatemala,Amatitlán,Hombre,27,No,21096
Guatemala,Amatitlán,Hombre,27,Sí,7823
Guatemala,Amatitlán,Hombre,28,No,21096
Guatemala,Amatitlán,Hombre,28,Sí,7823
Guatemala,Amatitlán,Hombre,29,No,21096
Guatemala,Amatitlán,Hombre,29,Sí,7823
Guatemala,Amatitlán,Hombre,30,No,21096
Guatemala,Amatitlán,Hombre,30,Sí,7823
Guatemala,Amatitlán,Hombre,31,No,21096
Guatemala,Amatitlán,Hombre,31,Sí,7823
Guatemala,Amatitlán,Hombre,32,No,21096
Guatemala,Amatitlán,Hombre,32,Sí,7823
Guatemala,Amatitlán,Hombre,33,No,21096
Guatemala,Amatitlán,Hombre,33,Sí,7823
Guatemala,Amatitlán,Hombre,34,No,21096
Guatemala,Amatitlán,Hombre,34,Sí,7823
Guatemala,Amatitlán,Hombre,35,No,21096
Guatemala,Amatitlán,Hombre,35,Sí,7823
Guatemala,Amatitlán,Hombre,36,No,21096
Guatemala,Amatitlán,Hombre,36,Sí,7823
Guatemala,Amatitlán,Hombre,37,No,21096
Guatemala,Amatitlán,Hombre,37,Sí,7823
Guatemala,Amatitlán,Hombre,38,No,21096
Guatemala,Amatitlán,Hombre,38,Sí,7823
Guatemala,Amatitlán,Hombre,39,No,21096
Guatemala,Amatitlán,Hombre,39,Sí,7823
Guatemala,Amatitlán,Hombre,40,No,21096
Guatemala,Amatitlán,Hombre,40,Sí,7823
Guatemala,Amatitlán,Hombre,41,No,21096
Guatemala,Amatitlán,Hombre,41,Sí,7823
Guatemala,Amatitlán,Hombre,42,No,21096
Guatemala,Amatitlán,Hombre,42,Sí,7823
Guatemala,Amatitlán,Hombre,43,No,21096
Guatemala,Amatitlán,Hombre,43,Sí,7823
Guatemala,Amatitlán,Hombre,44,No,21096
Guatemala,Amatitlán,Hombre,44,Sí,7823
Guatemala,Amatitlán,Hombre,45,No,21096
Guatemala,Amatitlán,Hombre,45,Sí,7823
Guatemala,Amatitlán,Hombre,46,No,21096
Guatemala,Amatitlán,Hombre,46,Sí,7823
Guatemala,Amatitlán,Hombre,47,No,21096
Guatemala,Amatitlán,Hombre,47,Sí,7823
Guatemala,Amatitlán,Hombre,48,No,21096
Guatemala,Amatitlán,Hombre,48,Sí,7823
Guatemala,Amatitlán,Hombre,49,No,21096
Guatemala,Amatitlán,Hombre,49,Sí,7823
Guatemala,Amatitlán,Hombre,50,No,21096
Guatemala,Amatitlán,Hombre,50,Sí,7823
Guatemala,Amatitlán,Hombre,51,No,21096
Guatemala,Amatitlán,Hombre,51,Sí,7823
Guatemala,Amatitlán,Hombre,52,No,21096
Guatemala,Amatitlán,Hombre,52,Sí,7823
Guatemala,Amatitlán,Hombre,53,No,21096
Guatemala,Amatitlán,Hombre,53,Sí,7823
Guatemala,Amatitlán,Hombre,54,No,21096
Guatemala,Amatitlán,Hombre,54,Sí,7823
Guatemala,Amatitlán,Hombre,55,No,21096
Guatemala,Amatitlán,Hombre,55,Sí,7823
Guatemala,Amatitlán,Hombre,56,No,21096
Guatemala,Amatitlán,Hombre,56,Sí,7823
Guatemala,Amatitlán,Hombre,57,No,21096
Guatemala,Amatitlán,Hombre,57,Sí,7823
Guatemala,Amatitlán,Hombre,58,No,21096
Guatemala,Amatitlán,Hombre,58,Sí,7823
Guatemala,Amatitlán,Hombre,59,No,21096
Guatemala,Amatitlán,Hombre,59,Sí,7823
Guatemala,Amatitlán,Hombre,60,No,21096
Guatemala,Amatitlán,Hombre,60,Sí,7823
Guatemala,Amatitlán,Hombre,61,No,21096
Guatemala,Amatitlán,Hombre,61,Sí,7823
Guatemala,Amatitlán,Hombre,62,No,21096
Guatemala,Amatitlán,Hombre,62,Sí,7823
Guatemala,Amatitlán,Hombre,63,No,21096
Guatemala,Amatitlán,Hombre,63,Sí,7823
Guatemala,Amatitlán,Hombre,64,No,21096
Guatemala,Amatitlán,Hombre,64,Sí,7823
Guatemala,Amatitlán,Hombre,65,No,21096
Guatemala,Amatitlán,Hombre,65,Sí,7823
Guatemala,Amatitlán,Hombre,66,No,21096
Guatemala,Amatitlán,Hombre,66,Sí,7823
Guatemala,Amatitlán,Hombre,67,No,21096
Guatemala,Amatitlán,Hombre,67,Sí,7823
Guatemala,Amatitlán,Hombre,68,No,21096
Guatemala,Amatitlán,Hombre,68,Sí,7823
Guatemala,Amatitlán,Hombre,69,No,21096
Guatemala,Amatitlán,Hombre,69,Sí,7823
Guatemala,Amatitlán,Hombre,70,No,21096
