NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_C||Dificulta caminar o subir escaleras
Jutiapa,Agua Blanca,Hombre,55,1,No declarado
Jutiapa,Agua Blanca,Hombre,55,53,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,55,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,56,1,No declarado
Jutiapa,Agua Blanca,Hombre,56,1,No puede
Jutiapa,Agua Blanca,Hombre,56,55,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,56,4,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,56,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,57,61,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,57,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,57,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,58,68,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,58,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,59,1,No declarado
Jutiapa,Agua Blanca,Hombre,59,57,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,59,3,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,59,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,60,1,No declarado
Jutiapa,Agua Blanca,Hombre,60,1,No puede
Jutiapa,Agua Blanca,Hombre,60,89,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,60,4,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,60,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,61,1,No declarado
Jutiapa,Agua Blanca,Hombre,61,1,No puede
Jutiapa,Agua Blanca,Hombre,61,38,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,61,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,61,3,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,62,53,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,62,4,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,62,3,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,63,60,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,63,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,64,27,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,64,4,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,64,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,65,1,No declarado
Jutiapa,Agua Blanca,Hombre,65,60,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,65,5,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,65,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,66,43,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,66,3,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,66,3,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,67,1,No puede
Jutiapa,Agua Blanca,Hombre,67,49,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,67,3,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,67,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,68,58,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,68,6,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,68,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,69,40,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,69,5,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,69,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,70,46,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,70,11,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,70,4,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,71,1,No declarado
Jutiapa,Agua Blanca,Hombre,71,1,No puede
Jutiapa,Agua Blanca,Hombre,71,31,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,71,10,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,71,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,72,1,No puede
Jutiapa,Agua Blanca,Hombre,72,36,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,72,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,72,3,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,73,35,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,73,5,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,73,5,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,74,1,No declarado
Jutiapa,Agua Blanca,Hombre,74,19,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,74,6,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,74,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,75,35,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,75,8,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,75,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,76,23,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,76,7,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,76,5,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,77,1,No declarado
Jutiapa,Agua Blanca,Hombre,77,24,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,77,3,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,78,1,No declarado
Jutiapa,Agua Blanca,Hombre,78,1,No puede
Jutiapa,Agua Blanca,Hombre,78,32,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,78,7,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,79,1,No puede
Jutiapa,Agua Blanca,Hombre,79,14,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,79,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,79,3,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,80,23,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,80,10,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,80,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,81,9,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,81,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,81,3,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,82,16,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,82,4,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,82,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,83,13,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,83,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,83,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,84,1,No puede
Jutiapa,Agua Blanca,Hombre,84,11,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,84,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,84,3,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,85,1,No puede
Jutiapa,Agua Blanca,Hombre,85,12,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,85,7,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,85,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,86,1,No puede
Jutiapa,Agua Blanca,Hombre,86,6,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,86,4,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,86,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,87,6,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,87,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,87,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,88,6,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,88,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,89,4,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,89,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,90,1,No puede
Jutiapa,Agua Blanca,Hombre,90,3,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,90,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,90,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,91,3,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,91,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,91,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,92,2,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,92,4,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,92,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,93,1,No declarado
Jutiapa,Agua Blanca,Hombre,93,2,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,93,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,94,2,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,94,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,94,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,95,1,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,95,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,96,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Hombre,96,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,98,2,"No, sin dificultad"
Jutiapa,Agua Blanca,Hombre,98,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,99,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,100,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Hombre,103,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,0,130,
Jutiapa,Agua Blanca,Mujer,1,106,
Jutiapa,Agua Blanca,Mujer,2,124,
Jutiapa,Agua Blanca,Mujer,3,152,
Jutiapa,Agua Blanca,Mujer,4,16,No declarado
Jutiapa,Agua Blanca,Mujer,4,126,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,5,7,No declarado
Jutiapa,Agua Blanca,Mujer,5,179,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,6,1,No declarado
Jutiapa,Agua Blanca,Mujer,6,152,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,7,1,No declarado
Jutiapa,Agua Blanca,Mujer,7,176,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,8,1,No declarado
Jutiapa,Agua Blanca,Mujer,8,152,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,8,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,9,2,No declarado
Jutiapa,Agua Blanca,Mujer,9,156,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,9,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,10,3,No declarado
Jutiapa,Agua Blanca,Mujer,10,153,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,10,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,11,1,No declarado
Jutiapa,Agua Blanca,Mujer,11,135,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,12,1,No puede
Jutiapa,Agua Blanca,Mujer,12,133,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,13,1,No declarado
Jutiapa,Agua Blanca,Mujer,13,130,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,13,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,14,1,No declarado
Jutiapa,Agua Blanca,Mujer,14,129,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,14,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,15,1,No declarado
Jutiapa,Agua Blanca,Mujer,15,169,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,16,3,No declarado
Jutiapa,Agua Blanca,Mujer,16,154,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,17,2,No declarado
Jutiapa,Agua Blanca,Mujer,17,183,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,17,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,17,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,18,1,No declarado
Jutiapa,Agua Blanca,Mujer,18,1,No puede
Jutiapa,Agua Blanca,Mujer,18,175,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,18,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,18,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,19,1,No declarado
Jutiapa,Agua Blanca,Mujer,19,160,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,19,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,20,1,No puede
Jutiapa,Agua Blanca,Mujer,20,177,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,20,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,21,2,No declarado
Jutiapa,Agua Blanca,Mujer,21,139,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,22,3,No declarado
Jutiapa,Agua Blanca,Mujer,22,189,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,23,163,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,24,1,No puede
Jutiapa,Agua Blanca,Mujer,24,157,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,24,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,25,156,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,26,1,No declarado
Jutiapa,Agua Blanca,Mujer,26,1,No puede
Jutiapa,Agua Blanca,Mujer,26,133,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,26,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,27,1,No declarado
Jutiapa,Agua Blanca,Mujer,27,120,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,28,143,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,28,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,29,131,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,29,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,30,2,No declarado
Jutiapa,Agua Blanca,Mujer,30,131,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,30,2,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,30,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,31,2,No declarado
Jutiapa,Agua Blanca,Mujer,31,2,No puede
Jutiapa,Agua Blanca,Mujer,31,109,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,31,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,31,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,32,1,No declarado
Jutiapa,Agua Blanca,Mujer,32,118,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,32,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,33,121,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,34,1,No puede
Jutiapa,Agua Blanca,Mujer,34,106,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,35,2,No declarado
Jutiapa,Agua Blanca,Mujer,35,118,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,35,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,36,1,No declarado
Jutiapa,Agua Blanca,Mujer,36,121,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,36,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,37,1,No declarado
Jutiapa,Agua Blanca,Mujer,37,95,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,37,3,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,37,2,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,38,1,No declarado
Jutiapa,Agua Blanca,Mujer,38,117,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,38,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,39,96,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,39,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,40,1,No declarado
Jutiapa,Agua Blanca,Mujer,40,98,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,40,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,40,1,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,41,2,No declarado
Jutiapa,Agua Blanca,Mujer,41,81,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,41,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,42,1,No puede
Jutiapa,Agua Blanca,Mujer,42,89,"No, sin dificultad"
Jutiapa,Agua Blanca,Mujer,42,1,"Sí, con algo de dificultad"
Jutiapa,Agua Blanca,Mujer,42,3,"Sí, con mucha dificultad"
Jutiapa,Agua Blanca,Mujer,43,1,No declarado
