NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,NIVGRADO||Nivel y grado de estudio,Recuento de PCP17_B
Alta Verapaz,Chahal,Hombre,6,1ero Primaria,22
Alta Verapaz,Chahal,Hombre,7,1ero Primaria,116
Alta Verapaz,Chahal,Hombre,7,2do Primaria,8
Alta Verapaz,Chahal,Hombre,8,1ero Primaria,192
Alta Verapaz,Chahal,Hombre,8,2do Primaria,57
Alta Verapaz,Chahal,Hombre,8,3ero Primaria,10
Alta Verapaz,Chahal,Hombre,9,1ero Primaria,114
Alta Verapaz,Chahal,Hombre,9,2do Primaria,156
Alta Verapaz,Chahal,Hombre,9,3ero Primaria,48
Alta Verapaz,Chahal,Hombre,9,4to Primaria,4
Alta Verapaz,Chahal,Hombre,10,1ero Primaria,68
Alta Verapaz,Chahal,Hombre,10,2do Primaria,106
Alta Verapaz,Chahal,Hombre,10,3ero Primaria,106
Alta Verapaz,Chahal,Hombre,10,4to Primaria,30
Alta Verapaz,Chahal,Hombre,10,5to Primaria,9
Alta Verapaz,Chahal,Hombre,11,1ero Primaria,31
Alta Verapaz,Chahal,Hombre,11,2do Primaria,55
Alta Verapaz,Chahal,Hombre,11,3ero Primaria,73
Alta Verapaz,Chahal,Hombre,11,4to Primaria,71
Alta Verapaz,Chahal,Hombre,11,5to Primaria,37
Alta Verapaz,Chahal,Hombre,11,6to Primaria,4
Alta Verapaz,Chahal,Hombre,12,1ero Basico,3
Alta Verapaz,Chahal,Hombre,12,1ero Primaria,14
Alta Verapaz,Chahal,Hombre,12,2do Primaria,32
Alta Verapaz,Chahal,Hombre,12,3ero Primaria,58
Alta Verapaz,Chahal,Hombre,12,4to Primaria,75
Alta Verapaz,Chahal,Hombre,12,5to Primaria,59
Alta Verapaz,Chahal,Hombre,12,6to Primaria,24
Alta Verapaz,Chahal,Hombre,13,1ero Basico,28
Alta Verapaz,Chahal,Hombre,13,1ero Primaria,10
Alta Verapaz,Chahal,Hombre,13,2do  Basico,1
Alta Verapaz,Chahal,Hombre,13,2do Primaria,18
Alta Verapaz,Chahal,Hombre,13,3ero Primaria,40
Alta Verapaz,Chahal,Hombre,13,4to Primaria,67
Alta Verapaz,Chahal,Hombre,13,5to Primaria,74
Alta Verapaz,Chahal,Hombre,13,6to Primaria,68
Alta Verapaz,Chahal,Hombre,14,1ero Basico,35
Alta Verapaz,Chahal,Hombre,14,1ero Primaria,8
Alta Verapaz,Chahal,Hombre,14,2do  Basico,14
Alta Verapaz,Chahal,Hombre,14,2do Primaria,13
Alta Verapaz,Chahal,Hombre,14,3ero Basico,7
Alta Verapaz,Chahal,Hombre,14,3ero Primaria,25
Alta Verapaz,Chahal,Hombre,14,4to Primaria,38
Alta Verapaz,Chahal,Hombre,14,5to Primaria,52
Alta Verapaz,Chahal,Hombre,14,6to Primaria,84
Alta Verapaz,Chahal,Hombre,15,1ero Basico,41
Alta Verapaz,Chahal,Hombre,15,1ero Primaria,3
Alta Verapaz,Chahal,Hombre,15,2do  Basico,34
Alta Verapaz,Chahal,Hombre,15,2do Primaria,10
Alta Verapaz,Chahal,Hombre,15,3ero Basico,16
Alta Verapaz,Chahal,Hombre,15,3ero Primaria,14
Alta Verapaz,Chahal,Hombre,15,4to Diversificado,2
Alta Verapaz,Chahal,Hombre,15,4to Primaria,27
Alta Verapaz,Chahal,Hombre,15,5to Primaria,42
Alta Verapaz,Chahal,Hombre,15,6to Primaria,84
Alta Verapaz,Chahal,Hombre,16,1ero Basico,43
Alta Verapaz,Chahal,Hombre,16,2do  Basico,64
Alta Verapaz,Chahal,Hombre,16,2do Primaria,8
Alta Verapaz,Chahal,Hombre,16,3ero Basico,24
Alta Verapaz,Chahal,Hombre,16,3ero Primaria,18
Alta Verapaz,Chahal,Hombre,16,4to Diversificado,11
Alta Verapaz,Chahal,Hombre,16,4to Primaria,23
Alta Verapaz,Chahal,Hombre,16,5to Diversificado,2
Alta Verapaz,Chahal,Hombre,16,5to Primaria,47
Alta Verapaz,Chahal,Hombre,16,6to Primaria,86
Alta Verapaz,Chahal,Hombre,17,1er Licenciatura,1
Alta Verapaz,Chahal,Hombre,17,1ero Basico,39
Alta Verapaz,Chahal,Hombre,17,1ero Primaria,1
Alta Verapaz,Chahal,Hombre,17,2do  Basico,58
Alta Verapaz,Chahal,Hombre,17,2do Primaria,11
Alta Verapaz,Chahal,Hombre,17,3ero Basico,45
Alta Verapaz,Chahal,Hombre,17,3ero Primaria,10
Alta Verapaz,Chahal,Hombre,17,4to Diversificado,25
Alta Verapaz,Chahal,Hombre,17,4to Primaria,22
Alta Verapaz,Chahal,Hombre,17,5to Diversificado,9
Alta Verapaz,Chahal,Hombre,17,5to Primaria,21
Alta Verapaz,Chahal,Hombre,17,6to Diversificado y 7mo Diversificado,2
Alta Verapaz,Chahal,Hombre,17,6to Primaria,92
Alta Verapaz,Chahal,Hombre,18,1ero Basico,42
Alta Verapaz,Chahal,Hombre,18,1ero Primaria,4
Alta Verapaz,Chahal,Hombre,18,2do  Basico,48
Alta Verapaz,Chahal,Hombre,18,2do Licenciatura,1
Alta Verapaz,Chahal,Hombre,18,2do Primaria,9
Alta Verapaz,Chahal,Hombre,18,3ero Basico,60
Alta Verapaz,Chahal,Hombre,18,3ero Primaria,18
Alta Verapaz,Chahal,Hombre,18,4to Diversificado,18
Alta Verapaz,Chahal,Hombre,18,4to Primaria,19
Alta Verapaz,Chahal,Hombre,18,5to Diversificado,26
Alta Verapaz,Chahal,Hombre,18,5to Primaria,23
Alta Verapaz,Chahal,Hombre,18,6to Diversificado y 7mo Diversificado,14
Alta Verapaz,Chahal,Hombre,18,6to Primaria,64
Alta Verapaz,Chahal,Hombre,19,1er Licenciatura,1
Alta Verapaz,Chahal,Hombre,19,1ero Basico,21
Alta Verapaz,Chahal,Hombre,19,2do  Basico,19
Alta Verapaz,Chahal,Hombre,19,2do Primaria,11
Alta Verapaz,Chahal,Hombre,19,3ero Basico,40
Alta Verapaz,Chahal,Hombre,19,3ero Primaria,13
Alta Verapaz,Chahal,Hombre,19,4to Diversificado,21
Alta Verapaz,Chahal,Hombre,19,4to Primaria,14
Alta Verapaz,Chahal,Hombre,19,5to Diversificado,23
Alta Verapaz,Chahal,Hombre,19,5to Primaria,14
Alta Verapaz,Chahal,Hombre,19,6to Diversificado y 7mo Diversificado,17
Alta Verapaz,Chahal,Hombre,19,6to Primaria,56
Alta Verapaz,Chahal,Hombre,20,1er Licenciatura,1
Alta Verapaz,Chahal,Hombre,20,1ero Basico,20
Alta Verapaz,Chahal,Hombre,20,1ero Primaria,1
Alta Verapaz,Chahal,Hombre,20,2do  Basico,20
Alta Verapaz,Chahal,Hombre,20,2do Licenciatura,2
Alta Verapaz,Chahal,Hombre,20,2do Primaria,4
Alta Verapaz,Chahal,Hombre,20,3ero Basico,53
Alta Verapaz,Chahal,Hombre,20,3ero Licenciatura,1
Alta Verapaz,Chahal,Hombre,20,3ero Primaria,11
Alta Verapaz,Chahal,Hombre,20,4to Diversificado,12
Alta Verapaz,Chahal,Hombre,20,4to Primaria,18
Alta Verapaz,Chahal,Hombre,20,5to Diversificado,20
Alta Verapaz,Chahal,Hombre,20,5to Primaria,12
Alta Verapaz,Chahal,Hombre,20,6to Diversificado y 7mo Diversificado,39
Alta Verapaz,Chahal,Hombre,20,6to Primaria,64
Alta Verapaz,Chahal,Hombre,21,1er Licenciatura,1
Alta Verapaz,Chahal,Hombre,21,1ero Basico,17
Alta Verapaz,Chahal,Hombre,21,1ero Primaria,1
Alta Verapaz,Chahal,Hombre,21,2do  Basico,16
Alta Verapaz,Chahal,Hombre,21,2do Licenciatura,2
Alta Verapaz,Chahal,Hombre,21,2do Primaria,4
Alta Verapaz,Chahal,Hombre,21,3ero Basico,59
Alta Verapaz,Chahal,Hombre,21,3ero Licenciatura,2
Alta Verapaz,Chahal,Hombre,21,3ero Primaria,12
Alta Verapaz,Chahal,Hombre,21,4to Diversificado,18
Alta Verapaz,Chahal,Hombre,21,4to Licenciatura,1
Alta Verapaz,Chahal,Hombre,21,4to Primaria,7
Alta Verapaz,Chahal,Hombre,21,5to Diversificado,23
Alta Verapaz,Chahal,Hombre,21,5to Primaria,15
Alta Verapaz,Chahal,Hombre,21,6to Diversificado y 7mo Diversificado,20
Alta Verapaz,Chahal,Hombre,21,6to Primaria,61
Alta Verapaz,Chahal,Hombre,22,1er Licenciatura,2
Alta Verapaz,Chahal,Hombre,22,1ero Basico,16
Alta Verapaz,Chahal,Hombre,22,1ero Primaria,2
Alta Verapaz,Chahal,Hombre,22,2do  Basico,23
Alta Verapaz,Chahal,Hombre,22,2do Primaria,2
Alta Verapaz,Chahal,Hombre,22,3ero Basico,50
Alta Verapaz,Chahal,Hombre,22,3ero Licenciatura,2
Alta Verapaz,Chahal,Hombre,22,3ero Primaria,7
Alta Verapaz,Chahal,Hombre,22,4to Diversificado,10
Alta Verapaz,Chahal,Hombre,22,4to Primaria,13
Alta Verapaz,Chahal,Hombre,22,5to Diversificado,21
Alta Verapaz,Chahal,Hombre,22,5to Licenciatura y 6to Licenciatura,1
Alta Verapaz,Chahal,Hombre,22,5to Primaria,16
Alta Verapaz,Chahal,Hombre,22,6to Diversificado y 7mo Diversificado,41
Alta Verapaz,Chahal,Hombre,22,6to Primaria,63
Alta Verapaz,Chahal,Hombre,23,1ero Basico,22
Alta Verapaz,Chahal,Hombre,23,1ero Primaria,1
Alta Verapaz,Chahal,Hombre,23,2do  Basico,17
Alta Verapaz,Chahal,Hombre,23,2do Primaria,3
Alta Verapaz,Chahal,Hombre,23,3ero Basico,44
Alta Verapaz,Chahal,Hombre,23,3ero Licenciatura,2
Alta Verapaz,Chahal,Hombre,23,3ero Primaria,12
Alta Verapaz,Chahal,Hombre,23,4to Diversificado,4
Alta Verapaz,Chahal,Hombre,23,4to Primaria,11
Alta Verapaz,Chahal,Hombre,23,5to Diversificado,12
Alta Verapaz,Chahal,Hombre,23,5to Licenciatura y 6to Licenciatura,1
Alta Verapaz,Chahal,Hombre,23,5to Primaria,14
Alta Verapaz,Chahal,Hombre,23,6to Diversificado y 7mo Diversificado,43
Alta Verapaz,Chahal,Hombre,23,6to Primaria,63
Alta Verapaz,Chahal,Hombre,24,1ero Basico,6
Alta Verapaz,Chahal,Hombre,24,1ero Primaria,3
Alta Verapaz,Chahal,Hombre,24,2do  Basico,21
Alta Verapaz,Chahal,Hombre,24,2do Licenciatura,2
Alta Verapaz,Chahal,Hombre,24,2do Primaria,6
Alta Verapaz,Chahal,Hombre,24,3ero Basico,42
Alta Verapaz,Chahal,Hombre,24,3ero Primaria,15
Alta Verapaz,Chahal,Hombre,24,4to Diversificado,5
Alta Verapaz,Chahal,Hombre,24,4to Licenciatura,1
Alta Verapaz,Chahal,Hombre,24,4to Primaria,11
Alta Verapaz,Chahal,Hombre,24,5to Diversificado,12
Alta Verapaz,Chahal,Hombre,24,5to Primaria,7
Alta Verapaz,Chahal,Hombre,24,6to Diversificado y 7mo Diversificado,30
Alta Verapaz,Chahal,Hombre,24,6to Primaria,60
Alta Verapaz,Chahal,Hombre,25,1ero Basico,6
Alta Verapaz,Chahal,Hombre,25,1ero Primaria,1
Alta Verapaz,Chahal,Hombre,25,2do  Basico,15
Alta Verapaz,Chahal,Hombre,25,2do Maestria,1
Alta Verapaz,Chahal,Hombre,25,2do Primaria,9
Alta Verapaz,Chahal,Hombre,25,3ero Basico,40
Alta Verapaz,Chahal,Hombre,25,3ero Licenciatura,3
Alta Verapaz,Chahal,Hombre,25,3ero Primaria,15
Alta Verapaz,Chahal,Hombre,25,4to Diversificado,7
Alta Verapaz,Chahal,Hombre,25,4to Licenciatura,1
Alta Verapaz,Chahal,Hombre,25,4to Primaria,13
Alta Verapaz,Chahal,Hombre,25,5to Diversificado,10
Alta Verapaz,Chahal,Hombre,25,5to Licenciatura y 6to Licenciatura,1
Alta Verapaz,Chahal,Hombre,25,5to Primaria,10
Alta Verapaz,Chahal,Hombre,25,6to Diversificado y 7mo Diversificado,35
Alta Verapaz,Chahal,Hombre,25,6to Primaria,67
Alta Verapaz,Chahal,Hombre,26,1ero Basico,10
Alta Verapaz,Chahal,Hombre,26,1ero Primaria,2
Alta Verapaz,Chahal,Hombre,26,2do  Basico,14
Alta Verapaz,Chahal,Hombre,26,2do Maestria,1
Alta Verapaz,Chahal,Hombre,26,2do Primaria,3
Alta Verapaz,Chahal,Hombre,26,3ero Basico,25
Alta Verapaz,Chahal,Hombre,26,3ero Primaria,13
Alta Verapaz,Chahal,Hombre,26,4to Diversificado,3
Alta Verapaz,Chahal,Hombre,26,4to Licenciatura,1
Alta Verapaz,Chahal,Hombre,26,4to Primaria,8
Alta Verapaz,Chahal,Hombre,26,5to Diversificado,12
Alta Verapaz,Chahal,Hombre,26,5to Licenciatura y 6to Licenciatura,2
Alta Verapaz,Chahal,Hombre,26,5to Primaria,5
Alta Verapaz,Chahal,Hombre,26,6to Diversificado y 7mo Diversificado,37
Alta Verapaz,Chahal,Hombre,26,6to Primaria,47
Alta Verapaz,Chahal,Hombre,27,1er Licenciatura,2
Alta Verapaz,Chahal,Hombre,27,1ero Basico,10
Alta Verapaz,Chahal,Hombre,27,2do  Basico,6
Alta Verapaz,Chahal,Hombre,27,2do Licenciatura,2
Alta Verapaz,Chahal,Hombre,27,2do Primaria,8
Alta Verapaz,Chahal,Hombre,27,3ero Basico,25
Alta Verapaz,Chahal,Hombre,27,3ero Primaria,16
Alta Verapaz,Chahal,Hombre,27,4to Diversificado,4
Alta Verapaz,Chahal,Hombre,27,4to Primaria,10
Alta Verapaz,Chahal,Hombre,27,5to Diversificado,10
Alta Verapaz,Chahal,Hombre,27,5to Primaria,7
Alta Verapaz,Chahal,Hombre,27,6to Diversificado y 7mo Diversificado,33
Alta Verapaz,Chahal,Hombre,27,6to Primaria,58
Alta Verapaz,Chahal,Hombre,28,1er Licenciatura,1
Alta Verapaz,Chahal,Hombre,28,1er Maestria,1
Alta Verapaz,Chahal,Hombre,28,1ero Basico,10
Alta Verapaz,Chahal,Hombre,28,2do  Basico,10
Alta Verapaz,Chahal,Hombre,28,2do Licenciatura,1
Alta Verapaz,Chahal,Hombre,28,2do Primaria,9
Alta Verapaz,Chahal,Hombre,28,3ero Basico,36
Alta Verapaz,Chahal,Hombre,28,3ero Primaria,14
Alta Verapaz,Chahal,Hombre,28,4to Diversificado,3
Alta Verapaz,Chahal,Hombre,28,4to Licenciatura,1
Alta Verapaz,Chahal,Hombre,28,4to Primaria,5
Alta Verapaz,Chahal,Hombre,28,5to Diversificado,12
Alta Verapaz,Chahal,Hombre,28,5to Licenciatura y 6to Licenciatura,1
Alta Verapaz,Chahal,Hombre,28,5to Primaria,9
Alta Verapaz,Chahal,Hombre,28,6to Diversificado y 7mo Diversificado,29
Alta Verapaz,Chahal,Hombre,28,6to Primaria,49
Alta Verapaz,Chahal,Hombre,29,1ero Basico,6
Alta Verapaz,Chahal,Hombre,29,1ero Primaria,3
Alta Verapaz,Chahal,Hombre,29,2do  Basico,10
Alta Verapaz,Chahal,Hombre,29,2do Primaria,7
Alta Verapaz,Chahal,Hombre,29,3ero Basico,15
Alta Verapaz,Chahal,Hombre,29,3ero Licenciatura,2
Alta Verapaz,Chahal,Hombre,29,3ero Primaria,9
Alta Verapaz,Chahal,Hombre,29,4to Diversificado,3
Alta Verapaz,Chahal,Hombre,29,4to Primaria,8
Alta Verapaz,Chahal,Hombre,29,5to Diversificado,7
Alta Verapaz,Chahal,Hombre,29,5to Primaria,10
Alta Verapaz,Chahal,Hombre,29,6to Diversificado y 7mo Diversificado,22
Alta Verapaz,Chahal,Hombre,29,6to Primaria,56
Alta Verapaz,Chahal,Hombre,30,1ero Basico,6
Alta Verapaz,Chahal,Hombre,30,1ero Primaria,2
Alta Verapaz,Chahal,Hombre,30,2do  Basico,7
Alta Verapaz,Chahal,Hombre,30,2do Maestria,2
Alta Verapaz,Chahal,Hombre,30,2do Primaria,8
Alta Verapaz,Chahal,Hombre,30,3ero Basico,22
Alta Verapaz,Chahal,Hombre,30,3ero Licenciatura,2
Alta Verapaz,Chahal,Hombre,30,3ero Primaria,9
Alta Verapaz,Chahal,Hombre,30,4to Diversificado,2
Alta Verapaz,Chahal,Hombre,30,4to Primaria,7
Alta Verapaz,Chahal,Hombre,30,5to Diversificado,8
Alta Verapaz,Chahal,Hombre,30,5to Licenciatura y 6to Licenciatura,1
Alta Verapaz,Chahal,Hombre,30,5to Primaria,4
Alta Verapaz,Chahal,Hombre,30,6to Diversificado y 7mo Diversificado,24
Alta Verapaz,Chahal,Hombre,30,6to Primaria,53
Alta Verapaz,Chahal,Hombre,31,1ero Basico,5
Alta Verapaz,Chahal,Hombre,31,1ero Primaria,2
Alta Verapaz,Chahal,Hombre,31,2do  Basico,7
Alta Verapaz,Chahal,Hombre,31,2do Licenciatura,2
Alta Verapaz,Chahal,Hombre,31,2do Maestria,1
Alta Verapaz,Chahal,Hombre,31,2do Primaria,8
Alta Verapaz,Chahal,Hombre,31,3ero Basico,23
Alta Verapaz,Chahal,Hombre,31,3ero Licenciatura,5
Alta Verapaz,Chahal,Hombre,31,3ero Primaria,11
Alta Verapaz,Chahal,Hombre,31,4to Diversificado,1
Alta Verapaz,Chahal,Hombre,31,4to Primaria,5
Alta Verapaz,Chahal,Hombre,31,5to Diversificado,6
Alta Verapaz,Chahal,Hombre,31,5to Licenciatura y 6to Licenciatura,4
Alta Verapaz,Chahal,Hombre,31,5to Primaria,3
Alta Verapaz,Chahal,Hombre,31,6to Diversificado y 7mo Diversificado,32
Alta Verapaz,Chahal,Hombre,31,6to Primaria,36
Alta Verapaz,Chahal,Hombre,32,1ero Basico,5
Alta Verapaz,Chahal,Hombre,32,1ero Primaria,1
Alta Verapaz,Chahal,Hombre,32,2do  Basico,14
Alta Verapaz,Chahal,Hombre,32,2do Maestria,1
Alta Verapaz,Chahal,Hombre,32,2do Primaria,12
Alta Verapaz,Chahal,Hombre,32,3ero Basico,25
Alta Verapaz,Chahal,Hombre,32,3ero Licenciatura,4
Alta Verapaz,Chahal,Hombre,32,3ero Primaria,5
Alta Verapaz,Chahal,Hombre,32,4to Primaria,9
Alta Verapaz,Chahal,Hombre,32,5to Diversificado,9
Alta Verapaz,Chahal,Hombre,32,5to Licenciatura y 6to Licenciatura,2
Alta Verapaz,Chahal,Hombre,32,5to Primaria,5
Alta Verapaz,Chahal,Hombre,32,6to Diversificado y 7mo Diversificado,29
Alta Verapaz,Chahal,Hombre,32,6to Primaria,37
Alta Verapaz,Chahal,Hombre,33,1er Licenciatura,1
Alta Verapaz,Chahal,Hombre,33,1ero Basico,5
Alta Verapaz,Chahal,Hombre,33,1ero Primaria,2
Alta Verapaz,Chahal,Hombre,33,2do  Basico,7
Alta Verapaz,Chahal,Hombre,33,2do Primaria,11
Alta Verapaz,Chahal,Hombre,33,3ero Basico,24
Alta Verapaz,Chahal,Hombre,33,3ero Licenciatura,4
Alta Verapaz,Chahal,Hombre,33,3ero Primaria,13
Alta Verapaz,Chahal,Hombre,33,4to Primaria,8
Alta Verapaz,Chahal,Hombre,33,5to Diversificado,3
Alta Verapaz,Chahal,Hombre,33,5to Licenciatura y 6to Licenciatura,3
Alta Verapaz,Chahal,Hombre,33,5to Primaria,6
Alta Verapaz,Chahal,Hombre,33,6to Diversificado y 7mo Diversificado,23
Alta Verapaz,Chahal,Hombre,33,6to Primaria,33
Alta Verapaz,Chahal,Hombre,34,1ero Basico,3
Alta Verapaz,Chahal,Hombre,34,1ero Primaria,1
Alta Verapaz,Chahal,Hombre,34,2do  Basico,7
Alta Verapaz,Chahal,Hombre,34,2do Primaria,7
Alta Verapaz,Chahal,Hombre,34,3ero Basico,17
Alta Verapaz,Chahal,Hombre,34,3ero Licenciatura,4
Alta Verapaz,Chahal,Hombre,34,3ero Primaria,12
Alta Verapaz,Chahal,Hombre,34,4to Diversificado,1
Alta Verapaz,Chahal,Hombre,34,4to Primaria,16
Alta Verapaz,Chahal,Hombre,34,5to Diversificado,2
Alta Verapaz,Chahal,Hombre,34,5to Licenciatura y 6to Licenciatura,4
Alta Verapaz,Chahal,Hombre,34,5to Primaria,7
Alta Verapaz,Chahal,Hombre,34,6to Diversificado y 7mo Diversificado,25
Alta Verapaz,Chahal,Hombre,34,6to Primaria,38
Alta Verapaz,Chahal,Hombre,35,1er Licenciatura,3
Alta Verapaz,Chahal,Hombre,35,1ero Basico,3
Alta Verapaz,Chahal,Hombre,35,1ero Primaria,2
Alta Verapaz,Chahal,Hombre,35,2do  Basico,11
Alta Verapaz,Chahal,Hombre,35,2do Licenciatura,1
Alta Verapaz,Chahal,Hombre,35,2do Maestria,1
Alta Verapaz,Chahal,Hombre,35,2do Primaria,8
Alta Verapaz,Chahal,Hombre,35,3ero Basico,19
Alta Verapaz,Chahal,Hombre,35,3ero Licenciatura,1
Alta Verapaz,Chahal,Hombre,35,3ero Primaria,18
Alta Verapaz,Chahal,Hombre,35,4to Diversificado,3
Alta Verapaz,Chahal,Hombre,35,4to Primaria,12
Alta Verapaz,Chahal,Hombre,35,5to Diversificado,1
Alta Verapaz,Chahal,Hombre,35,5to Licenciatura y 6to Licenciatura,4
Alta Verapaz,Chahal,Hombre,35,5to Primaria,5
Alta Verapaz,Chahal,Hombre,35,6to Diversificado y 7mo Diversificado,27
Alta Verapaz,Chahal,Hombre,35,6to Primaria,39
Alta Verapaz,Chahal,Hombre,36,1ero Basico,3
Alta Verapaz,Chahal,Hombre,36,1ero Primaria,4
Alta Verapaz,Chahal,Hombre,36,2do  Basico,4
Alta Verapaz,Chahal,Hombre,36,2do  Doctorado,1
Alta Verapaz,Chahal,Hombre,36,2do Maestria,1
Alta Verapaz,Chahal,Hombre,36,2do Primaria,5
Alta Verapaz,Chahal,Hombre,36,3ero Basico,8
Alta Verapaz,Chahal,Hombre,36,3ero Primaria,12
Alta Verapaz,Chahal,Hombre,36,4to Diversificado,1
Alta Verapaz,Chahal,Hombre,36,4to Primaria,6
Alta Verapaz,Chahal,Hombre,36,5to Diversificado,2
Alta Verapaz,Chahal,Hombre,36,5to Licenciatura y 6to Licenciatura,1
Alta Verapaz,Chahal,Hombre,36,5to Primaria,6
Alta Verapaz,Chahal,Hombre,36,6to Diversificado y 7mo Diversificado,23
Alta Verapaz,Chahal,Hombre,36,6to Primaria,31
Alta Verapaz,Chahal,Hombre,37,1er Licenciatura,1
Alta Verapaz,Chahal,Hombre,37,1ero Basico,4
Alta Verapaz,Chahal,Hombre,37,2do  Basico,4
Alta Verapaz,Chahal,Hombre,37,2do Licenciatura,1
Alta Verapaz,Chahal,Hombre,37,2do Primaria,8
Alta Verapaz,Chahal,Hombre,37,3ero Basico,8
Alta Verapaz,Chahal,Hombre,37,3ero Licenciatura,3
Alta Verapaz,Chahal,Hombre,37,3ero Primaria,13
Alta Verapaz,Chahal,Hombre,37,4to Primaria,2
Alta Verapaz,Chahal,Hombre,37,5to Primaria,4
Alta Verapaz,Chahal,Hombre,37,6to Diversificado y 7mo Diversificado,13
Alta Verapaz,Chahal,Hombre,37,6to Primaria,23
Alta Verapaz,Chahal,Hombre,38,1ero Basico,1
