NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCP16_A||Dificultad Vista,Recuento de PCP1
Jutiapa,Agua Blanca,Hombre,52,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Hombre,53,"No, sin dificultad",46
Jutiapa,Agua Blanca,Hombre,53,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Hombre,54,No declarado,2
Jutiapa,Agua Blanca,Hombre,54,"No, sin dificultad",55
Jutiapa,Agua Blanca,Hombre,54,"Sí, con algo de dificultad",10
Jutiapa,Agua Blanca,Hombre,54,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,55,No declarado,1
Jutiapa,Agua Blanca,Hombre,55,"No, sin dificultad",52
Jutiapa,Agua Blanca,Hombre,55,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Hombre,55,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,56,No declarado,1
Jutiapa,Agua Blanca,Hombre,56,No puede,1
Jutiapa,Agua Blanca,Hombre,56,"No, sin dificultad",56
Jutiapa,Agua Blanca,Hombre,56,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,57,"No, sin dificultad",61
Jutiapa,Agua Blanca,Hombre,57,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,58,"No, sin dificultad",64
Jutiapa,Agua Blanca,Hombre,58,"Sí, con algo de dificultad",5
Jutiapa,Agua Blanca,Hombre,59,"No, sin dificultad",56
Jutiapa,Agua Blanca,Hombre,59,"Sí, con algo de dificultad",6
Jutiapa,Agua Blanca,Hombre,60,No declarado,2
Jutiapa,Agua Blanca,Hombre,60,"No, sin dificultad",89
Jutiapa,Agua Blanca,Hombre,60,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Hombre,60,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Hombre,61,"No, sin dificultad",38
Jutiapa,Agua Blanca,Hombre,61,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,61,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Hombre,62,"No, sin dificultad",48
Jutiapa,Agua Blanca,Hombre,62,"Sí, con algo de dificultad",10
Jutiapa,Agua Blanca,Hombre,62,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Hombre,63,"No, sin dificultad",57
Jutiapa,Agua Blanca,Hombre,63,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Hombre,63,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,64,"No, sin dificultad",28
Jutiapa,Agua Blanca,Hombre,64,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,65,No declarado,1
Jutiapa,Agua Blanca,Hombre,65,"No, sin dificultad",60
Jutiapa,Agua Blanca,Hombre,65,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,65,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Hombre,66,"No, sin dificultad",45
Jutiapa,Agua Blanca,Hombre,66,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,67,No puede,1
Jutiapa,Agua Blanca,Hombre,67,"No, sin dificultad",48
Jutiapa,Agua Blanca,Hombre,67,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,67,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,68,"No, sin dificultad",56
Jutiapa,Agua Blanca,Hombre,68,"Sí, con algo de dificultad",5
Jutiapa,Agua Blanca,Hombre,68,"Sí, con mucha dificultad",4
Jutiapa,Agua Blanca,Hombre,69,"No, sin dificultad",41
Jutiapa,Agua Blanca,Hombre,69,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,69,"Sí, con mucha dificultad",4
Jutiapa,Agua Blanca,Hombre,70,"No, sin dificultad",53
Jutiapa,Agua Blanca,Hombre,70,"Sí, con algo de dificultad",7
Jutiapa,Agua Blanca,Hombre,70,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,71,"No, sin dificultad",39
Jutiapa,Agua Blanca,Hombre,71,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,71,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,72,"No, sin dificultad",35
Jutiapa,Agua Blanca,Hombre,72,"Sí, con algo de dificultad",6
Jutiapa,Agua Blanca,Hombre,72,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,73,"No, sin dificultad",38
Jutiapa,Agua Blanca,Hombre,73,"Sí, con algo de dificultad",7
Jutiapa,Agua Blanca,Hombre,74,No declarado,1
Jutiapa,Agua Blanca,Hombre,74,"No, sin dificultad",20
Jutiapa,Agua Blanca,Hombre,74,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Hombre,74,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Hombre,75,"No, sin dificultad",38
Jutiapa,Agua Blanca,Hombre,75,"Sí, con algo de dificultad",6
Jutiapa,Agua Blanca,Hombre,75,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,76,"No, sin dificultad",28
Jutiapa,Agua Blanca,Hombre,76,"Sí, con algo de dificultad",7
Jutiapa,Agua Blanca,Hombre,77,No declarado,1
Jutiapa,Agua Blanca,Hombre,77,"No, sin dificultad",23
Jutiapa,Agua Blanca,Hombre,77,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Hombre,77,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Hombre,78,No declarado,1
Jutiapa,Agua Blanca,Hombre,78,"No, sin dificultad",30
Jutiapa,Agua Blanca,Hombre,78,"Sí, con algo de dificultad",7
Jutiapa,Agua Blanca,Hombre,78,"Sí, con mucha dificultad",3
Jutiapa,Agua Blanca,Hombre,79,"No, sin dificultad",15
Jutiapa,Agua Blanca,Hombre,79,"Sí, con algo de dificultad",5
Jutiapa,Agua Blanca,Hombre,80,"No, sin dificultad",28
Jutiapa,Agua Blanca,Hombre,80,"Sí, con algo de dificultad",5
Jutiapa,Agua Blanca,Hombre,80,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Hombre,81,"No, sin dificultad",13
Jutiapa,Agua Blanca,Hombre,81,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,82,No declarado,1
Jutiapa,Agua Blanca,Hombre,82,"No, sin dificultad",15
Jutiapa,Agua Blanca,Hombre,82,"Sí, con algo de dificultad",5
Jutiapa,Agua Blanca,Hombre,82,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,83,"No, sin dificultad",11
Jutiapa,Agua Blanca,Hombre,83,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,83,"Sí, con mucha dificultad",3
Jutiapa,Agua Blanca,Hombre,84,No puede,1
Jutiapa,Agua Blanca,Hombre,84,"No, sin dificultad",14
Jutiapa,Agua Blanca,Hombre,84,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,84,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,85,No puede,1
Jutiapa,Agua Blanca,Hombre,85,"No, sin dificultad",9
Jutiapa,Agua Blanca,Hombre,85,"Sí, con algo de dificultad",8
Jutiapa,Agua Blanca,Hombre,85,"Sí, con mucha dificultad",3
Jutiapa,Agua Blanca,Hombre,86,"No, sin dificultad",8
Jutiapa,Agua Blanca,Hombre,86,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Hombre,86,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,87,No puede,1
Jutiapa,Agua Blanca,Hombre,87,"No, sin dificultad",5
Jutiapa,Agua Blanca,Hombre,87,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Hombre,87,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,88,"No, sin dificultad",6
Jutiapa,Agua Blanca,Hombre,88,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Hombre,89,"No, sin dificultad",4
Jutiapa,Agua Blanca,Hombre,89,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,89,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,90,No puede,1
Jutiapa,Agua Blanca,Hombre,90,"No, sin dificultad",6
Jutiapa,Agua Blanca,Hombre,90,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,91,No declarado,1
Jutiapa,Agua Blanca,Hombre,91,"No, sin dificultad",2
Jutiapa,Agua Blanca,Hombre,91,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Hombre,92,"No, sin dificultad",4
Jutiapa,Agua Blanca,Hombre,92,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Hombre,93,No declarado,1
Jutiapa,Agua Blanca,Hombre,93,"No, sin dificultad",2
Jutiapa,Agua Blanca,Hombre,93,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,94,"No, sin dificultad",4
Jutiapa,Agua Blanca,Hombre,94,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,95,"No, sin dificultad",2
Jutiapa,Agua Blanca,Hombre,96,"No, sin dificultad",2
Jutiapa,Agua Blanca,Hombre,96,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,98,"No, sin dificultad",2
Jutiapa,Agua Blanca,Hombre,98,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,99,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Hombre,100,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Hombre,103,"No, sin dificultad",1
Jutiapa,Agua Blanca,Mujer,0,,130
Jutiapa,Agua Blanca,Mujer,1,,106
Jutiapa,Agua Blanca,Mujer,2,,124
Jutiapa,Agua Blanca,Mujer,3,,152
Jutiapa,Agua Blanca,Mujer,4,No declarado,16
Jutiapa,Agua Blanca,Mujer,4,"No, sin dificultad",125
Jutiapa,Agua Blanca,Mujer,4,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,5,No declarado,7
Jutiapa,Agua Blanca,Mujer,5,No puede,1
Jutiapa,Agua Blanca,Mujer,5,"No, sin dificultad",177
Jutiapa,Agua Blanca,Mujer,5,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,6,No declarado,1
Jutiapa,Agua Blanca,Mujer,6,"No, sin dificultad",152
Jutiapa,Agua Blanca,Mujer,7,No declarado,1
Jutiapa,Agua Blanca,Mujer,7,"No, sin dificultad",176
Jutiapa,Agua Blanca,Mujer,8,No declarado,1
Jutiapa,Agua Blanca,Mujer,8,"No, sin dificultad",153
Jutiapa,Agua Blanca,Mujer,9,No declarado,2
Jutiapa,Agua Blanca,Mujer,9,"No, sin dificultad",156
Jutiapa,Agua Blanca,Mujer,9,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,10,No declarado,3
Jutiapa,Agua Blanca,Mujer,10,"No, sin dificultad",151
Jutiapa,Agua Blanca,Mujer,10,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Mujer,11,No declarado,1
Jutiapa,Agua Blanca,Mujer,11,No puede,1
Jutiapa,Agua Blanca,Mujer,11,"No, sin dificultad",134
Jutiapa,Agua Blanca,Mujer,12,No declarado,1
Jutiapa,Agua Blanca,Mujer,12,"No, sin dificultad",130
Jutiapa,Agua Blanca,Mujer,12,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,12,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,13,No declarado,1
Jutiapa,Agua Blanca,Mujer,13,"No, sin dificultad",127
Jutiapa,Agua Blanca,Mujer,13,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Mujer,13,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,14,No declarado,1
Jutiapa,Agua Blanca,Mujer,14,"No, sin dificultad",129
Jutiapa,Agua Blanca,Mujer,14,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,15,No declarado,1
Jutiapa,Agua Blanca,Mujer,15,"No, sin dificultad",166
Jutiapa,Agua Blanca,Mujer,15,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Mujer,16,No declarado,3
Jutiapa,Agua Blanca,Mujer,16,"No, sin dificultad",152
Jutiapa,Agua Blanca,Mujer,16,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,17,No declarado,2
Jutiapa,Agua Blanca,Mujer,17,"No, sin dificultad",184
Jutiapa,Agua Blanca,Mujer,17,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,18,No declarado,1
Jutiapa,Agua Blanca,Mujer,18,"No, sin dificultad",175
Jutiapa,Agua Blanca,Mujer,18,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,18,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,19,"No, sin dificultad",160
Jutiapa,Agua Blanca,Mujer,19,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,19,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,20,"No, sin dificultad",177
Jutiapa,Agua Blanca,Mujer,20,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,21,No declarado,2
Jutiapa,Agua Blanca,Mujer,21,"No, sin dificultad",138
Jutiapa,Agua Blanca,Mujer,21,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,22,No declarado,3
Jutiapa,Agua Blanca,Mujer,22,"No, sin dificultad",189
Jutiapa,Agua Blanca,Mujer,23,"No, sin dificultad",162
Jutiapa,Agua Blanca,Mujer,23,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,24,No declarado,1
Jutiapa,Agua Blanca,Mujer,24,"No, sin dificultad",155
Jutiapa,Agua Blanca,Mujer,24,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,24,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,25,"No, sin dificultad",155
Jutiapa,Agua Blanca,Mujer,25,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,26,"No, sin dificultad",133
Jutiapa,Agua Blanca,Mujer,26,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,26,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,27,No declarado,2
Jutiapa,Agua Blanca,Mujer,27,"No, sin dificultad",117
Jutiapa,Agua Blanca,Mujer,27,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,28,"No, sin dificultad",143
Jutiapa,Agua Blanca,Mujer,28,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,29,"No, sin dificultad",131
Jutiapa,Agua Blanca,Mujer,29,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,30,No declarado,2
Jutiapa,Agua Blanca,Mujer,30,"No, sin dificultad",132
Jutiapa,Agua Blanca,Mujer,30,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,31,No declarado,2
Jutiapa,Agua Blanca,Mujer,31,"No, sin dificultad",112
Jutiapa,Agua Blanca,Mujer,31,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,32,No declarado,1
Jutiapa,Agua Blanca,Mujer,32,"No, sin dificultad",116
Jutiapa,Agua Blanca,Mujer,32,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,32,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,33,"No, sin dificultad",118
Jutiapa,Agua Blanca,Mujer,33,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,33,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Mujer,34,"No, sin dificultad",105
Jutiapa,Agua Blanca,Mujer,34,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Mujer,35,No declarado,2
Jutiapa,Agua Blanca,Mujer,35,"No, sin dificultad",115
Jutiapa,Agua Blanca,Mujer,35,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Mujer,36,No declarado,2
Jutiapa,Agua Blanca,Mujer,36,"No, sin dificultad",117
Jutiapa,Agua Blanca,Mujer,36,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Mujer,37,"No, sin dificultad",99
Jutiapa,Agua Blanca,Mujer,37,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,37,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,38,"No, sin dificultad",119
Jutiapa,Agua Blanca,Mujer,39,"No, sin dificultad",94
Jutiapa,Agua Blanca,Mujer,39,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,39,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,40,No declarado,1
Jutiapa,Agua Blanca,Mujer,40,"No, sin dificultad",97
Jutiapa,Agua Blanca,Mujer,40,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,40,"Sí, con mucha dificultad",1
Jutiapa,Agua Blanca,Mujer,41,No declarado,1
Jutiapa,Agua Blanca,Mujer,41,"No, sin dificultad",81
Jutiapa,Agua Blanca,Mujer,41,"Sí, con algo de dificultad",2
Jutiapa,Agua Blanca,Mujer,42,"No, sin dificultad",90
Jutiapa,Agua Blanca,Mujer,42,"Sí, con algo de dificultad",4
Jutiapa,Agua Blanca,Mujer,43,No declarado,1
Jutiapa,Agua Blanca,Mujer,43,"No, sin dificultad",96
Jutiapa,Agua Blanca,Mujer,43,"Sí, con algo de dificultad",1
Jutiapa,Agua Blanca,Mujer,43,"Sí, con mucha dificultad",2
Jutiapa,Agua Blanca,Mujer,44,No declarado,1
Jutiapa,Agua Blanca,Mujer,44,"No, sin dificultad",75
Jutiapa,Agua Blanca,Mujer,44,"Sí, con algo de dificultad",3
Jutiapa,Agua Blanca,Mujer,45,No declarado,1
